  R522	OH	+ HO2		= H2O	+ O2		4.650148e+06
  T6	NO3			= NO	+ O2		3.202234e+06
  R260	HO2	+ NO3		= OH	+ NO2	+ O2	1.314577e+06
  T1	O3			= O2	+ O		8.884881e+05
  R271	HSO	+ O3		= HS	+ O2	+ O2	3.784040e+05 (x2)
  R465	O(1D)	+ O3		= O2	+ O2		2.825841e+05 (x2)
  R466	O(1D)	+ O3		= O2	+ O	+ O	2.825841e+05
  R521	OH	+ HNO4		= H2O	+ NO2	+ O2	2.496839e+05
  R216	HSO	+ O3		= HSO2	+ O2		1.621732e+05
  R377	NO2	+ O3		= NO3	+ O2		1.284418e+05
  R470	O3	+ CH3		= CH3O	+ O2		1.177231e+05
  R551	SO2	+ HO2		= HSO2	+ O2		9.353588e+04
  R525	OH	+ O3		= HO2	+ O2		6.884827e+04
  R443	O	+ NO3		= NO2	+ O2		5.200389e+04
  R420	O	+ CH3O		= CH3	+ O2		5.048632e+04
  R251	HO2	+ C2H5		= C2H6	+ O2		2.772999e+04
  R469	O3	+ C2H5		= C2H5O	+ O2		2.063528e+04
  R376	NO2	+ NO3		= NO	+ NO2	+ O2	5.933623e+02
  R440	O	+ HNO4		= HNO3	+ O2		5.374439e+02
  R537	S	+ O3		= O2	+ SO		4.470142e+02
  R294	N	+ O3		= NO	+ O2		4.425413e+00
  R471	O3	+ CH3O		= CH3O2	+ O2		3.899218e+00
  R570	S	+ HO2		= HS	+ O2		2.975946e+00
  R462	O(1D)	+ NO		= O2	+ N		1.864675e+00
  R258	HO2	+ NH2		= NH3	+ O2		1.544499e+00
  R254	HO2	+ CH3O2		= CH4O2	+ O2		5.635682e-01
  R459	O(1D)	+ N2O		= O2	+ N2		2.521564e-01
  R422	O	+ CH3O2		= CH3O	+ O2		2.108954e-01
  R463	O(1D)	+ NO2		= O2	+ NO		6.077125e-02
  R387	NO3	+ NO3		= NO2	+ NO2	+ O2	3.233197e-02
  R384	NO3	+ CH3O2		= CH3O	+ NO2	+ O2	1.125220e-04
  R500	OH	+ CH3O2		= CH4O	+ O2		8.176214e-05
  R472	O3	+ CH3O2		= CH3O	+ O2	+ O2	5.112889e-06 (x2)
  R553	SO2	+ O		= SO	+ O2		1.854433e-07
  R432	O	+ CNO		= CN	+ O2		1.451768e-10
  R85	CH3O2	+ CH3O2		= CH3O	+ CH3O	+ O2	5.117237e-12
  R86	CH3O2	+ CH3O2		= CH4O	+ CH2O	+ O2	3.122382e-12
  T2	HO2			= O2	+ H		3.620407e-14
  R156	H	+ CH3O2		= CH4	+ O2		7.408378e-17
  R244	HO2	+ C2H2		= C2H3	+ O2		2.450217e-18
  R126	CS	+ O3		= O2	+ OCS		8.280053e-22
  R555	SO3	+ O		= SO2	+ O2		1.714178e-27

O2				LOSS RXS		INT RX RATE	TL = 3.61e+11

  M35	O	+ O2		= O3			2.711266e+11
  P2	O2			= O	+ O(1D)		3.600150e+10
  M17	H	+ O2		= HO2			3.016087e+10
  P1	O2			= O	+ O		1.815818e+10
  R464	O(1D)	+ O2		= O	+ O2		2.802224e+09
  R6	C	+ O2		= CO	+ O		1.946577e+09
  R645	O2	+ CHO2		= HO2	+ CO2		4.109964e+08
  M4	CH3	+ O2		= CH3O2			1.437890e+08
  R273	HSO2	+ O2		= HO2	+ SO2		1.310457e+08
  M21	HS	+ O2		= HSO2			1.157014e+08
  R118	CHO	+ O2		= CO	+ HO2		7.751985e+07
  R558	HSO	+ O2		= OH	+ SO2		1.122845e+07
  R544	SO	+ O2		= SO2	+ O		3.968309e+06
  R81	CH3O	+ O2		= CH2O	+ HO2		2.434690e+06
  R275	HSO3	+ O2		= HO2	+ SO3		1.678870e+06
  R536	S	+ O2		= SO	+ O		2.304440e+05
  R26	C2H5O	+ O2		= C2H4O	+ HO2		5.394097e+04
  R268	HS	+ O2		= SO	+ OH		1.226531e+03
  R293	N	+ O2		= NO	+ O		5.906455e+00
  R562	SO21	+ O2		= O	+ SO3		9.541311e-02
  R306	NH	+ O2		= OH	+ NO		4.986152e-07
  R307	NH	+ O2		= O	+ HNO		2.164981e-11
  R540	CS	+ O2		= OCS	+ O		3.080002e-20
  R89	CH3S	+ O2		= CH3	+ SO2		0.000000e+00

************************************************************

CO2				PRODUCTION RXS		INT RX RATE	TP = 4.54e+11

  R454	O(1D)	+ CO2		= CO2	+ O		4.308149e+11
  R511	OH	+ CO		= CO2	+ H		2.285350e+10
  R645	O2	+ CHO2		= HO2	+ CO2		4.109964e+08
  M31	O	+ CO		= CO2			4.509211e+07
  R427	O	+ CHO		= CO2	+ H		3.526811e+07
  R428	O	+ CHO2		= CO2	+ OH		6.769617e+04
  R370	NO2	+ CHO		= NO	+ CO2	+ H	2.584009e+04
  R358	NO2	+ C2H3O		= CO2	+ CH3	+ NO	1.406129e+04
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	9.791124e+03
  R505	OH	+ CHO2		= CO2	+ H2O		1.669641e+01
  R337	NO	+ C2HO		= HCN	+ CO2		9.835166e-01
  R457	O(1D)	+ HCNO		= CO2	+ NH		2.627637e-02
  R374	NO2	+ CNO		= CO2	+ N2O		1.590929e-04
  R438	O	+ HCNO		= CO2	+ NH		7.145339e-05
  R351	NO	+ CNO		= CO2	+ N2		4.442791e-05
  R360	NO2	+ C2HO		= CO2	+ HCNO		4.348845e-06
  T49	CHO2			= CO2	+ H		1.362065e-06
  R373	NO2	+ CN		= CO2	+ N2		2.628604e-14
  R473	OCS	+ OH		= CO2	+ HS		1.893874e-14
  T15	CH2O2			= CO2	+ H2		3.908538e-23

CO2				LOSS RXS		INT RX RATE	TL = 8.17e+11

  R454	O(1D)	+ CO2		= CO2	+ O		4.308149e+11
  P37	CO2			= CO	+ O(1D)		3.641314e+11
  P36	CO2			= CO	+ O		2.187347e+10
  R123	CO2	+ CH2		= CH2O	+ CO		1.111769e+05
  R572	S	+ CO2		= SO	+ CO		1.266045e+03
  R165	H	+ CO2		= CO	+ OH		6.523759e-02
  R124	CO2	+ CN		= CNO	+ CO		3.129637e-26

************************************************************

O(1D)				PRODUCTION RXS		INT RX RATE	TP = 4.49e+11

  P37	CO2			= CO	+ O(1D)		3.641314e+11
  P4	O3			= O2	+ O(1D)		4.849548e+10
  P2	O2			= O	+ O(1D)		3.600150e+10
  P11	N2O			= N2	+ O(1D)		6.304693e+02
  P17	HNO3			= HNO2	+ O(1D)		1.922363e+01

O(1D)				LOSS RXS		INT RX RATE	TL = 4.49e+11

  R454	O(1D)	+ CO2		= CO2	+ O		4.308149e+11
  R458	O(1D)	+ N2		= O	+ N2		1.469345e+10
  R464	O(1D)	+ O2		= O	+ O2		2.802224e+09
  R455	O(1D)	+ H2		= H	+ OH		3.151942e+08
  R450	O(1D)	+ CH4		= CH3	+ OH		1.480115e+06
  R449	O(1D)	+ CH4		= CH3O	+ H		3.929509e+05
  R465	O(1D)	+ O3		= O2	+ O2		2.825841e+05
  R466	O(1D)	+ O3		= O2	+ O	+ O	2.825841e+05
  R456	O(1D)	+ H2O		= OH	+ OH		1.371765e+05
  R451	O(1D)	+ CH4		= CH2O	+ H2		9.823772e+04
  M36	O(1D)	+ N2		= N2O			6.907887e+02
  R448	O(1D)	+ C2H6		= C2H5	+ OH		1.455257e+02
  R462	O(1D)	+ NO		= O2	+ N		1.864675e+00
  R453	O(1D)	+ CH4O		= CH3O	+ OH		1.756322e+00
  R460	O(1D)	+ N2O		= NO	+ NO		3.948454e-01
  R452	O(1D)	+ CH4O		= CH3O2	+ H		3.763547e-01
  R459	O(1D)	+ N2O		= O2	+ N2		2.521564e-01
  R463	O(1D)	+ NO2		= O2	+ NO		6.077125e-02
  R457	O(1D)	+ HCNO		= CO2	+ NH		2.627637e-02
  R447	O(1D)	+ C2H4		= C2H3	+ OH		1.954562e-04
  R461	O(1D)	+ NH3		= OH	+ NH2		3.887594e-06
  R467	O(1D)	+ OCS		= CO	+ SO		3.423182e-12

************************************************************

CO				PRODUCTION RXS		INT RX RATE	TP = 3.88e+11

  P37	CO2			= CO	+ O(1D)		3.641314e+11
  P36	CO2			= CO	+ O		2.187347e+10
  R6	C	+ O2		= CO	+ O		1.946577e+09
  R118	CHO	+ O2		= CO	+ HO2		7.751985e+07
  R426	O	+ CHO		= CO	+ OH		3.526811e+07
  R416	O	+ CH3		= CO	+ H2	+ H	2.730392e+07
  P21	CH2O			= CO	+ H2		1.077364e+07
  R408	O	+ CH		= CO	+ H		6.627211e+06
  R411	O	+ CH2		= CO	+ H	+ H	3.968836e+06
  R412	O	+ CH2		= CO	+ H2		2.414375e+06
  R369	NO2	+ CHO		= NO	+ CO	+ OH	1.701012e+05
  R162	H	+ CHO		= CO	+ H2		1.323242e+05
  R123	CO2	+ CH2		= CH2O	+ CO		1.111769e+05
  T46	CHO			= CO	+ H		3.056557e+04
  T32	C2H3O			= CO	+ CH3		1.406994e+04
  R348	NO	+ CHO		= CO	+ HNO		9.326305e+03
  R572	S	+ CO2		= SO	+ CO		1.266045e+03
  P23	C2H4O			= CO	+ CH4		8.374755e+02
  R483	OH	+ C2H2O		= CO	+ CH3O		6.969234e+02
  R391	O	+ C2H2		= CO	+ CH2		5.599621e+02
  R200	H2	+ C2HO		= CH3	+ CO		3.460726e+02
  R130	H	+ C2H2O		= CO	+ CH3		2.892134e+02
  P29	CH2O2			= H2O	+ CO		4.873891e+01
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	4.443243e+01
  R504	OH	+ CHO		= CO	+ H2O		4.078524e+01
  R8	C	+ SO2		= CO	+ SO		3.666531e+01
  R112	CHO	+ C2H5		= C2H6	+ CO		3.629302e+01
  R267	HS	+ CHO		= H2S	+ CO		1.693143e+01
  R71	CH3	+ CHO		= CH4	+ CO		5.770570e+00
  R543	SO	+ CHO		= HSO	+ CO		3.831427e+00
  R336	NO	+ C2HO		= CO	+ HCNO		3.044472e+00
  R171	H	+ HCNO		= CO	+ NH2		3.017820e+00
  R430	O	+ CN		= CO	+ N		7.444265e-01
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	3.821221e-01
  R331	NO	+ C		= CO	+ N		3.715986e-01
  R389	O	+ C2H		= CO	+ CH		2.826769e-01
  R561	CHO	+ CHO		= CH2O	+ CO		1.064005e-01
  R165	H	+ CO2		= CO	+ OH		6.523759e-02
  R340	NO	+ CH		= CO	+ NH		3.014149e-02
  R113	CHO	+ CH3O		= CH4O	+ CO		2.105011e-02
  R60	CH3	+ C2H3O		= C2H6	+ CO		1.947272e-02
  R296	N2O	+ C		= CO	+ N2		1.764633e-02
  R35	CH2	+ C2H2O		= C2H4	+ CO		1.125388e-02
  R431	O	+ CNO		= CO	+ NO		5.515637e-03
  R110	CHO	+ C2H3O		= C2H4O	+ CO		7.706813e-04
  R436	O	+ HCN		= CO	+ NH		2.931369e-04
  R350	NO	+ CNO		= CO	+ N2O		3.556790e-05
  R569	S	+ CHO		= HS	+ CO		3.443103e-05
  R163	H	+ CNO		= CO	+ NH		2.771614e-05
  R352	NO	+ CNO		= CO	+ N2	+ O	1.910743e-05
  R375	NO2	+ CNO		= CO	+ NO	+ NO	1.261102e-05
  R361	NO2	+ C2HO		= CO	+ CHO	+ NO	6.532216e-06
  R50	CH2	+ CHO		= CO	+ CH3		3.336557e-06
  R109	CHO	+ C2H3		= C2H4	+ CO		1.814554e-06
  R355	NO2	+ C		= CO	+ NO		5.557421e-07
  T48	CHO2			= CO	+ OH		3.311349e-07
  R482	OH	+ C2H2		= CO	+ CH3		1.990947e-07
  R546	SO2	+ C2H		= CO	+ OCS	+ H	3.411184e-09
  R475	OCS	+ O		= CO	+ SO		2.739117e-09
  R477	OH	+ C2H		= CO	+ CH2		1.693639e-09
  P31	OCS			= CO	+ S		6.094590e-10
  R333	NO	+ C2H		= HCN	+ CO		2.739203e-10
  R117	CHO	+ CNO		= HCNO	+ CO		1.670588e-10
  R568	NO2	+ CHO		= CO	+ HNO2		1.613825e-10
  R116	CHO	+ CN		= HCN	+ CO		2.115071e-11
  R421	O3	+ C2H2		= CO	+ CH2O2		7.160327e-12
  T16	CH2O2			= CO	+ H2O		5.811093e-12
  R108	CHO	+ C2H		= C2H2	+ CO		3.845645e-12
  R467	O(1D)	+ OCS		= CO	+ SO		3.423182e-12
  R125	CS	+ O		= CO	+ S		6.095418e-13
  R7	C	+ OCS		= CO	+ CS		5.979124e-13
  R330	NH3	+ CNO		= CO	+ N2H3		4.843230e-13
  R515	OH	+ HCN		= CO	+ NH2		3.272410e-13
  R372	NO2	+ CN		= CO	+ N2O		3.594110e-14
  R538	S	+ OCS		= CO	+ S2		5.228881e-19
  R124	CO2	+ CN		= CNO	+ CO		3.129637e-26
  T14	CH2O			= CO	+ H2		8.822026e-28
  T30	C2H2O			= CO	+ CH2		1.045325e-28
  T40	CNO			= CO	+ N		3.168039e-29
  T35	C2H4O			= CH4	+ CO		4.991841e-41
  T60	OCS			= CO	+ S		8.751082e-42
  T29	C2HO			= CO	+ CH		1.617395e-48

CO				LOSS RXS		INT RX RATE	TL = 2.53e+10

  R511	OH	+ CO		= CO2	+ H		2.285350e+10
  P35	CO			= C	+ O		1.946573e+09
  M39	OH	+ CO		= CHO2			4.109489e+08
  M12	H	+ CO		= CHO			7.429369e+07
  M31	O	+ CO		= CO2			4.509211e+07
  M6	CO	+ CH3		= C2H3O			1.811928e+03
  M5	CO	+ CH		= C2HO			6.369829e+02
  R122	CO	+ CH3		= C2H2	+ OH		2.807660e-38
  R121	CO	+ C2H4		= C2H3	+ CHO		8.390434e-60
  R120	CO	+ C2H2		= C2H	+ CHO		2.138493e-82
  R88	CH3S	+ CO		= OCS	+ CH3		0.000000e+00

************************************************************

O3				PRODUCTION RXS		INT RX RATE	TP = 2.71e+11

  M35	O	+ O2		= O3			2.711266e+11

O3				LOSS RXS		INT RX RATE	TL = 2.71e+11

  P3	O3			= O2	+ O		1.501164e+11
  R192	H	+ O3		= OH	+ O2		7.192972e+10
  P4	O3			= O2	+ O(1D)		4.849548e+10
  R444	O	+ O3		= O2	+ O2		4.540380e+08
  R261	HO2	+ O3		= OH	+ O2	+ O2	3.394116e+07
  R354	NO	+ O3		= NO2	+ O2		3.196516e+07
  R545	SO	+ O3		= SO2	+ O2		2.329550e+07
  R269	HS	+ O3		= O2	+ HSO		6.204987e+06
  T1	O3			= O2	+ O		8.884881e+05
  R271	HSO	+ O3		= HS	+ O2	+ O2	3.784040e+05
  R465	O(1D)	+ O3		= O2	+ O2		2.825841e+05
  R466	O(1D)	+ O3		= O2	+ O	+ O	2.825841e+05
  R216	HSO	+ O3		= HSO2	+ O2		1.621732e+05
  R377	NO2	+ O3		= NO3	+ O2		1.284418e+05
  R470	O3	+ CH3		= CH3O	+ O2		1.177231e+05
  R525	OH	+ O3		= HO2	+ O2		6.884827e+04
  R469	O3	+ C2H5		= C2H5O	+ O2		2.063528e+04
  R537	S	+ O3		= O2	+ SO		4.470142e+02
  R294	N	+ O3		= NO	+ O2		4.425413e+00
  R471	O3	+ CH3O		= CH3O2	+ O2		3.899218e+00
  R468	O3	+ C2H4		= CH2O	+ CH2O2		1.831245e+00
  R325	NH2	+ O3		= H2O	+ NO2		6.087352e-01
  R472	O3	+ CH3O2		= CH3O	+ O2	+ O2	5.112889e-06
  R421	O3	+ C2H2		= CO	+ CH2O2		7.160327e-12
  R126	CS	+ O3		= O2	+ OCS		8.280053e-22
  R90	CH3S	+ O3		= CH3O	+ SO2		0.000000e+00

************************************************************

H				PRODUCTION RXS		INT RX RATE	TP = 1.05e+11

  R445	O	+ OH		= O2	+ H		7.419119e+10
  R511	OH	+ CO		= CO2	+ H		2.285350e+10
  R512	OH	+ H2		= H2O	+ H		5.257584e+09
  R433	O	+ H2		= H	+ OH		1.782500e+09
  R455	O(1D)	+ H2		= H	+ OH		3.151942e+08
  P45	H2S			= HS	+ H		9.148959e+07
  P6	H2O			= H	+ OH		6.946028e+07
  R415	O	+ CH3		= CH2O	+ H		6.682778e+07
  R597	CH21	+ H2		= CH3	+ H		4.923077e+07
  P32	CH4			= CH3	+ H		4.349543e+07
  R427	O	+ CHO		= CO2	+ H		3.526811e+07
  R416	O	+ CH3		= CO	+ H2	+ H	2.730392e+07
  T43	HSO2			= SO2	+ H		8.661390e+06
  R408	O	+ CH		= CO	+ H		6.627211e+06
  P34	CH4			= CH	+ H2	+ H	6.365186e+06
  P20	CH2O			= CHO	+ H		4.916529e+06
  R411	O	+ CH2		= CO	+ H	+ H	3.968836e+06 (x2)
  P71	HNO			= NO	+ H		1.637348e+06
  R449	O(1D)	+ CH4		= CH3O	+ H		3.929509e+05
  T18	CH3O2			= CH2O2	+ H		3.026042e+05
  R528	OH	+ SO		= SO2	+ H		2.506345e+05
  R266	HS	+ O		= H	+ SO		1.905011e+05
  R403	O	+ C2H5		= C2H4O	+ H		5.278721e+04
  T46	CHO			= CO	+ H		3.056557e+04
  R370	NO2	+ CHO		= NO	+ CO2	+ H	2.584009e+04
  R198	H2	+ C2H5		= C2H6	+ H		1.694840e+04
  R203	H2	+ CH3		= CH4	+ H		8.290429e+03
  R33	CH	+ CH4		= C2H4	+ H		2.409205e+03
  R396	O	+ C2H4		= C2H3O	+ H		1.747368e+03
  T38	C2H5O			= C2H4O	+ H		1.507042e+03
  P63	C2H6			= C2H4	+ H	+ H	6.449210e+02 (x2)
  R295	N	+ OH		= NO	+ H		4.428822e+02
  R202	H2	+ CH		= CH2	+ H		2.626274e+02
  P28	CH2O2			= CHO2	+ H		4.873891e+01
  P40	CH4O			= CH3O	+ H		2.338754e+01
  R322	NH2	+ O		= H	+ HNO		1.292904e+01
  P42	NH3			= NH2	+ H		4.347039e+00
  R212	H2	+ NH2		= NH3	+ H		2.591954e+00
  R390	O	+ C2H2		= H	+ C2HO		1.511421e+00
  T47	CH3O			= CH2O	+ H		4.453239e-01
  R452	O(1D)	+ CH4O		= CH3O2	+ H		3.763547e-01
  P56	C2H2			= C2H	+ H		2.845260e-01
  R395	O	+ C2H3		= C2H2O	+ H		6.319344e-02
  R204	H2	+ CH3O		= CH4O	+ H		5.246339e-02
  P57	C2H3			= C2H2	+ H		3.805981e-02
  R197	H2	+ C2H3		= C2H4	+ H		3.562284e-02
  P41	HCN			= H	+ CN		2.862348e-02
  R209	H2	+ HO2		= H2O2	+ H		1.833849e-02
  P59	C2H4			= C2H2	+ H	+ H	1.279412e-02 (x2)
  R492	OH	+ CH2		= CH2O	+ H		8.637031e-03
  R527	OH	+ S		= H	+ SO		7.987457e-03
  R339	NO	+ CH		= H	+ CNO		4.822639e-03
  R281	N	+ CH		= CN	+ H		3.238953e-03
  R533	S	+ HS		= H	+ S2		2.915510e-03
  P60	C2H4			= C2H3	+ H		2.558823e-03
  R206	H2	+ CHO		= CH2O	+ H		1.114750e-03
  R435	O	+ HCN		= H	+ CNO		6.839862e-04
  R213	H2	+ NO2		= H	+ HNO2		4.278962e-04
  T27	C2H5			= C2H4	+ H		2.947312e-04
  R195	H2	+ C2H		= C2H2	+ H		6.915331e-05
  R304	NH	+ O		= NO	+ H		1.189027e-05
  R44	CH2	+ CH3		= C2H4	+ H		5.324715e-06
  R207	H2	+ CN		= HCN	+ H		2.665683e-06
  T49	CHO2			= CO2	+ H		1.362065e-06
