  R411	O	+ CH2		= CO	+ H	+ H	4.657792e+04 (x2)
  R203	H2	+ CH3		= CH4	+ H		3.477238e+04
  T43	HSO2			= SO2	+ H		2.361563e+04
  P41	HCN			= H	+ CN		2.268223e+04
  R449	O(1D)	+ CH4		= CH3O	+ H		8.332347e+03
  R408	O	+ CH		= CO	+ H		2.987628e+03
  R198	H2	+ C2H5		= C2H6	+ H		2.262202e+03
  R197	H2	+ C2H3		= C2H4	+ H		9.967151e+02
  R370	NO2	+ CHO		= NO	+ CO2	+ H	5.343971e+02
  R492	OH	+ CH2		= CH2O	+ H		5.066885e+02
  R207	H2	+ CN		= HCN	+ H		3.833983e+02
  R452	O(1D)	+ CH4O		= CH3O2	+ H		1.065353e+02
  R546	SO2	+ C2H		= CO	+ OCS	+ H	6.760265e+00
  R308	NH	+ OH		= H	+ HNO		4.177403e+00
  R204	H2	+ CH3O		= CH4O	+ H		1.918119e+00
  R277	N	+ C2H3		= C2H2N	+ H		1.236081e+00
  R506	OH	+ CN		= H	+ CNO		5.816712e-01
  T38	C2H5O			= C2H4O	+ H		3.801553e-01
  R435	O	+ HCN		= H	+ CNO		1.865455e-01
  T49	CHO2			= CO2	+ H		1.069459e-01
  R295	N	+ OH		= NO	+ H		6.064383e-02
  R289	N	+ NH		= N2	+ H		1.739052e-02
  T47	CH3O			= CH2O	+ H		7.615609e-03
  R339	NO	+ CH		= H	+ CNO		4.445648e-03
  R327	NH3	+ CH		= HCN	+ H2	+ H	2.408775e-03
  R281	N	+ CH		= CN	+ H		4.660741e-04
  T27	C2H5			= C2H4	+ H		2.599982e-08
  T18	CH3O2			= CH2O2	+ H		1.227533e-09
  P28	CH2O2			= CHO2	+ H		5.833227e-10
  R495	OH	+ CH3		= CH3O	+ H		4.555252e-11
  R479	OH	+ C2H2		= C2H2O	+ H		4.296428e-12
  R209	H2	+ HO2		= H2O2	+ H		9.538519e-14
  R3	C	+ H2		= CH	+ H		2.029807e-14
  R193	H2	+ C		= CH	+ H		2.029807e-14
  R213	H2	+ NO2		= H	+ HNO2		3.015782e-15
  T8	HNO			= H	+ NO		3.509447e-16
  T25	C2H3			= C2H2	+ H		5.158395e-21
  T42	HSO			= SO	+ H		1.858019e-21
  T59	H2S			= HS	+ H		4.474363e-24
  R205	H2	+ CH3O2		= CH4O2	+ H		4.438396e-28
  T2	HO2			= O2	+ H		2.918074e-29
  T19	CH4O			= CH3O	+ H		2.593855e-29
  R10	H2	+ C2H4		= C2H5	+ H		1.592156e-33
  T28	C2H6			= C2H5	+ H		5.105419e-44
  R41	H2	+ C2H2		= C2H3	+ H		2.952498e-45
  T57	HCN			= H	+ CN		1.685190e-67
  P38	H2			= H	+ H		0.000000e+00 (x2)

H				LOSS RXS		INT RX RATE	TL = 2.79e+10

  M12	H	+ CO		= CHO			1.686400e+10
  R127	H	+ C2H		= C2H2			2.812450e+09
  R146	H	+ CH2		= CH	+ H2		2.734594e+09
  M57	H	+ CH3		= CH4			1.546373e+09
  R145	H	+ CH		= C	+ H2		1.436829e+09
  R162	H	+ CHO		= CO	+ H2		8.252122e+08
  M13	H	+ H		= H2			2.811643e+08 (x2)
  R131	H	+ C2H3		= C2H4			2.111942e+08
  M7	H	+ C2H2		= C2H3			2.087774e+08
  R575	HSO	+ H		= HS	+ OH		1.411220e+08
  M9	H	+ C2H4		= C2H5			1.385491e+08
  R140	H	+ C2H5		= CH3	+ CH3		1.343591e+08
  R148	H	+ CH2O		= H2	+ CHO		3.867283e+07
  R152	H	+ CH3O		= CH4O			3.621309e+07
  R132	H	+ C2H3		= C2H2	+ H2		2.367990e+07
  R560	HS	+ H		= H2	+ S		2.075100e+07
  R153	H	+ CH3O		= CH3	+ OH		2.055378e+07
  R133	H	+ C2H3O		= CHO	+ CH3		2.046657e+07
  R230	H2S	+ H		= H2	+ HS		1.782108e+07
  R576	HSO	+ H		= H2	+ SO		1.254418e+07
  R134	H	+ C2H3O		= C2H2O	+ H2		1.116358e+07
  R142	H	+ C2H5O		= C2H4O	+ H2		9.688364e+06
  R141	H	+ C2H5		= C2H4	+ H2		6.717953e+06
  R130	H	+ C2H2O		= CO	+ CH3		6.014089e+06
  R147	H	+ CH2O		= CH3O			4.375146e+06
  M10	H	+ CHO		= CH2O			2.423336e+06
  R154	H	+ CH3O		= CH2O	+ H2		1.284611e+06
  M51	H	+ SO		= HSO			9.349784e+05
  R172	H	+ HNO		= H2	+ NO		4.420619e+05
  R138	H	+ C2H4O		= CH4	+ CHO		2.378019e+05
  R159	H	+ CH4O		= CH3O	+ H2		2.239705e+05
  R641	N2H3	+ H		= NH2	+ NH2		1.595819e+05
  R137	H	+ C2H4O		= C2H3O	+ H2		1.462041e+05
  M16	H	+ O		= OH			1.404430e+05
  R639	N2H4	+ H		= N2H3	+ H2		9.629101e+04
  M14	H	+ NH2		= NH3			4.407902e+04
  M18	H	+ OH		= H2O			3.986958e+04
  R157	H	+ CH4		= CH3	+ H2		3.189578e+04
  R180	H	+ HO2		= OH	+ OH		2.427973e+04
  M58	H	+ C2H5		= C2H6			1.504954e+04
  M48	SO2	+ H		= HSO2			5.982676e+03
  R143	H	+ C2H6		= C2H5	+ H2		3.767036e+03
  M56	H	+ CH2		= CH3			2.403977e+03
  R182	H	+ HO2		= H2	+ O2		2.326807e+03
  M15	H	+ NO		= HNO			2.075356e+03
  M17	H	+ O2		= HO2			1.205417e+03
  R189	H	+ NO2		= OH	+ NO		8.817561e+02
  R181	H	+ HO2		= O	+ H2O		5.395495e+02
  R567	HSO3	+ H		= H2	+ SO3		2.256903e+02
  R136	H	+ C2H4O		= C2H5O			3.014672e+01
  R554	SO3	+ H		= OH	+ SO2		7.527584e+00
  R192	H	+ O3		= OH	+ O2		5.962213e-01
  R163	H	+ CNO		= CO	+ NH		5.906098e-01
  M23	N	+ H		= NH			4.422797e-01
  R171	H	+ HCNO		= CO	+ NH2		2.651733e-01
  R186	H	+ NH3		= H2	+ NH2		1.479969e-01
  R167	H	+ H2O2		= OH	+ H2O		7.225352e-02
  R150	H	+ CH3NO2	= CH4O	+ NO		5.971395e-02
  R190	H	+ NO3		= OH	+ NO2		4.328555e-02
  R166	H	+ H2O		= H2	+ OH		3.611526e-02
  M11	H	+ CN		= HCN			1.884460e-02
  R168	H	+ H2O2		= H2	+ HO2		6.845236e-03
  R155	H	+ CH3O2		= CH3O	+ OH		1.032360e-03
  R135	H	+ C2H4		= C2H3	+ H2		1.533854e-05
  R175	H	+ HNO2		= OH	+ HNO		9.755213e-06
  R177	H	+ HNO2		= H2O	+ NO		8.633678e-06
  R149	H	+ CH3		= CH2	+ H2		5.297776e-08
  R161	H	+ CH4O2		= H2	+ CH3O2		4.198282e-08
  R165	H	+ CO2		= CO	+ OH		3.945802e-08
  R160	H	+ CH4O2		= CH3O	+ H2O		3.479398e-08
  R176	H	+ HNO2		= H2	+ NO2		1.462112e-08
  R164	H	+ CNO		= HCN	+ O		8.354491e-10
  R173	H	+ HNO		= OH	+ NH		3.056126e-11
  R169	H	+ HCNO		= H2	+ CNO		2.940077e-11
  R178	H	+ HNO3		= H2O	+ NO2		1.203683e-14
  R129	H	+ C2H2		= C2H	+ H2		1.307721e-15
  R183	H	+ N2O		= NO	+ NH		1.555599e-19
  R174	H	+ HNO		= NH2	+ O		2.065725e-20
  R179	H	+ HNO3		= H2	+ NO3		5.109171e-24
  R156	H	+ CH3O2		= CH4	+ O2		8.507151e-28
  R128	H	+ C2H		= H2	+ C2		1.691197e-30
  R188	H	+ NO		= OH	+ N		1.514624e-38
  R187	H	+ NO		= NH	+ O		3.992894e-54
  R103	CH4S	+ H		= CH3	+ H2S		0.000000e+00
  R104	CH4S	+ H		= H2	+ CH3S		0.000000e+00

************************************************************

CO				PRODUCTION RXS		INT RX RATE	TP = 2.03e+10

  R561	CHO	+ CHO		= CH2O	+ CO		6.630396e+09
  P36	CO2			= CO	+ O		3.704994e+09
  P21	CH2O			= CO	+ H2		2.927967e+09
  T46	CHO			= CO	+ H		2.460426e+09
  R543	SO	+ CHO		= HSO	+ CO		1.768474e+09
  R162	H	+ CHO		= CO	+ H2		8.252122e+08
  R267	HS	+ CHO		= H2S	+ CO		6.163534e+08
  P37	CO2			= CO	+ O(1D)		5.011515e+08
  R426	O	+ CHO		= CO	+ OH		4.107022e+08
  R569	S	+ CHO		= HS	+ CO		1.550630e+08
  R348	NO	+ CHO		= CO	+ HNO		8.106256e+07
  R391	O	+ C2H2		= CO	+ CH2		4.925502e+07
  R123	CO2	+ CH2		= CH2O	+ CO		4.104952e+07
  R416	O	+ CH3		= CO	+ H2	+ H	3.443682e+07
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	2.376711e+07
  R112	CHO	+ C2H5		= C2H6	+ CO		2.175316e+07
  R200	H2	+ C2HO		= CH3	+ CO		1.229499e+07
  R109	CHO	+ C2H3		= C2H4	+ CO		1.139469e+07
  R71	CH3	+ CHO		= CH4	+ CO		9.049060e+06
  R110	CHO	+ C2H3O		= C2H4O	+ CO		6.640486e+06
  R130	H	+ C2H2O		= CO	+ CH3		6.014089e+06
  R35	CH2	+ C2H2O		= C2H4	+ CO		4.157543e+06
  R483	OH	+ C2H2O		= CO	+ CH3O		3.395938e+06
  R572	S	+ CO2		= SO	+ CO		2.429291e+06
  R113	CHO	+ CH3O		= CH4O	+ CO		6.637681e+05
  P23	C2H4O			= CO	+ CH4		4.941147e+05
  R8	C	+ SO2		= CO	+ SO		3.907010e+05
  R60	CH3	+ C2H3O		= C2H6	+ CO		2.980267e+05
  R6	C	+ O2		= CO	+ O		1.758144e+05
  R118	CHO	+ O2		= CO	+ HO2		1.448810e+05
  T32	C2H3O			= CO	+ CH3		1.186675e+05
  R411	O	+ CH2		= CO	+ H	+ H	4.657792e+04
  R482	OH	+ C2H2		= CO	+ CH3		3.411866e+04
  R369	NO2	+ CHO		= NO	+ CO	+ OH	2.932261e+04
  R412	O	+ CH2		= CO	+ H2		2.833490e+04
  R504	OH	+ CHO		= CO	+ H2O		1.876893e+04
  R477	OH	+ C2H		= CO	+ CH2		1.334681e+04
  R408	O	+ CH		= CO	+ H		2.987628e+03
  R50	CH2	+ CHO		= CO	+ CH3		1.194666e+03
  R389	O	+ C2H		= CO	+ CH		1.121571e+03
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	6.836658e+02
  R296	N2O	+ C		= CO	+ N2		1.880073e+02
  R108	CHO	+ C2H		= C2H2	+ CO		2.773155e+01
  R546	SO2	+ C2H		= CO	+ OCS	+ H	6.760265e+00
  P31	OCS			= CO	+ S		3.422847e+00
  R125	CS	+ O		= CO	+ S		3.204350e+00
  R7	C	+ OCS		= CO	+ CS		3.188183e+00
  R331	NO	+ C		= CO	+ N		1.984002e+00
  R163	H	+ CNO		= CO	+ NH		5.906098e-01
  R171	H	+ HCNO		= CO	+ NH2		2.651733e-01
  R538	S	+ OCS		= CO	+ S2		1.301323e-01
  R336	NO	+ C2HO		= CO	+ HCNO		8.605029e-02
  R436	O	+ HCN		= CO	+ NH		7.994808e-02
  R340	NO	+ CH		= CO	+ NH		2.778530e-02
  T48	CHO2			= CO	+ OH		2.455849e-02
  R333	NO	+ C2H		= HCN	+ CO		2.447093e-02
  R430	O	+ CN		= CO	+ N		9.207392e-03
  R431	O	+ CNO		= CO	+ NO		2.958707e-03
  R117	CHO	+ CNO		= HCNO	+ CO		2.852582e-03
  R475	OCS	+ O		= CO	+ SO		2.309358e-03
  R116	CHO	+ CN		= HCN	+ CO		4.278995e-04
  R350	NO	+ CNO		= CO	+ N2O		9.065556e-05
  R352	NO	+ CNO		= CO	+ N2	+ O	5.503759e-05
  R330	NH3	+ CNO		= CO	+ N2H3		2.704545e-05
  R467	O(1D)	+ OCS		= CO	+ SO		1.290834e-06
  R361	NO2	+ C2HO		= CO	+ CHO	+ NO	7.442472e-07
  R165	H	+ CO2		= CO	+ OH		3.945802e-08
  R375	NO2	+ CNO		= CO	+ NO	+ NO	9.515918e-10
  P29	CH2O2			= H2O	+ CO		5.833227e-10
  R355	NO2	+ C		= CO	+ NO		5.882985e-11
  R421	O3	+ C2H2		= CO	+ CH2O2		9.764106e-12
  R515	OH	+ HCN		= CO	+ NH2		6.162267e-12
  R372	NO2	+ CN		= CO	+ N2O		1.867789e-12
  R568	NO2	+ CHO		= CO	+ HNO2		2.131116e-13
  T30	C2H2O			= CO	+ CH2		4.567073e-25
  T14	CH2O			= CO	+ H2		8.183091e-28
  T16	CH2O2			= CO	+ H2O		9.343746e-30
  T40	CNO			= CO	+ N		1.611630e-30
  R124	CO2	+ CN		= CNO	+ CO		1.326775e-31
  T60	OCS			= CO	+ S		9.928856e-34
  T35	C2H4O			= CH4	+ CO		4.020270e-45
  T29	C2HO			= CO	+ CH		4.749030e-49

CO				LOSS RXS		INT RX RATE	TL = 2.01e+10

  M12	H	+ CO		= CHO			1.686400e+10
  R511	OH	+ CO		= CO2	+ H		2.670601e+09
  M31	O	+ CO		= CO2			3.336343e+08
  M39	OH	+ CO		= CHO2			2.063757e+08
  P35	CO			= C	+ O		4.574820e+07
  M6	CO	+ CH3		= C2H3O			1.227576e+05
  M5	CO	+ CH		= C2HO			3.971536e+04
  R122	CO	+ CH3		= C2H2	+ OH		4.171434e-36
  R121	CO	+ C2H4		= C2H3	+ CHO		7.070106e-53
  R120	CO	+ C2H2		= C2H	+ CHO		2.271901e-78
  R88	CH3S	+ CO		= OCS	+ CH3		0.000000e+00

************************************************************

CHO				PRODUCTION RXS		INT RX RATE	TP = 2.01e+10

  M12	H	+ CO		= CHO			1.686400e+10
  P20	CH2O			= CHO	+ H		1.652116e+09
  R272	HS	+ CH2O		= H2S	+ CHO		1.430087e+09
  R148	H	+ CH2O		= H2	+ CHO		3.867283e+07
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	2.376711e+07
  R133	H	+ C2H3O		= CHO	+ CH3		2.046657e+07
  R398	O	+ C2H4		= CH3	+ CHO		1.587230e+07
  R493	OH	+ CH2O		= CHO	+ H2O		1.215684e+07
  R413	O	+ CH2O		= CHO	+ OH		7.563913e+06
  P22	C2H4O			= CHO	+ CH3		2.721431e+06
  R138	H	+ C2H4O		= CH4	+ CHO		2.378019e+05
  R547	SO2	+ CH		= CHO	+ SO		6.568327e+02
  R79	CH3O	+ CH2O		= CH4O	+ CHO		2.426859e+01
  R55	CH2O	+ CN		= HCN	+ CHO		1.979411e+01
  R66	CH3	+ CH2O		= CH4	+ CHO		8.298584e-01
  R56	CH2O	+ CNO		= HCNO	+ CHO		1.755425e-01
  R474	OCS	+ CH		= CHO	+ CS		1.616691e-02
  R53	CH2O	+ C2H5		= C2H6	+ CHO		5.383577e-03
  R51	CH2O	+ C2H3		= C2H4	+ CHO		3.066168e-03
  R338	NO	+ CH		= N	+ CHO		1.478178e-03
  R361	NO2	+ C2HO		= CO	+ CHO	+ NO	7.442472e-07
  R52	CH2O	+ C2H3O		= C2H4O	+ CHO		8.921900e-09
  P27	CH2O2			= CHO	+ OH		2.722173e-09
  R252	HO2	+ CH2O		= CHO	+ H2O2		1.507320e-09
  R362	NO2	+ CH		= CHO	+ NO		1.051727e-09
  R54	CH2O	+ CH3O2		= CHO	+ CH4O2		4.387827e-23
  T33	C2H4O			= CHO	+ CH3		3.577518e-40
  R121	CO	+ C2H4		= C2H3	+ CHO		7.070106e-53
  R120	CO	+ C2H2		= C2H	+ CHO		2.271901e-78

CHO				LOSS RXS		INT RX RATE	TL = 2.01e+10

  R561	CHO	+ CHO		= CH2O	+ CO		6.630396e+09 (x2)
  T46	CHO			= CO	+ H		2.460426e+09
  R543	SO	+ CHO		= HSO	+ CO		1.768474e+09
  R162	H	+ CHO		= CO	+ H2		8.252122e+08
  R267	HS	+ CHO		= H2S	+ CO		6.163534e+08
  R426	O	+ CHO		= CO	+ OH		4.107022e+08
  R427	O	+ CHO		= CO2	+ H		4.107022e+08
  R569	S	+ CHO		= HS	+ CO		1.550630e+08
  R348	NO	+ CHO		= CO	+ HNO		8.106256e+07
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	2.376711e+07
  R112	CHO	+ C2H5		= C2H6	+ CO		2.175316e+07
  R109	CHO	+ C2H3		= C2H4	+ CO		1.139469e+07
  R71	CH3	+ CHO		= CH4	+ CO		9.049060e+06
  R110	CHO	+ C2H3O		= C2H4O	+ CO		6.640486e+06
  M10	H	+ CHO		= CH2O			2.423336e+06
  R70	CH3	+ CHO		= C2H4O			1.357359e+06
  R114	CHO	+ CH3O		= CH2O	+ CH2O		1.327536e+06
  R113	CHO	+ CH3O		= CH4O	+ CO		6.637681e+05
  R118	CHO	+ O2		= CO	+ HO2		1.448810e+05
  R237	HNO	+ CHO		= CH2O	+ NO		1.017534e+05
  R206	H2	+ CHO		= CH2O	+ H		8.965379e+04
  R369	NO2	+ CHO		= NO	+ CO	+ OH	2.932261e+04
  R368	NO2	+ CHO		= NO	+ CHO2		1.986607e+04
  R504	OH	+ CHO		= CO	+ H2O		1.876893e+04
  R50	CH2	+ CHO		= CO	+ CH3		1.194666e+03
  R370	NO2	+ CHO		= NO	+ CO2	+ H	5.343971e+02
  R108	CHO	+ C2H		= C2H2	+ CO		2.773155e+01
  R117	CHO	+ CNO		= HCNO	+ CO		2.852582e-03
  R98	CH4	+ CHO		= CH2O	+ CH3		1.307791e-03
  R116	CHO	+ CN		= HCN	+ CO		4.278995e-04
  R115	CHO	+ CH4O		= CH2O	+ CH3O		1.025399e-05
  R227	H2O2	+ CHO		= CH2O	+ HO2		2.041037e-08
  R568	NO2	+ CHO		= CO	+ HNO2		2.131116e-13

************************************************************

H2				PRODUCTION RXS		INT RX RATE	TP = 9.96e+09

  P21	CH2O			= CO	+ H2		2.927967e+09
  R146	H	+ CH2		= CH	+ H2		2.734594e+09
  R145	H	+ CH		= C	+ H2		1.436829e+09
  P33	CH4			= CH21	+ H2		9.760310e+08
  R162	H	+ CHO		= CO	+ H2		8.252122e+08
  M13	H	+ H		= H2			2.811643e+08
  R596	CH21	+ H2		= CH2	+ H2		1.221925e+08
  P34	CH4			= CH	+ H2	+ H	1.104941e+08
  P58	C2H4			= C2H2	+ H2		1.057328e+08
  P67	N2H2			= N2	+ H2		1.025371e+08
  P64	C2H6			= C2H2	+ H2	+ H2	5.181160e+07 (x2)
  R148	H	+ CH2O		= H2	+ CHO		3.867283e+07
  R416	O	+ CH3		= CO	+ H2	+ H	3.443682e+07
  P62	C2H6			= C2H4	+ H2		2.686527e+07
  R132	H	+ C2H3		= C2H2	+ H2		2.367990e+07
  R481	OH	+ C2H2		= C2HO	+ H2		2.243041e+07
  R560	HS	+ H		= H2	+ S		2.075100e+07
  R230	H2S	+ H		= H2	+ HS		1.782108e+07
  R576	HSO	+ H		= H2	+ SO		1.254418e+07
  R134	H	+ C2H3O		= C2H2O	+ H2		1.116358e+07
  R142	H	+ C2H5O		= C2H4O	+ H2		9.688364e+06
  R141	H	+ C2H5		= C2H4	+ H2		6.717953e+06
  P69	CH5N			= HCN	+ H2	+ H2	3.528055e+06 (x2)
  R324	NH2	+ O		= H2	+ NO		1.468574e+06
  R154	H	+ CH3O		= CH2O	+ H2		1.284611e+06
  R399	O	+ C2H4		= C2H2O	+ H2		1.026288e+06
  R172	H	+ HNO		= H2	+ NO		4.420619e+05
  R159	H	+ CH4O		= CH3O	+ H2		2.239705e+05
  R137	H	+ C2H4O		= C2H3O	+ H2		1.462041e+05
  R639	N2H4	+ H		= N2H3	+ H2		9.629101e+04
  R157	H	+ CH4		= CH3	+ H2		3.189578e+04
  R412	O	+ CH2		= CO	+ H2		2.833490e+04
  R143	H	+ C2H6		= C2H5	+ H2		3.767036e+03
  R182	H	+ HO2		= H2	+ O2		2.326807e+03
  R451	O(1D)	+ CH4		= CH2O	+ H2		2.083087e+03
  R567	HSO3	+ H		= H2	+ SO3		2.256903e+02
  R282	N	+ CH3		= H2	+ HCN		3.847438e+01
  R186	H	+ NH3		= H2	+ NH2		1.479969e-01
  R166	H	+ H2O		= H2	+ OH		3.611526e-02
  R168	H	+ H2O2		= H2	+ HO2		6.845236e-03
  R327	NH3	+ CH		= HCN	+ H2	+ H	2.408775e-03
  P43	NH3			= NH	+ H2		7.645300e-04
  R135	H	+ C2H4		= C2H3	+ H2		1.533854e-05
  R149	H	+ CH3		= CH2	+ H2		5.297776e-08
  R161	H	+ CH4O2		= H2	+ CH3O2		4.198282e-08
  R95	CH4	+ CH3		= H2	+ C2H5		2.373482e-08
  R176	H	+ HNO2		= H2	+ NO2		1.462112e-08
  R169	H	+ HCNO		= H2	+ CNO		2.940077e-11
  R129	H	+ C2H2		= C2H	+ H2		1.307721e-15
  R179	H	+ HNO3		= H2	+ NO3		5.109171e-24
  T58	H2S			= H2	+ S		1.749131e-25
  T14	CH2O			= CO	+ H2		8.183091e-28
  R128	H	+ C2H		= H2	+ C2		1.691197e-30
  T26	C2H4			= C2H2	+ H2		1.516723e-32
  T15	CH2O2			= CO2	+ H2		4.405890e-42
  T21	CH4O			= CH2O	+ H2		3.738476e-43
  T34	C2H4O			= C2H2O	+ H2		1.024251e-44
  R104	CH4S	+ H		= H2	+ CH3S		0.000000e+00

H2				LOSS RXS		INT RX RATE	TL = 1.16e+10

  R195	H2	+ C2H		= C2H2	+ H		3.210863e+09
  R212	H2	+ NH2		= NH3	+ H		2.057743e+09
  R512	OH	+ H2		= H2O	+ H		1.513370e+09
  M2	C	+ H2		= CH2			1.482010e+09
  R202	H2	+ CH		= CH2	+ H		1.118673e+09
  R597	CH21	+ H2		= CH3	+ H		8.960784e+08
  R433	O	+ H2		= H	+ OH		5.307526e+08
  R455	O(1D)	+ H2		= H	+ OH		4.822169e+08
  M73	CH	+ H2		= CH3			1.492197e+08
  R596	CH21	+ H2		= CH2	+ H2		1.221925e+08
  R200	H2	+ C2HO		= CH3	+ CO		1.229499e+07
  R199	H2	+ C2HO		= C2H3O			1.024583e+07
  M24	N	+ H2		= NH2			2.150133e+05
  R206	H2	+ CHO		= CH2O	+ H		8.965379e+04
  R203	H2	+ CH3		= CH4	+ H		3.477238e+04
  R198	H2	+ C2H5		= C2H6	+ H		2.262202e+03
  R197	H2	+ C2H3		= C2H4	+ H		9.967151e+02
  R207	H2	+ CN		= HCN	+ H		3.833983e+02
  R204	H2	+ CH3O		= CH4O	+ H		1.918119e+00
  R209	H2	+ HO2		= H2O2	+ H		9.538519e-14
  R3	C	+ H2		= CH	+ H		2.029807e-14
  R193	H2	+ C		= CH	+ H		2.029807e-14
  R213	H2	+ NO2		= H	+ HNO2		3.015782e-15
  R196	H2	+ C2H2		= C2H4			1.257183e-25
  R205	H2	+ CH3O2		= CH4O2	+ H		4.438396e-28
  R10	H2	+ C2H4		= C2H5	+ H		1.592156e-33
  R41	H2	+ C2H2		= C2H3	+ H		2.952498e-45
  P38	H2			= H	+ H		0.000000e+00

************************************************************

CH2O				PRODUCTION RXS		INT RX RATE	TP = 6.77e+09

  R561	CHO	+ CHO		= CH2O	+ CO		6.630396e+09
  R415	O	+ CH3		= CH2O	+ H		8.428594e+07
  R123	CO2	+ CH2		= CH2O	+ CO		4.104952e+07
  R400	O	+ C2H4		= CH2O	+ CH2		7.929730e+06
  M10	H	+ CHO		= CH2O			2.423336e+06
  R405	O	+ C2H5		= CH2O	+ CH3		1.599796e+06
  R114	CHO	+ CH3O		= CH2O	+ CH2O		1.327536e+06 (x2)
  R154	H	+ CH3O		= CH2O	+ H2		1.284611e+06
  R419	O	+ CH3O		= CH2O	+ OH		3.007526e+05
  R334	NO	+ C2H3		= CH2O	+ HCN		2.218119e+05
  R237	HNO	+ CHO		= CH2O	+ NO		1.017534e+05
  R206	H2	+ CHO		= CH2O	+ H		8.965379e+04
  R67	CH3	+ CH3O		= CH2O	+ CH4		1.898137e+04
  R548	SO2	+ CH2		= CH2O	+ SO		1.115097e+04
  R346	NO	+ CH3O		= CH2O	+ HNO		4.102419e+03
  R451	O(1D)	+ CH4		= CH2O	+ H2		2.083087e+03
  R77	CH3O	+ C2H5		= C2H6	+ CH2O		1.586467e+03
  R75	CH3O	+ C2H3		= C2H4	+ CH2O		1.255139e+03
  R492	OH	+ CH2		= CH2O	+ H		5.066885e+02
  R81	CH3O	+ O2		= CH2O	+ HO2		1.686461e+02
  T17	CH3O2			= CH2O	+ OH		1.398101e+02
  R499	OH	+ CH3O		= CH2O	+ H2O		1.037075e+02
  R73	CH3O	+ C2H		= CH2O	+ C2H2		3.511288e+00
  R365	NO2	+ CH3		= CH2O	+ HNO		3.293947e+00
  R392	O	+ C2H2N		= CH2O	+ CN		1.236081e+00
  R46	CH2	+ CH3O		= CH2O	+ CH3		2.192378e-01
  R363	NO2	+ CH2		= CH2O	+ NO		1.522773e-02
  T36	C2H5O			= CH2O	+ CH3		9.933016e-03
  T47	CH3O			= CH2O	+ H		7.615609e-03
  R98	CH4	+ CHO		= CH2O	+ CH3		1.307791e-03
  R417	O	+ CH3NO2	= OH	+ CH2O	+ NO	9.905165e-04
  R366	NO2	+ CH3O		= CH2O	+ HNO2		3.841054e-04
  R418	O	+ CH3NO3	= OH	+ CH2O	+ NO2	1.379479e-05
