  T49	CHO2			= CO2	+ H		1.374986e-01
  R506	OH	+ CN		= H	+ CNO		3.268652e-02
  T47	CH3O			= CH2O	+ H		7.718251e-03
  R435	O	+ HCN		= H	+ CNO		6.251833e-03
  R295	N	+ OH		= NO	+ H		5.987637e-03
  R304	NH	+ O		= NO	+ H		1.707258e-03
  R327	NH3	+ CH		= HCN	+ H2	+ H	5.846746e-04
  R301	NH	+ NO		= N2O	+ H		3.514094e-04
  R339	NO	+ CH		= H	+ CNO		1.667804e-04
  R281	N	+ CH		= CN	+ H		1.633142e-05
  T27	C2H5			= C2H4	+ H		6.115284e-08
  R308	NH	+ OH		= H	+ HNO		5.064551e-09
  T18	CH3O2			= CH2O2	+ H		1.274810e-09
  P28	CH2O2			= CHO2	+ H		2.059742e-10
  R495	OH	+ CH3		= CH3O	+ H		3.662286e-11
  R479	OH	+ C2H2		= C2H2O	+ H		3.202201e-12
  R289	N	+ NH		= N2	+ H		2.519675e-12
  R209	H2	+ HO2		= H2O2	+ H		4.888609e-14
  R3	C	+ H2		= CH	+ H		1.567777e-14
  R193	H2	+ C		= CH	+ H		1.567777e-14
  R213	H2	+ NO2		= H	+ HNO2		3.410891e-15
  T8	HNO			= H	+ NO		6.015497e-16
  T42	HSO			= SO	+ H		2.074612e-21
  T25	C2H3			= C2H2	+ H		6.049335e-23
  T59	H2S			= HS	+ H		4.495880e-24
  R205	H2	+ CH3O2		= CH4O2	+ H		2.199818e-27
  T19	CH4O			= CH3O	+ H		2.693935e-29
  T2	HO2			= O2	+ H		1.491815e-29
  R10	H2	+ C2H4		= C2H5	+ H		2.606169e-36
  T28	C2H6			= C2H5	+ H		1.779869e-43
  R41	H2	+ C2H2		= C2H3	+ H		1.317255e-48
  T57	HCN			= H	+ CN		1.005072e-68
  P38	H2			= H	+ H		0.000000e+00 (x2)

H				LOSS RXS		INT RX RATE	TL = 2.36e+10

  M12	H	+ CO		= CHO			1.508060e+10
  R146	H	+ CH2		= CH	+ H2		2.272424e+09
  R127	H	+ C2H		= C2H2			1.717277e+09
  M57	H	+ CH3		= CH4			1.304167e+09
  R145	H	+ CH		= C	+ H2		1.095884e+09
  R162	H	+ CHO		= CO	+ H2		7.623400e+08
  M13	H	+ H		= H2			2.559150e+08 (x2)
  R131	H	+ C2H3		= C2H4			1.922097e+08
  R575	HSO	+ H		= HS	+ OH		1.421277e+08
  M7	H	+ C2H2		= C2H3			1.244982e+08
  M9	H	+ C2H4		= C2H5			1.120670e+08
  R140	H	+ C2H5		= CH3	+ CH3		1.064667e+08
  R148	H	+ CH2O		= H2	+ CHO		3.836713e+07
  R152	H	+ CH3O		= CH4O			3.692672e+07
  R133	H	+ C2H3O		= CHO	+ CH3		2.203080e+07
  R132	H	+ C2H3		= C2H2	+ H2		2.155129e+07
  R153	H	+ CH3O		= CH3	+ OH		2.095881e+07
  R560	HS	+ H		= H2	+ S		2.058060e+07
  R230	H2S	+ H		= H2	+ HS		1.658816e+07
  R576	HSO	+ H		= H2	+ SO		1.263357e+07
  R134	H	+ C2H3O		= C2H2O	+ H2		1.201680e+07
  R130	H	+ C2H2O		= CO	+ CH3		7.121950e+06
  R141	H	+ C2H5		= C2H4	+ H2		5.323337e+06
  R147	H	+ CH2O		= CH3O			4.337323e+06
  R142	H	+ C2H5O		= C2H4O	+ H2		2.309654e+06
  M10	H	+ CHO		= CH2O			2.139018e+06
  R154	H	+ CH3O		= CH2O	+ H2		1.309926e+06
  M51	H	+ SO		= HSO			9.633808e+05
  R172	H	+ HNO		= H2	+ NO		5.966474e+05
  R138	H	+ C2H4O		= CH4	+ CHO		2.467609e+05
  R159	H	+ CH4O		= CH3O	+ H2		2.024339e+05
  R137	H	+ C2H4O		= C2H3O	+ H2		1.517122e+05
  M16	H	+ O		= OH			1.439195e+05
  R641	N2H3	+ H		= NH2	+ NH2		8.686595e+04
  M18	H	+ OH		= H2O			4.035783e+04
  R180	H	+ HO2		= OH	+ OH		2.608215e+04
  R639	N2H4	+ H		= N2H3	+ H2		2.465309e+04
  R157	H	+ CH4		= CH3	+ H2		2.395905e+04
  M14	H	+ NH2		= NH3			2.257739e+04
  M58	H	+ C2H5		= C2H6			8.042275e+03
  R143	H	+ C2H6		= C2H5	+ H2		6.947670e+03
  M48	SO2	+ H		= HSO2			6.475758e+03
  M15	H	+ NO		= HNO			3.089235e+03
  R182	H	+ HO2		= H2	+ O2		2.499539e+03
  R189	H	+ NO2		= OH	+ NO		1.600532e+03
  M17	H	+ O2		= HO2			1.527115e+03
  M56	H	+ CH2		= CH3			1.391548e+03
  R181	H	+ HO2		= O	+ H2O		5.796034e+02
  R567	HSO3	+ H		= H2	+ SO3		2.811652e+02
  R136	H	+ C2H4O		= C2H5O			3.128248e+01
  R554	SO3	+ H		= OH	+ SO2		8.477024e+00
  R192	H	+ O3		= OH	+ O2		7.551965e-01
  R150	H	+ CH3NO2	= CH4O	+ NO		1.336588e-01
  R167	H	+ H2O2		= OH	+ H2O		8.634508e-02
  R190	H	+ NO3		= OH	+ NO2		7.140995e-02
  R186	H	+ NH3		= H2	+ NH2		5.813062e-02
  R166	H	+ H2O		= H2	+ OH		4.102697e-02
  M23	N	+ H		= NH			3.659660e-02
  R163	H	+ CNO		= CO	+ NH		3.296564e-02
  R168	H	+ H2O2		= H2	+ HO2		8.180253e-03
  R171	H	+ HCNO		= CO	+ NH2		7.982200e-03
  R155	H	+ CH3O2		= CH3O	+ OH		9.178916e-04
  M11	H	+ CN		= HCN			8.658531e-04
  R135	H	+ C2H4		= C2H3	+ H2		9.946158e-06
  R175	H	+ HNO2		= OH	+ HNO		5.055117e-07
  R177	H	+ HNO2		= H2O	+ NO		4.473535e-07
  R161	H	+ CH4O2		= H2	+ CH3O2		7.229504e-08
  R160	H	+ CH4O2		= CH3O	+ H2O		5.991576e-08
  R165	H	+ CO2		= CO	+ OH		4.462192e-08
  R149	H	+ CH3		= CH2	+ H2		3.907635e-08
  R176	H	+ HNO2		= H2	+ NO2		7.579550e-10
  R173	H	+ HNO		= OH	+ NH		5.881529e-11
  R164	H	+ CNO		= HCN	+ O		4.663167e-11
  R169	H	+ HCNO		= H2	+ CNO		9.884923e-13
  R178	H	+ HNO3		= H2O	+ NO2		9.244560e-15
  R129	H	+ C2H2		= C2H	+ H2		8.118300e-16
  R174	H	+ HNO		= NH2	+ O		4.006603e-20
  R183	H	+ N2O		= NO	+ NH		9.612036e-22
  R179	H	+ HNO3		= H2	+ NO3		4.507429e-24
  R156	H	+ CH3O2		= CH4	+ O2		7.563872e-28
  R128	H	+ C2H		= H2	+ C2		1.032642e-30
  R188	H	+ NO		= OH	+ N		2.650752e-38
  R187	H	+ NO		= NH	+ O		6.992871e-54
  R103	CH4S	+ H		= CH3	+ H2S		0.000000e+00
  R104	CH4S	+ H		= H2	+ CH3S		0.000000e+00

************************************************************

CO				PRODUCTION RXS		INT RX RATE	TP = 1.87e+10

  R561	CHO	+ CHO		= CH2O	+ CO		5.394288e+09
  P36	CO2			= CO	+ O		3.815663e+09
  T46	CHO			= CO	+ H		2.573107e+09
  P21	CH2O			= CO	+ H2		2.168206e+09
  R543	SO	+ CHO		= HSO	+ CO		1.960397e+09
  R162	H	+ CHO		= CO	+ H2		7.623400e+08
  R267	HS	+ CHO		= H2S	+ CO		7.056872e+08
  P37	CO2			= CO	+ O(1D)		5.373511e+08
  R426	O	+ CHO		= CO	+ OH		3.923904e+08
  R569	S	+ CHO		= HS	+ CO		1.883538e+08
  R348	NO	+ CHO		= CO	+ HNO		8.656253e+07
  R416	O	+ CH3		= CO	+ H2	+ H	4.405260e+07
  R200	H2	+ C2HO		= CH3	+ CO		9.141669e+06
  R71	CH3	+ CHO		= CH4	+ CO		7.303948e+06
  R130	H	+ C2H2O		= CO	+ CH3		7.121950e+06
  R123	CO2	+ CH2		= CH2O	+ CO		6.380749e+06
  R391	O	+ C2H2		= CO	+ CH2		4.732950e+06
  R483	OH	+ C2H2O		= CO	+ CH3O		3.551917e+06
  R572	S	+ CO2		= SO	+ CO		2.914229e+06
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	2.614449e+06
  R35	CH2	+ C2H2O		= C2H4	+ CO		1.994803e+06
  R60	CH3	+ C2H3O		= C2H6	+ CO		1.010080e+06
  R109	CHO	+ C2H3		= C2H4	+ CO		9.102366e+05
  R113	CHO	+ CH3O		= CH4O	+ CO		6.961310e+05
  R110	CHO	+ C2H3O		= C2H4O	+ CO		6.351910e+05
  R8	C	+ SO2		= CO	+ SO		4.611891e+05
  T32	C2H3O			= CO	+ CH3		3.736148e+05
  R112	CHO	+ C2H5		= C2H6	+ CO		3.168198e+05
  R6	C	+ O2		= CO	+ O		2.900199e+05
  P23	C2H4O			= CO	+ CH4		2.779495e+05
  R118	CHO	+ O2		= CO	+ HO2		1.582603e+05
  R369	NO2	+ CHO		= NO	+ CO	+ OH	3.050931e+04
  R482	OH	+ C2H2		= CO	+ CH3		2.542921e+04
  R504	OH	+ CHO		= CO	+ H2O		1.985791e+04
  R477	OH	+ C2H		= CO	+ CH2		1.071394e+04
  R411	O	+ CH2		= CO	+ H	+ H	5.113487e+03
  R408	O	+ CH		= CO	+ H		4.351459e+03
  R412	O	+ CH2		= CO	+ H2		3.110704e+03
  R389	O	+ C2H		= CO	+ CH		1.222911e+03
  R50	CH2	+ CHO		= CO	+ CH3		1.275172e+02
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	2.517433e+01
  R108	CHO	+ C2H		= C2H2	+ CO		2.318744e+01
  R546	SO2	+ C2H		= CO	+ OCS	+ H	4.411586e+00
  R125	CS	+ O		= CO	+ S		3.813581e+00
  R7	C	+ OCS		= CO	+ CS		3.792687e+00
  R296	N2O	+ C		= CO	+ N2		1.152404e+00
  P31	OCS			= CO	+ S		5.632923e-01
  R331	NO	+ C		= CO	+ N		4.525996e-02
  R538	S	+ OCS		= CO	+ S2		3.449471e-02
  R163	H	+ CNO		= CO	+ NH		3.296564e-02
  T48	CHO2			= CO	+ OH		3.160254e-02
  R171	H	+ HCNO		= CO	+ NH2		7.982200e-03
  R436	O	+ HCN		= CO	+ NH		2.679357e-03
  R336	NO	+ C2HO		= CO	+ HCNO		1.926517e-03
  R340	NO	+ CH		= CO	+ NH		1.042377e-03
  R430	O	+ CN		= CO	+ N		6.847653e-04
  R333	NO	+ C2H		= HCN	+ CO		4.371260e-04
  R475	OCS	+ O		= CO	+ SO		1.970972e-04
  R431	O	+ CNO		= CO	+ NO		1.030780e-04
  R117	CHO	+ CNO		= HCNO	+ CO		1.023798e-04
  R116	CHO	+ CN		= HCN	+ CO		2.804115e-05
  R350	NO	+ CNO		= CO	+ N2O		4.830717e-06
  R352	NO	+ CNO		= CO	+ N2	+ O	2.932664e-06
  R467	O(1D)	+ OCS		= CO	+ SO		1.343745e-06
  R330	NH3	+ CNO		= CO	+ N2H3		8.593896e-07
  R165	H	+ CO2		= CO	+ OH		4.462192e-08
  R361	NO2	+ C2HO		= CO	+ CHO	+ NO	3.404989e-09
  P29	CH2O2			= H2O	+ CO		2.059742e-10
  R355	NO2	+ C		= CO	+ NO		9.704167e-11
  R375	NO2	+ CNO		= CO	+ NO	+ NO	4.451390e-11
  R372	NO2	+ CN		= CO	+ N2O		7.194769e-13
  R515	OH	+ HCN		= CO	+ NH2		6.993699e-13
  R568	NO2	+ CHO		= CO	+ HNO2		2.211313e-13
  R421	O3	+ C2H2		= CO	+ CH2O2		2.926274e-14
  T30	C2H2O			= CO	+ CH2		5.699323e-25
  T14	CH2O			= CO	+ H2		7.803186e-28
  T16	CH2O2			= CO	+ H2O		1.826794e-29
  T40	CNO			= CO	+ N		1.213377e-31
  R124	CO2	+ CN		= CNO	+ CO		1.517373e-32
  T60	OCS			= CO	+ S		2.966901e-35
  T35	C2H4O			= CH4	+ CO		6.081688e-45
  T29	C2HO			= CO	+ CH		4.662968e-53

CO				LOSS RXS		INT RX RATE	TL = 1.85e+10

  M12	H	+ CO		= CHO			1.508060e+10
  R511	OH	+ CO		= CO2	+ H		2.817662e+09
  M31	O	+ CO		= CO2			3.289181e+08
  M39	OH	+ CO		= CHO2			2.277798e+08
  P35	CO			= C	+ O		4.347557e+07
  M6	CO	+ CH3		= C2H3O			4.228211e+05
  M5	CO	+ CH		= C2HO			3.517033e+04
  R122	CO	+ CH3		= C2H2	+ OH		3.588994e-36
  R121	CO	+ C2H4		= C2H3	+ CHO		1.102958e-55
  R120	CO	+ C2H2		= C2H	+ CHO		9.945276e-82
  R88	CH3S	+ CO		= OCS	+ CH3		0.000000e+00

************************************************************

CHO				PRODUCTION RXS		INT RX RATE	TP = 1.79e+10

  M12	H	+ CO		= CHO			1.508060e+10
  R272	HS	+ CH2O		= H2S	+ CHO		1.463286e+09
  P20	CH2O			= CHO	+ H		1.220651e+09
  R148	H	+ CH2O		= H2	+ CHO		3.836713e+07
  R133	H	+ C2H3O		= CHO	+ CH3		2.203080e+07
  R398	O	+ C2H4		= CH3	+ CHO		1.871588e+07
  R493	OH	+ CH2O		= CHO	+ H2O		1.337307e+07
  R413	O	+ CH2O		= CHO	+ OH		6.018783e+06
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	2.614449e+06
  P22	C2H4O			= CHO	+ CH3		1.527746e+06
  R138	H	+ C2H4O		= CH4	+ CHO		2.467609e+05
  R547	SO2	+ CH		= CHO	+ SO		9.394112e+02
  R79	CH3O	+ CH2O		= CH4O	+ CHO		2.253704e+01
  R55	CH2O	+ CN		= HCN	+ CHO		1.041274e+00
  R66	CH3	+ CH2O		= CH4	+ CHO		9.314141e-01
  R474	OCS	+ CH		= CHO	+ CS		2.089429e-02
  R56	CH2O	+ CNO		= HCNO	+ CHO		5.921976e-03
  R53	CH2O	+ C2H5		= C2H6	+ CHO		1.161601e-03
  R51	CH2O	+ C2H3		= C2H4	+ CHO		5.700099e-04
  R338	NO	+ CH		= N	+ CHO		5.545447e-05
  R52	CH2O	+ C2H3O		= C2H4O	+ CHO		1.004034e-07
  R361	NO2	+ C2HO		= CO	+ CHO	+ NO	3.404989e-09
  R252	HO2	+ CH2O		= CHO	+ H2O2		1.034995e-09
  P27	CH2O2			= CHO	+ OH		9.612130e-10
  R362	NO2	+ CH		= CHO	+ NO		2.928902e-11
  R54	CH2O	+ CH3O2		= CHO	+ CH4O2		1.531144e-23
  T33	C2H4O			= CHO	+ CH3		5.416022e-40
  R121	CO	+ C2H4		= C2H3	+ CHO		1.102958e-55
  R120	CO	+ C2H2		= C2H	+ CHO		9.945276e-82

CHO				LOSS RXS		INT RX RATE	TL = 1.79e+10

  R561	CHO	+ CHO		= CH2O	+ CO		5.394288e+09 (x2)
  T46	CHO			= CO	+ H		2.573107e+09
  R543	SO	+ CHO		= HSO	+ CO		1.960397e+09
  R162	H	+ CHO		= CO	+ H2		7.623400e+08
  R267	HS	+ CHO		= H2S	+ CO		7.056872e+08
  R426	O	+ CHO		= CO	+ OH		3.923904e+08
  R427	O	+ CHO		= CO2	+ H		3.923904e+08
  R569	S	+ CHO		= HS	+ CO		1.883538e+08
  R348	NO	+ CHO		= CO	+ HNO		8.656253e+07
  R71	CH3	+ CHO		= CH4	+ CO		7.303948e+06
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	2.614449e+06
  M10	H	+ CHO		= CH2O			2.139018e+06
  R114	CHO	+ CH3O		= CH2O	+ CH2O		1.392262e+06
  R70	CH3	+ CHO		= C2H4O			1.095592e+06
  R109	CHO	+ C2H3		= C2H4	+ CO		9.102366e+05
  R113	CHO	+ CH3O		= CH4O	+ CO		6.961310e+05
  R110	CHO	+ C2H3O		= C2H4O	+ CO		6.351910e+05
  R112	CHO	+ C2H5		= C2H6	+ CO		3.168198e+05
  R118	CHO	+ O2		= CO	+ HO2		1.582603e+05
  R237	HNO	+ CHO		= CH2O	+ NO		1.030929e+05
  R206	H2	+ CHO		= CH2O	+ H		9.440743e+04
  R369	NO2	+ CHO		= NO	+ CO	+ OH	3.050931e+04
  R368	NO2	+ CHO		= NO	+ CHO2		2.067006e+04
  R504	OH	+ CHO		= CO	+ H2O		1.985791e+04
  R370	NO2	+ CHO		= NO	+ CO2	+ H	5.552206e+02
  R50	CH2	+ CHO		= CO	+ CH3		1.275172e+02
  R108	CHO	+ C2H		= C2H2	+ CO		2.318744e+01
  R98	CH4	+ CHO		= CH2O	+ CH3		9.466938e-04
  R117	CHO	+ CNO		= HCNO	+ CO		1.023798e-04
  R116	CHO	+ CN		= HCN	+ CO		2.804115e-05
  R115	CHO	+ CH4O		= CH2O	+ CH3O		1.098146e-05
  R227	H2O2	+ CHO		= CH2O	+ HO2		7.203544e-09
  R568	NO2	+ CHO		= CO	+ HNO2		2.211313e-13

************************************************************

H2				PRODUCTION RXS		INT RX RATE	TP = 7.94e+09

  R146	H	+ CH2		= CH	+ H2		2.272424e+09
  P21	CH2O			= CO	+ H2		2.168206e+09
  R145	H	+ CH		= C	+ H2		1.095884e+09
  P33	CH4			= CH21	+ H2		7.941497e+08
  R162	H	+ CHO		= CO	+ H2		7.623400e+08
  M13	H	+ H		= H2			2.559150e+08
  R596	CH21	+ H2		= CH2	+ H2		9.924792e+07
  P34	CH4			= CH	+ H2	+ H	8.990373e+07
  P58	C2H4			= C2H2	+ H2		7.583674e+07
  R416	O	+ CH3		= CO	+ H2	+ H	4.405260e+07
  P64	C2H6			= C2H2	+ H2	+ H2	4.040646e+07 (x2)
  R148	H	+ CH2O		= H2	+ CHO		3.836713e+07
  P67	N2H2			= N2	+ H2		3.211486e+07
  R132	H	+ C2H3		= C2H2	+ H2		2.155129e+07
  P62	C2H6			= C2H4	+ H2		2.095150e+07
  R560	HS	+ H		= H2	+ S		2.058060e+07
  R481	OH	+ C2H2		= C2HO	+ H2		1.671776e+07
  R230	H2S	+ H		= H2	+ HS		1.658816e+07
  R576	HSO	+ H		= H2	+ SO		1.263357e+07
  R134	H	+ C2H3O		= C2H2O	+ H2		1.201680e+07
  R141	H	+ C2H5		= C2H4	+ H2		5.323337e+06
  R142	H	+ C2H5O		= C2H4O	+ H2		2.309654e+06
  R154	H	+ CH3O		= CH2O	+ H2		1.309926e+06
  R399	O	+ C2H4		= C2H2O	+ H2		1.210158e+06
  R324	NH2	+ O		= H2	+ NO		9.182598e+05
  R172	H	+ HNO		= H2	+ NO		5.966474e+05
  P69	CH5N			= HCN	+ H2	+ H2	5.115134e+05 (x2)
  R159	H	+ CH4O		= CH3O	+ H2		2.024339e+05
  R137	H	+ C2H4O		= C2H3O	+ H2		1.517122e+05
  R639	N2H4	+ H		= N2H3	+ H2		2.465309e+04
  R157	H	+ CH4		= CH3	+ H2		2.395905e+04
  R143	H	+ C2H6		= C2H5	+ H2		6.947670e+03
  R412	O	+ CH2		= CO	+ H2		3.110704e+03
  R182	H	+ HO2		= H2	+ O2		2.499539e+03
  R451	O(1D)	+ CH4		= CH2O	+ H2		1.531790e+03
  R567	HSO3	+ H		= H2	+ SO3		2.811652e+02
  R282	N	+ CH3		= H2	+ HCN		5.845634e+00
  R186	H	+ NH3		= H2	+ NH2		5.813062e-02
  R166	H	+ H2O		= H2	+ OH		4.102697e-02
  R168	H	+ H2O2		= H2	+ HO2		8.180253e-03
  R327	NH3	+ CH		= HCN	+ H2	+ H	5.846746e-04
  P43	NH3			= NH	+ H2		2.563415e-04
  R135	H	+ C2H4		= C2H3	+ H2		9.946158e-06
  R161	H	+ CH4O2		= H2	+ CH3O2		7.229504e-08
  R149	H	+ CH3		= CH2	+ H2		3.907635e-08
  R95	CH4	+ CH3		= H2	+ C2H5		1.759067e-08
  R176	H	+ HNO2		= H2	+ NO2		7.579550e-10
  R169	H	+ HCNO		= H2	+ CNO		9.884923e-13
  R129	H	+ C2H2		= C2H	+ H2		8.118300e-16
  R179	H	+ HNO3		= H2	+ NO3		4.507429e-24
  T58	H2S			= H2	+ S		1.757543e-25
  T14	CH2O			= CO	+ H2		7.803186e-28
  R128	H	+ C2H		= H2	+ C2		1.032642e-30
  T26	C2H4			= C2H2	+ H2		2.482694e-35
  T15	CH2O2			= CO2	+ H2		8.560068e-41
  T21	CH4O			= CH2O	+ H2		3.882722e-43
  T34	C2H4O			= C2H2O	+ H2		1.549634e-44
  R104	CH4S	+ H		= H2	+ CH3S		0.000000e+00

H2				LOSS RXS		INT RX RATE	TL = 9.61e+09

  R195	H2	+ C2H		= C2H2	+ H		2.386026e+09
  R512	OH	+ H2		= H2O	+ H		1.801274e+09
  R212	H2	+ NH2		= NH3	+ H		1.201355e+09
  M2	C	+ H2		= CH2			1.138608e+09
  R202	H2	+ CH		= CH2	+ H		1.029002e+09
  R597	CH21	+ H2		= CH3	+ H		7.278182e+08
  R433	O	+ H2		= H	+ OH		5.580345e+08
  R455	O(1D)	+ H2		= H	+ OH		5.167800e+08
  M73	CH	+ H2		= CH3			1.390646e+08
  R596	CH21	+ H2		= CH2	+ H2		9.924792e+07
  R200	H2	+ C2HO		= CH3	+ CO		9.141669e+06
  R199	H2	+ C2HO		= C2H3O			7.618058e+06
  R203	H2	+ CH3		= CH4	+ H		9.580853e+04
  R206	H2	+ CHO		= CH2O	+ H		9.440743e+04
  M24	N	+ H2		= NH2			9.345246e+04
  R198	H2	+ C2H5		= C2H6	+ H		5.043501e+03
  R197	H2	+ C2H3		= C2H4	+ H		1.163585e+02
  R207	H2	+ CN		= HCN	+ H		2.090809e+01
  R204	H2	+ CH3O		= CH4O	+ H		1.869823e+00
  R209	H2	+ HO2		= H2O2	+ H		4.888609e-14
  R3	C	+ H2		= CH	+ H		1.567777e-14
  R193	H2	+ C		= CH	+ H		1.567777e-14
  R213	H2	+ NO2		= H	+ HNO2		3.410891e-15
  R205	H2	+ CH3O2		= CH4O2	+ H		2.199818e-27
  R196	H2	+ C2H2		= C2H4			3.584315e-29
  R10	H2	+ C2H4		= C2H5	+ H		2.606169e-36
  R41	H2	+ C2H2		= C2H3	+ H		1.317255e-48
  P38	H2			= H	+ H		0.000000e+00

************************************************************

CH2O				PRODUCTION RXS		INT RX RATE	TP = 5.52e+09

  R561	CHO	+ CHO		= CH2O	+ CO		5.394288e+09
  R415	O	+ CH3		= CH2O	+ H		1.078210e+08
  R400	O	+ C2H4		= CH2O	+ CH2		9.350110e+06
  R123	CO2	+ CH2		= CH2O	+ CO		6.380749e+06
  M10	H	+ CHO		= CH2O			2.139018e+06
  R114	CHO	+ CH3O		= CH2O	+ CH2O		1.392262e+06 (x2)
  R154	H	+ CH3O		= CH2O	+ H2		1.309926e+06
  R419	O	+ CH3O		= CH2O	+ OH		3.195922e+05
  R405	O	+ C2H5		= CH2O	+ CH3		2.772947e+05
  R237	HNO	+ CHO		= CH2O	+ NO		1.030929e+05
  R206	H2	+ CHO		= CH2O	+ H		9.440743e+04
  R67	CH3	+ CH3O		= CH2O	+ CH4		2.396659e+04
  R334	NO	+ C2H3		= CH2O	+ HCN		1.245181e+04
  R346	NO	+ CH3O		= CH2O	+ HNO		7.460238e+03
  R451	O(1D)	+ CH4		= CH2O	+ H2		1.531790e+03
  R548	SO2	+ CH2		= CH2O	+ SO		1.446980e+03
  R75	CH3O	+ C2H3		= C2H4	+ CH2O		1.338126e+03
  R492	OH	+ CH2		= CH2O	+ H		5.840121e+02
  R77	CH3O	+ C2H5		= C2H6	+ CH2O		3.082972e+02
  R81	CH3O	+ O2		= CH2O	+ HO2		2.135731e+02
  T17	CH3O2			= CH2O	+ OH		1.451395e+02
  R499	OH	+ CH3O		= CH2O	+ H2O		1.415236e+02
  R73	CH3O	+ C2H		= CH2O	+ C2H2		3.178225e+00
  R392	O	+ C2H2N		= CH2O	+ CN		1.176229e+00
  R365	NO2	+ CH3		= CH2O	+ HNO		5.933668e-01
  R46	CH2	+ CH3O		= CH2O	+ CH3		6.530809e-02
  T47	CH3O			= CH2O	+ H		7.718251e-03
  T36	C2H5O			= CH2O	+ CH3		7.590575e-03
  R417	O	+ CH3NO2	= OH	+ CH2O	+ NO	1.794867e-03
  R98	CH4	+ CHO		= CH2O	+ CH3		9.466938e-04
  R366	NO2	+ CH3O		= CH2O	+ HNO2		6.448361e-04
  R363	NO2	+ CH2		= CH2O	+ NO		5.053666e-04
  R418	O	+ CH3NO3	= OH	+ CH2O	+ NO2	2.332879e-05
