  R445	O	+ OH		= O2	+ H		2.534553e+00
  R452	O(1D)	+ CH4O		= CH3O2	+ H		8.456104e-01
  R339	NO	+ CH		= H	+ CNO		5.657811e-01
  R281	N	+ CH		= CN	+ H		2.931519e-01
  R396	O	+ C2H4		= C2H3O	+ H		1.198299e-01
  R427	O	+ CHO		= CO2	+ H		3.136663e-02
  R408	O	+ CH		= CO	+ H		2.988996e-02
  R390	O	+ C2H2		= H	+ C2HO		1.181050e-02
  R277	N	+ C2H3		= C2H2N	+ H		5.455949e-03
  R395	O	+ C2H3		= C2H2O	+ H		3.455569e-03
  R435	O	+ HCN		= H	+ CNO		2.207399e-03
  R266	HS	+ O		= H	+ SO		1.832626e-03
  R403	O	+ C2H5		= C2H4O	+ H		8.343967e-04
  R546	SO2	+ C2H		= CO	+ OCS	+ H	7.632842e-04
  T49	CHO2			= CO2	+ H		1.920325e-04
  T38	C2H5O			= C2H4O	+ H		2.612246e-05
  T18	CH3O2			= CH2O2	+ H		6.938292e-07
  P28	CH2O2			= CHO2	+ H		7.076981e-08
  T27	C2H5			= C2H4	+ H		1.467311e-08
  R3	C	+ H2		= CH	+ H		2.322816e-10
  R193	H2	+ C		= CH	+ H		2.322816e-10
  R495	OH	+ CH3		= CH3O	+ H		4.476402e-11
  R479	OH	+ C2H2		= C2H2O	+ H		2.012033e-12
  R209	H2	+ HO2		= H2O2	+ H		7.421814e-13
  T8	HNO			= H	+ NO		8.360673e-14
  T25	C2H3			= C2H2	+ H		1.437776e-16
  R370	NO2	+ CHO		= NO	+ CO2	+ H	2.930899e-17
  T42	HSO			= SO	+ H		2.381408e-20
  T59	H2S			= HS	+ H		1.765578e-21
  R205	H2	+ CH3O2		= CH4O2	+ H		1.406370e-24
  T19	CH4O			= CH3O	+ H		2.686244e-26
  T2	HO2			= O2	+ H		6.130969e-27
  R213	H2	+ NO2		= H	+ HNO2		5.020629e-33
  R10	H2	+ C2H4		= C2H5	+ H		2.315387e-35
  R41	H2	+ C2H2		= C2H3	+ H		1.769456e-35
  T28	C2H6			= C2H5	+ H		2.901599e-43
  T57	HCN			= H	+ CN		2.847529e-61
  P38	H2			= H	+ H		0.000000e+00 (x2)

H				LOSS RXS		INT RX RATE	TL = 1.38e+11

  M12	H	+ CO		= CHO			6.371663e+10
  R639	N2H4	+ H		= N2H3	+ H2		4.023275e+10
  R641	N2H3	+ H		= NH2	+ NH2		2.153469e+10
  R162	H	+ CHO		= CO	+ H2		5.066768e+09
  R172	H	+ HNO		= H2	+ NO		3.484619e+09
  M14	H	+ NH2		= NH3			1.833388e+09
  M13	H	+ H		= H2			4.675473e+08 (x2)
  R560	HS	+ H		= H2	+ S		2.338297e+08
  R146	H	+ CH2		= CH	+ H2		2.058015e+08
  R230	H2S	+ H		= H2	+ HS		2.030128e+08
  R163	H	+ CNO		= CO	+ NH		2.310846e+07
  R148	H	+ CH2O		= H2	+ CHO		1.422754e+07
  R575	HSO	+ H		= HS	+ OH		1.367455e+07
  M10	H	+ CHO		= CH2O			6.632432e+06
  R147	H	+ CH2O		= CH3O			4.439013e+06
  R186	H	+ NH3		= H2	+ NH2		2.833075e+06
  M57	H	+ CH3		= CH4			1.714567e+06
  R152	H	+ CH3O		= CH4O			1.467245e+06
  M51	H	+ SO		= HSO			1.308227e+06
  R576	HSO	+ H		= H2	+ SO		1.215515e+06
  R157	H	+ CH4		= CH3	+ H2		8.492572e+05
  R153	H	+ CH3O		= CH3	+ OH		8.237672e+05
  R159	H	+ CH4O		= CH3O	+ H2		3.756654e+05
  M48	SO2	+ H		= HSO2			2.489117e+05
  M7	H	+ C2H2		= C2H3			1.972197e+05
  R131	H	+ C2H3		= C2H4			1.958661e+05
  M9	H	+ C2H4		= C2H5			1.714530e+05
  R140	H	+ C2H5		= CH3	+ CH3		1.644489e+05
  R145	H	+ CH		= C	+ H2		1.588842e+05
  R171	H	+ HCNO		= CO	+ NH2		1.061604e+05
  R154	H	+ CH3O		= CH2O	+ H2		5.148545e+04
  R132	H	+ C2H3		= C2H2	+ H2		2.079875e+04
  R127	H	+ C2H		= C2H2			1.505573e+04
  R141	H	+ C2H5		= C2H4	+ H2		8.222446e+03
  M56	H	+ CH2		= CH3			1.398225e+03
  R138	H	+ C2H4O		= CH4	+ CHO		1.247425e+03
  R133	H	+ C2H3O		= CHO	+ CH3		1.160733e+03
  R137	H	+ C2H4O		= C2H3O	+ H2		7.669356e+02
  R134	H	+ C2H3O		= C2H2O	+ H2		6.331269e+02
  R130	H	+ C2H2O		= CO	+ CH3		5.357324e+02
  R143	H	+ C2H6		= C2H5	+ H2		4.280836e+02
  M18	H	+ OH		= H2O			1.251399e+02
  M11	H	+ CN		= HCN			5.849452e+01
  R166	H	+ H2O		= H2	+ OH		4.348145e+01
  M58	H	+ C2H5		= C2H6			3.844881e+01
  M15	H	+ NO		= HNO			4.117334e+00
  R164	H	+ CNO		= HCN	+ O		3.220489e+00
  R142	H	+ C2H5O		= C2H4O	+ H2		2.908963e+00
  R136	H	+ C2H4O		= C2H5O			8.134589e-01
  M17	H	+ O2		= HO2			7.742398e-01
  M23	N	+ H		= NH			6.587681e-01
  R180	H	+ HO2		= OH	+ OH		4.503286e-01
  M16	H	+ O		= OH			1.123618e-01
  R182	H	+ HO2		= H2	+ O2		4.315649e-02
  R567	HSO3	+ H		= H2	+ SO3		2.303153e-02
  R181	H	+ HO2		= O	+ H2O		1.000730e-02
  R554	SO3	+ H		= OH	+ SO2		1.367030e-03
  R167	H	+ H2O2		= OH	+ H2O		1.885456e-04
  R165	H	+ CO2		= CO	+ OH		3.948352e-05
  R135	H	+ C2H4		= C2H3	+ H2		3.448478e-05
  R168	H	+ H2O2		= H2	+ HO2		2.042254e-05
  R150	H	+ CH3NO2	= CH4O	+ NO		2.916443e-06
  R155	H	+ CH3O2		= CH3O	+ OH		1.180641e-06
  R149	H	+ CH3		= CH2	+ H2		1.070377e-06
  R175	H	+ HNO2		= OH	+ HNO		1.029294e-06
  R173	H	+ HNO		= OH	+ NH		8.758662e-07
  R177	H	+ HNO2		= H2O	+ NO		5.238794e-07
  R169	H	+ HCNO		= H2	+ CNO		4.323389e-07
  R189	H	+ NO2		= OH	+ NO		1.814433e-08
  R176	H	+ HNO2		= H2	+ NO2		7.281710e-09
  R192	H	+ O3		= OH	+ O2		3.169092e-09
  R183	H	+ N2O		= NO	+ NH		4.726604e-11
  R129	H	+ C2H2		= C2H	+ H2		1.441388e-12
  R161	H	+ CH4O2		= H2	+ CH3O2		5.098960e-13
  R160	H	+ CH4O2		= CH3O	+ H2O		4.225850e-13
  R174	H	+ HNO		= NH2	+ O		7.427111e-17
  R190	H	+ NO3		= OH	+ NO2		3.404002e-21
  R156	H	+ CH3O2		= CH4	+ O2		3.211986e-25
  R178	H	+ HNO3		= H2O	+ NO2		3.189356e-25
  R128	H	+ C2H		= H2	+ C2		1.344922e-26
  R179	H	+ HNO3		= H2	+ NO3		7.141350e-33
  R188	H	+ NO		= OH	+ N		3.273053e-43
  R187	H	+ NO		= NH	+ O		4.526081e-58
  R103	CH4S	+ H		= CH3	+ H2S		0.000000e+00
  R104	CH4S	+ H		= H2	+ CH3S		0.000000e+00

************************************************************

NH2				PRODUCTION RXS		INT RX RATE	TP = 9.43e+10

  P42	NH3			= NH2	+ H		4.822497e+10
  R641	N2H3	+ H		= NH2	+ NH2		2.153469e+10 (x2)
  R300	NH	+ NH3		= NH2	+ NH2		1.379082e+09 (x2)
  R329	NH3	+ CN		= HCN	+ NH2		2.106885e+08
  R523	OH	+ NH3		= H2O	+ NH2		3.709644e+06
  R186	H	+ NH3		= H2	+ NH2		2.833075e+06
  R461	O(1D)	+ NH3		= OH	+ NH2		5.987006e+05
  R171	H	+ HCNO		= CO	+ NH2		1.061604e+05
  M24	N	+ H2		= NH2			5.594759e+02
  R328	NH3	+ CH3		= CH4	+ NH2		4.057368e+02
  R40	NH	+ OH		= NH2	+ O		4.242775e-04
  R515	OH	+ HCN		= CO	+ NH2		1.326033e-07
  T91	N2H4			= NH2	+ NH2		3.183109e-08 (x2)
  R174	H	+ HNO		= NH2	+ O		7.427111e-17
  T93	CH5N			= CH3	+ NH2		2.809549e-20

NH2				LOSS RXS		INT RX RATE	TL = 9.43e+10

  M85	NH2	+ NH2		= N2H4			3.327695e+10 (x2)
  R212	H2	+ NH2		= NH3	+ H		2.555157e+10
  M14	H	+ NH2		= NH3			1.833388e+09
  M86	NH2	+ CH3		= CH5N			2.693449e+08
  R320	NH2	+ NO		= H2O	+ N2		5.756107e+07
  R322	NH2	+ O		= H	+ HNO		3.495789e+06
  R323	NH2	+ O		= OH	+ NH		5.428534e+05
  R324	NH2	+ O		= H2	+ NO		3.884210e+05
  R326	NH2	+ OH		= H2O	+ NH		1.944432e+05
  R644	NH2	+ OH		= NH3	+ O		1.120537e+05
  R319	NH2	+ H2O		= OH	+ NH3		1.559407e+04
  R311	NH2	+ C2H2		= C2H	+ NH3		3.095923e+03
  R312	NH2	+ C2H4		= C2H3	+ NH3		2.547973e+03
  M40	NH2	+ C2H3		= C2H5N			1.183080e+03
  R317	NH2	+ CH4		= CH3	+ NH3		4.374657e+01
  R313	NH2	+ C2H4O		= C2H3O	+ NH3		3.980586e+01
  R316	NH2	+ CH3		= CH4	+ NH		1.913281e+01
  R315	NH2	+ C2H6		= C2H5	+ NH3		2.085997e+00
  R258	HO2	+ NH2		= NH3	+ O2		8.365805e-01
  R314	NH2	+ C2H5		= C2H6	+ NH		3.452590e-07
  R321	NH2	+ NO2		= H2O	+ N2O		4.450250e-08
  R325	NH2	+ O3		= H2O	+ NO2		4.559158e-11
  R310	NH2	+ C		= CH	+ NH		6.296580e-16

************************************************************

H2				PRODUCTION RXS		INT RX RATE	TP = 6.99e+10

  R639	N2H4	+ H		= N2H3	+ H2		4.023275e+10
  P43	NH3			= NH	+ H2		9.612098e+09
  P67	N2H2			= N2	+ H2		7.693198e+09
  R162	H	+ CHO		= CO	+ H2		5.066768e+09
  R172	H	+ HNO		= H2	+ NO		3.484619e+09
  P21	CH2O			= CO	+ H2		1.944348e+09
  M13	H	+ H		= H2			4.675473e+08
  P69	CH5N			= HCN	+ H2	+ H2	2.675177e+08 (x2)
  R560	HS	+ H		= H2	+ S		2.338297e+08
  R146	H	+ CH2		= CH	+ H2		2.058015e+08
  R230	H2S	+ H		= H2	+ HS		2.030128e+08
  P33	CH4			= CH21	+ H2		1.625950e+08
  R327	NH3	+ CH		= HCN	+ H2	+ H	2.736918e+07
  R596	CH21	+ H2		= CH2	+ H2		1.951621e+07
  P34	CH4			= CH	+ H2	+ H	1.840700e+07
  R148	H	+ CH2O		= H2	+ CHO		1.422754e+07
  R186	H	+ NH3		= H2	+ NH2		2.833075e+06
  R576	HSO	+ H		= H2	+ SO		1.215515e+06
  R157	H	+ CH4		= CH3	+ H2		8.492572e+05
  R324	NH2	+ O		= H2	+ NO		3.884210e+05
  R159	H	+ CH4O		= CH3O	+ H2		3.756654e+05
  R145	H	+ CH		= C	+ H2		1.588842e+05
  P58	C2H4			= C2H2	+ H2		5.653992e+04
  R154	H	+ CH3O		= CH2O	+ H2		5.148545e+04
  P64	C2H6			= C2H2	+ H2	+ H2	4.931814e+04 (x2)
  P62	C2H6			= C2H4	+ H2		2.557236e+04
  R132	H	+ C2H3		= C2H2	+ H2		2.079875e+04
  R141	H	+ C2H5		= C2H4	+ H2		8.222446e+03
  R282	N	+ CH3		= H2	+ HCN		2.512977e+03
  R137	H	+ C2H4O		= C2H3O	+ H2		7.669356e+02
  R416	O	+ CH3		= CO	+ H2	+ H	6.360179e+02
  R134	H	+ C2H3O		= C2H2O	+ H2		6.331269e+02
  R143	H	+ C2H6		= C2H5	+ H2		4.280836e+02
  R481	OH	+ C2H2		= C2HO	+ H2		2.299072e+02
  R451	O(1D)	+ CH4		= CH2O	+ H2		2.146046e+02
  R166	H	+ H2O		= H2	+ OH		4.348145e+01
  R412	O	+ CH2		= CO	+ H2		4.776913e+00
  R142	H	+ C2H5O		= C2H4O	+ H2		2.908963e+00
  R182	H	+ HO2		= H2	+ O2		4.315649e-02
  R567	HSO3	+ H		= H2	+ SO3		2.303153e-02
  R399	O	+ C2H4		= C2H2O	+ H2		1.711857e-02
  R135	H	+ C2H4		= C2H3	+ H2		3.448478e-05
  R168	H	+ H2O2		= H2	+ HO2		2.042254e-05
  R149	H	+ CH3		= CH2	+ H2		1.070377e-06
  R169	H	+ HCNO		= H2	+ CNO		4.323389e-07
  R95	CH4	+ CH3		= H2	+ C2H5		1.048707e-07
  R176	H	+ HNO2		= H2	+ NO2		7.281710e-09
  R129	H	+ C2H2		= C2H	+ H2		1.441388e-12
  R161	H	+ CH4O2		= H2	+ CH3O2		5.098960e-13
  T58	H2S			= H2	+ S		6.477974e-23
  T14	CH2O			= CO	+ H2		1.994052e-24
  R128	H	+ C2H		= H2	+ C2		1.344922e-26
  R179	H	+ HNO3		= H2	+ NO3		7.141350e-33
  T26	C2H4			= C2H2	+ H2		2.963496e-34
  T21	CH4O			= CH2O	+ H2		2.502464e-39
  T34	C2H4O			= C2H2O	+ H2		1.120054e-40
  T15	CH2O2			= CO2	+ H2		1.598249e-48
  R104	CH4S	+ H		= H2	+ CH3S		0.000000e+00

H2				LOSS RXS		INT RX RATE	TL = 2.85e+10

  R212	H2	+ NH2		= NH3	+ H		2.555157e+10
  R455	O(1D)	+ H2		= H	+ OH		2.186943e+09
  R207	H2	+ CN		= HCN	+ H		1.937296e+08
  R202	H2	+ CH		= CH2	+ H		1.809675e+08
  R512	OH	+ H2		= H2O	+ H		1.600437e+08
  R597	CH21	+ H2		= CH3	+ H		1.431189e+08
  R596	CH21	+ H2		= CH2	+ H2		1.951621e+07
  R195	H2	+ C2H		= C2H2	+ H		6.985893e+06
  M73	CH	+ H2		= CH3			6.391609e+06
  M2	C	+ H2		= CH2			5.815640e+06
  R206	H2	+ CHO		= CH2O	+ H		2.660249e+06
  R203	H2	+ CH3		= CH4	+ H		4.864867e+05
  M24	N	+ H2		= NH2			5.594759e+02
  R204	H2	+ CH3O		= CH4O	+ H		4.579483e+02
  R200	H2	+ C2HO		= CH3	+ CO		3.912623e+02
  R433	O	+ H2		= H	+ OH		3.274456e+02
  R199	H2	+ C2HO		= C2H3O			3.260519e+02
  R198	H2	+ C2H5		= C2H6	+ H		1.101230e+02
  R197	H2	+ C2H3		= C2H4	+ H		4.369674e+00
  R3	C	+ H2		= CH	+ H		2.322816e-10
  R193	H2	+ C		= CH	+ H		2.322816e-10
  R209	H2	+ HO2		= H2O2	+ H		7.421814e-13
  R196	H2	+ C2H2		= C2H4			4.938733e-17
  R205	H2	+ CH3O2		= CH4O2	+ H		1.406370e-24
  R213	H2	+ NO2		= H	+ HNO2		5.020629e-33
  R10	H2	+ C2H4		= C2H5	+ H		2.315387e-35
  R41	H2	+ C2H2		= C2H3	+ H		1.769456e-35
  P38	H2			= H	+ H		0.000000e+00

************************************************************

CHO				PRODUCTION RXS		INT RX RATE	TP = 6.53e+10

  M12	H	+ CO		= CHO			6.371663e+10
  P20	CH2O			= CHO	+ H		1.163259e+09
  R272	HS	+ CH2O		= H2S	+ CHO		3.721140e+08
  R148	H	+ CH2O		= H2	+ CHO		1.422754e+07
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	2.374970e+04
  R55	CH2O	+ CN		= HCN	+ CHO		1.096394e+04
  R493	OH	+ CH2O		= CHO	+ H2O		1.918180e+03
  R56	CH2O	+ CNO		= HCNO	+ CHO		1.720710e+03
  R138	H	+ C2H4O		= CH4	+ CHO		1.247425e+03
  R133	H	+ C2H3O		= CHO	+ CH3		1.160733e+03
  P22	C2H4O			= CHO	+ CH3		1.147777e+03
  R79	CH3O	+ CH2O		= CH4O	+ CHO		3.284630e+02
  R547	SO2	+ CH		= CHO	+ SO		1.190382e+00
  R398	O	+ C2H4		= CH3	+ CHO		2.908986e-01
  R338	NO	+ CH		= N	+ CHO		1.881222e-01
  R413	O	+ CH2O		= CHO	+ OH		1.455151e-01
  R66	CH3	+ CH2O		= CH4	+ CHO		3.918246e-02
  R474	OCS	+ CH		= CHO	+ CS		4.179885e-06
  R53	CH2O	+ C2H5		= C2H6	+ CHO		2.143540e-06
  R51	CH2O	+ C2H3		= C2H4	+ CHO		1.204964e-06
  P27	CH2O2			= CHO	+ OH		3.302591e-07
  R52	CH2O	+ C2H3O		= C2H4O	+ CHO		2.274673e-10
  R252	HO2	+ CH2O		= CHO	+ H2O2		2.015758e-13
  R362	NO2	+ CH		= CHO	+ NO		1.374357e-15
  R361	NO2	+ C2HO		= CO	+ CHO	+ NO	9.791514e-20
  R54	CH2O	+ CH3O2		= CHO	+ CH4O2		5.305338e-23
  T33	C2H4O			= CHO	+ CH3		2.545237e-36
  R121	CO	+ C2H4		= C2H3	+ CHO		1.836475e-54
  R120	CO	+ C2H2		= C2H	+ CHO		1.347139e-67

CHO				LOSS RXS		INT RX RATE	TL = 6.53e+10

  T46	CHO			= CO	+ H		4.806942e+10
  R162	H	+ CHO		= CO	+ H2		5.066768e+09
  R561	CHO	+ CHO		= CH2O	+ CO		5.028337e+09 (x2)
  R569	S	+ CHO		= HS	+ CO		1.853164e+09
  R267	HS	+ CHO		= H2S	+ CO		2.290122e+08
  R543	SO	+ CHO		= HSO	+ CO		2.696469e+07
  M10	H	+ CHO		= CH2O			6.632432e+06
  R206	H2	+ CHO		= CH2O	+ H		2.660249e+06
  R114	CHO	+ CH3O		= CH2O	+ CH2O		1.891798e+06
  R113	CHO	+ CH3O		= CH4O	+ CO		9.458989e+05
  R71	CH3	+ CHO		= CH4	+ CO		1.804729e+05
  R237	HNO	+ CHO		= CH2O	+ NO		5.892784e+04
  R70	CH3	+ CHO		= C2H4O			2.707094e+04
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	2.374970e+04
  R112	CHO	+ C2H5		= C2H6	+ CO		4.782089e+01
  R110	CHO	+ C2H3O		= C2H4O	+ CO		4.211019e+01
  R109	CHO	+ C2H3		= C2H4	+ CO		2.099071e+01
  R504	OH	+ CHO		= CO	+ H2O		5.079297e+00
  R116	CHO	+ CN		= HCN	+ CO		1.259177e+00
  R117	CHO	+ CNO		= HCNO	+ CO		8.630117e-01
  R50	CH2	+ CHO		= CO	+ CH3		4.682808e-01
  R348	NO	+ CHO		= CO	+ HNO		4.560638e-01
  R426	O	+ CHO		= CO	+ OH		3.136663e-02
  R427	O	+ CHO		= CO2	+ H		3.136663e-02
  R118	CHO	+ O2		= CO	+ HO2		1.954536e-02
  R98	CH4	+ CHO		= CH2O	+ CH3		5.504231e-03
  R115	CHO	+ CH4O		= CH2O	+ CH3O		4.082604e-04
  R108	CHO	+ C2H		= C2H2	+ CO		2.627576e-04
  R369	NO2	+ CHO		= NO	+ CO	+ OH	4.712900e-16
  R368	NO2	+ CHO		= NO	+ CHO2		3.192990e-16
  R227	H2O2	+ CHO		= CH2O	+ HO2		4.315370e-17
  R370	NO2	+ CHO		= NO	+ CO2	+ H	2.930899e-17
  R568	NO2	+ CHO		= CO	+ HNO2		4.716961e-32

************************************************************

CO				PRODUCTION RXS		INT RX RATE	TP = 6.41e+10

  T46	CHO			= CO	+ H		4.806942e+10
  R162	H	+ CHO		= CO	+ H2		5.066768e+09
  R561	CHO	+ CHO		= CH2O	+ CO		5.028337e+09
  P21	CH2O			= CO	+ H2		1.944348e+09
  R569	S	+ CHO		= HS	+ CO		1.853164e+09
  P37	CO2			= CO	+ O(1D)		1.531861e+09
  R296	N2O	+ C		= CO	+ N2		3.000889e+08
  R267	HS	+ CHO		= H2S	+ CO		2.290122e+08
  R543	SO	+ CHO		= HSO	+ CO		2.696469e+07
  R163	H	+ CNO		= CO	+ NH		2.310846e+07
  R572	S	+ CO2		= SO	+ CO		1.452236e+07
  P36	CO2			= CO	+ O		5.695453e+06
  R113	CHO	+ CH3O		= CH4O	+ CO		9.458989e+05
  R123	CO2	+ CH2		= CH2O	+ CO		4.792659e+05
  T32	C2H3O			= CO	+ CH3		2.317909e+05
  R71	CH3	+ CHO		= CH4	+ CO		1.804729e+05
  R171	H	+ HCNO		= CO	+ NH2		1.061604e+05
  R330	NH3	+ CNO		= CO	+ N2H3		4.561237e+04
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	2.374970e+04
  R416	O	+ CH3		= CO	+ H2	+ H	6.360179e+02
  R130	H	+ C2H2O		= CO	+ CH3		5.357324e+02
  R200	H2	+ C2HO		= CH3	+ CO		3.912623e+02
  R331	NO	+ C		= CO	+ N		2.294881e+02
  P23	C2H4O			= CO	+ CH4		1.574270e+02
  R6	C	+ O2		= CO	+ O		6.306085e+01
  R35	CH2	+ C2H2O		= C2H4	+ CO		6.200761e+01
  R112	CHO	+ C2H5		= C2H6	+ CO		4.782089e+01
  R110	CHO	+ C2H3O		= C2H4O	+ CO		4.211019e+01
  R8	C	+ SO2		= CO	+ SO		4.082782e+01
  R350	NO	+ CNO		= CO	+ N2O		2.732122e+01
  R109	CHO	+ C2H3		= C2H4	+ CO		2.099071e+01
  R352	NO	+ CNO		= CO	+ N2	+ O	1.536934e+01
  R411	O	+ CH2		= CO	+ H	+ H	7.852460e+00
  R504	OH	+ CHO		= CO	+ H2O		5.079297e+00
  R412	O	+ CH2		= CO	+ H2		4.776913e+00
  R431	O	+ CNO		= CO	+ NO		4.312379e+00
  R340	NO	+ CH		= CO	+ NH		3.536132e+00
  R483	OH	+ C2H2O		= CO	+ CH3O		3.036142e+00
  R60	CH3	+ C2H3O		= C2H6	+ CO		1.627735e+00
  R391	O	+ C2H2		= CO	+ CH2		1.473484e+00
  R116	CHO	+ CN		= HCN	+ CO		1.259177e+00
  R117	CHO	+ CNO		= HCNO	+ CO		8.630117e-01
  R430	O	+ CN		= CO	+ N		6.946468e-01
  R50	CH2	+ CHO		= CO	+ CH3		4.682808e-01
  R348	NO	+ CHO		= CO	+ HNO		4.560638e-01
  R482	OH	+ C2H2		= CO	+ CH3		2.308714e-01
  R426	O	+ CHO		= CO	+ OH		3.136663e-02
  R408	O	+ CH		= CO	+ H		2.988996e-02
  R118	CHO	+ O2		= CO	+ HO2		1.954536e-02
  R333	NO	+ C2H		= HCN	+ CO		1.410550e-02
  R477	OH	+ C2H		= CO	+ CH2		8.734815e-03
  R436	O	+ HCN		= CO	+ NH		9.460283e-04
  R546	SO2	+ C2H		= CO	+ OCS	+ H	7.632842e-04
  R7	C	+ OCS		= CO	+ CS		3.618225e-04
  R125	CS	+ O		= CO	+ S		3.562448e-04
  R336	NO	+ C2HO		= CO	+ HCNO		2.865252e-04
  R108	CHO	+ C2H		= C2H2	+ CO		2.627576e-04
  P31	OCS			= CO	+ S		2.504243e-04
  R389	O	+ C2H		= CO	+ CH		2.135710e-04
  R538	S	+ OCS		= CO	+ S2		1.466281e-04
  T48	CHO2			= CO	+ OH		5.019044e-05
  R165	H	+ CO2		= CO	+ OH		3.948352e-05
  R515	OH	+ HCN		= CO	+ NH2		1.326033e-07
  P29	CH2O2			= H2O	+ CO		7.076981e-08
  R467	O(1D)	+ OCS		= CO	+ SO		3.341895e-08
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	5.250653e-10
  R475	OCS	+ O		= CO	+ SO		3.025972e-11
  R355	NO2	+ C		= CO	+ NO		4.856410e-13
  R372	NO2	+ CN		= CO	+ N2O		8.253776e-15
  R375	NO2	+ CNO		= CO	+ NO	+ NO	1.559663e-15
  R369	NO2	+ CHO		= NO	+ CO	+ OH	4.712900e-16
  R361	NO2	+ C2HO		= CO	+ CHO	+ NO	9.791514e-20
  R124	CO2	+ CN		= CNO	+ CO		8.303700e-22
  R421	O3	+ C2H2		= CO	+ CH2O2		2.545515e-23
  T14	CH2O			= CO	+ H2		1.994052e-24
  T30	C2H2O			= CO	+ CH2		3.409704e-30
  R568	NO2	+ CHO		= CO	+ HNO2		4.716961e-32
  T16	CH2O2			= CO	+ H2O		5.736307e-33
  T40	CNO			= CO	+ N		1.290380e-34
  T60	OCS			= CO	+ S		2.634043e-36
  T35	C2H4O			= CH4	+ CO		4.894959e-41
  T29	C2HO			= CO	+ CH		1.444160e-43

CO				LOSS RXS		INT RX RATE	TL = 6.40e+10

  M12	H	+ CO		= CHO			6.371663e+10
  P35	CO			= C	+ O		3.057533e+08
  R511	OH	+ CO		= CO2	+ H		8.274160e+06
  M6	CO	+ CH3		= C2H3O			2.316387e+05
  M39	OH	+ CO		= CHO2			4.168153e+03
  M5	CO	+ CH		= C2HO			4.874724e+02
  M31	O	+ CO		= CO2			9.896843e-02
  R122	CO	+ CH3		= C2H2	+ OH		1.615174e-33
