  R216	HSO	+ O3		= HSO2	+ O2		5.500556e+04
  R551	SO2	+ HO2		= HSO2	+ O2		4.779457e+04
  R525	OH	+ O3		= HO2	+ O2		3.439288e+04
  R443	O	+ NO3		= NO2	+ O2		2.206536e+04
  R465	O(1D)	+ O3		= O2	+ O2		8.674704e+03 (x2)
  R466	O(1D)	+ O3		= O2	+ O	+ O	8.674704e+03
  R376	NO2	+ NO3		= NO	+ NO2	+ O2	6.497537e+02
  R537	S	+ O3		= O2	+ SO		5.342736e+02
  R440	O	+ HNO4		= HNO3	+ O2		4.797951e+02
  R471	O3	+ CH3O		= CH3O2	+ O2		2.138547e+02
  R258	HO2	+ NH2		= NH3	+ O2		7.499719e+01
  R254	HO2	+ CH3O2		= CH4O2	+ O2		4.240182e+01
  R422	O	+ CH3O2		= CH3O	+ O2		1.872080e+01
  R570	S	+ HO2		= HS	+ O2		7.654708e+00
  R462	O(1D)	+ NO		= O2	+ N		1.901848e+00
  R294	N	+ O3		= NO	+ O2		1.330618e+00
  R459	O(1D)	+ N2O		= O2	+ N2		9.390271e-02
  R463	O(1D)	+ NO2		= O2	+ NO		4.471606e-02
  R387	NO3	+ NO3		= NO2	+ NO2	+ O2	1.561884e-02
  R500	OH	+ CH3O2		= CH4O	+ O2		1.014498e-02
  R384	NO3	+ CH3O2		= CH3O	+ NO2	+ O2	6.811613e-03
  R472	O3	+ CH3O2		= CH3O	+ O2	+ O2	1.749734e-04 (x2)
  R553	SO2	+ O		= SO	+ O2		9.293026e-08
  R85	CH3O2	+ CH3O2		= CH3O	+ CH3O	+ O2	2.968512e-08
  R86	CH3O2	+ CH3O2		= CH4O	+ CH2O	+ O2	1.811296e-08
  R432	O	+ CNO		= CN	+ O2		1.329789e-08
  T2	HO2			= O2	+ H		1.332453e-14
  R156	H	+ CH3O2		= CH4	+ O2		3.040306e-15
  R244	HO2	+ C2H2		= C2H3	+ O2		1.276994e-16
  R126	CS	+ O3		= O2	+ OCS		3.874685e-18
  R555	SO3	+ O		= SO2	+ O2		5.264966e-28

O2				LOSS RXS		INT RX RATE	TL = 3.01e+11

  M17	H	+ O2		= HO2			1.245485e+11
  M35	O	+ O2		= O3			1.039674e+11
  P2	O2			= O	+ O(1D)		3.560240e+10
  P1	O2			= O	+ O		1.766081e+10
  M4	CH3	+ O2		= CH3O2			1.179248e+10
  R464	O(1D)	+ O2		= O	+ O2		2.791635e+09
  R6	C	+ O2		= CO	+ O		1.967974e+09
  R118	CHO	+ O2		= CO	+ HO2		1.497820e+09
  R645	O2	+ CHO2		= HO2	+ CO2		8.165856e+08
  R81	CH3O	+ O2		= CH2O	+ HO2		2.867682e+08
  R26	C2H5O	+ O2		= C2H4O	+ HO2		2.070516e+08
  R273	HSO2	+ O2		= HO2	+ SO2		1.414878e+08
  M21	HS	+ O2		= HSO2			1.205665e+08
  R558	HSO	+ O2		= OH	+ SO2		8.392019e+06
  R544	SO	+ O2		= SO2	+ O		6.751016e+06
  R275	HSO3	+ O2		= HO2	+ SO3		2.841973e+06
  R536	S	+ O2		= SO	+ O		5.173815e+05
  R268	HS	+ O2		= SO	+ OH		1.294267e+03
  R293	N	+ O2		= NO	+ O		5.390388e+00
  R562	SO21	+ O2		= O	+ SO3		9.116966e-02
  R306	NH	+ O2		= OH	+ NO		2.824889e-06
  R307	NH	+ O2		= O	+ HNO		1.470043e-10
  R540	CS	+ O2		= OCS	+ O		4.239998e-14
  R89	CH3S	+ O2		= CH3	+ SO2		0.000000e+00

************************************************************

O(1D)				PRODUCTION RXS		INT RX RATE	TP = 4.18e+11

  P37	CO2			= CO	+ O(1D)		3.620315e+11
  P2	O2			= O	+ O(1D)		3.560240e+10
  P4	O3			= O2	+ O(1D)		2.020760e+10
  P11	N2O			= N2	+ O(1D)		3.218710e+02
  P17	HNO3			= HNO2	+ O(1D)		5.825362e+01

O(1D)				LOSS RXS		INT RX RATE	TL = 4.18e+11

  R454	O(1D)	+ CO2		= CO2	+ O		4.007666e+11
  R458	O(1D)	+ N2		= O	+ N2		1.373086e+10
  R464	O(1D)	+ O2		= O	+ O2		2.791635e+09
  R455	O(1D)	+ H2		= H	+ OH		4.131786e+08
  R450	O(1D)	+ CH4		= CH3	+ OH		1.025300e+08
  R449	O(1D)	+ CH4		= CH3O	+ H		2.722036e+07
  R451	O(1D)	+ CH4		= CH2O	+ H2		6.805090e+06
  R456	O(1D)	+ H2O		= OH	+ OH		2.162203e+06
  R448	O(1D)	+ C2H6		= C2H5	+ OH		5.665338e+05
  R465	O(1D)	+ O3		= O2	+ O2		8.674704e+03
  R466	O(1D)	+ O3		= O2	+ O	+ O	8.674704e+03
  R453	O(1D)	+ CH4O		= CH3O	+ OH		7.411315e+03
  R452	O(1D)	+ CH4O		= CH3O2	+ H		1.588138e+03
  M36	O(1D)	+ N2		= N2O			3.132038e+02
  R462	O(1D)	+ NO		= O2	+ N		1.901848e+00
  R447	O(1D)	+ C2H4		= C2H3	+ OH		1.684427e+00
  R457	O(1D)	+ HCNO		= CO2	+ NH		9.009551e-01
  R460	O(1D)	+ N2O		= NO	+ NO		1.470399e-01
  R459	O(1D)	+ N2O		= O2	+ N2		9.390271e-02
  R463	O(1D)	+ NO2		= O2	+ NO		4.471606e-02
  R461	O(1D)	+ NH3		= OH	+ NH2		7.494490e-05
  R467	O(1D)	+ OCS		= CO	+ SO		2.450263e-08

************************************************************

CO				PRODUCTION RXS		INT RX RATE	TP = 3.96e+11

  P37	CO2			= CO	+ O(1D)		3.620315e+11
  P36	CO2			= CO	+ O		2.196293e+10
  R426	O	+ CHO		= CO	+ OH		3.184764e+09
  R416	O	+ CH3		= CO	+ H2	+ H	2.819049e+09
  R6	C	+ O2		= CO	+ O		1.967974e+09
  R118	CHO	+ O2		= CO	+ HO2		1.497820e+09
  P21	CH2O			= CO	+ H2		1.247670e+09
  R408	O	+ CH		= CO	+ H		6.797524e+08
  R411	O	+ CH2		= CO	+ H	+ H	3.459690e+08
  R162	H	+ CHO		= CO	+ H2		2.362734e+08
  R412	O	+ CH2		= CO	+ H2		2.104644e+08
  T32	C2H3O			= CO	+ CH3		2.457782e+07
  R123	CO2	+ CH2		= CH2O	+ CO		2.387295e+07
  P23	C2H4O			= CO	+ CH4		7.107505e+06
  R391	O	+ C2H2		= CO	+ CH2		3.199559e+06
  R130	H	+ C2H2O		= CO	+ CH3		3.072798e+06
  R483	OH	+ C2H2O		= CO	+ CH3O		2.427509e+06
  R369	NO2	+ CHO		= NO	+ CO	+ OH	1.658708e+06
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	1.233345e+06
  R112	CHO	+ C2H5		= C2H6	+ CO		9.117623e+05
  R348	NO	+ CHO		= CO	+ HNO		1.617254e+05
  T46	CHO			= CO	+ H		1.133951e+05
  R200	H2	+ C2HO		= CH3	+ CO		3.541244e+04
  R60	CH3	+ C2H3O		= C2H6	+ CO		5.449786e+03
  P29	CH2O2			= H2O	+ CO		4.929611e+03
  R504	OH	+ CHO		= CO	+ H2O		2.808909e+03
  R572	S	+ CO2		= SO	+ CO		2.343732e+03
  R71	CH3	+ CHO		= CH4	+ CO		2.039883e+03
  R389	O	+ C2H		= CO	+ CH		1.607800e+03
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	8.216698e+02
  R35	CH2	+ C2H2O		= C2H4	+ CO		5.789470e+02
  R543	SO	+ CHO		= HSO	+ CO		4.113257e+02
  R336	NO	+ C2HO		= CO	+ HCNO		2.976494e+02
  R171	H	+ HCNO		= CO	+ NH2		2.967458e+02
  R110	CHO	+ C2H3O		= C2H4O	+ CO		9.069817e+01
  R267	HS	+ CHO		= H2S	+ CO		7.565410e+01
  R8	C	+ SO2		= CO	+ SO		3.757017e+01
  R113	CHO	+ CH3O		= CH4O	+ CO		1.165750e+01
  R430	O	+ CN		= CO	+ N		6.628091e+00
  R561	CHO	+ CHO		= CH2O	+ CO		4.268390e+00
  R340	NO	+ CH		= CO	+ NH		3.560141e+00
  R431	O	+ CNO		= CO	+ NO		5.577251e-01
  R331	NO	+ C		= CO	+ N		3.959854e-01
  R163	H	+ CNO		= CO	+ NH		6.985410e-02
  R165	H	+ CO2		= CO	+ OH		5.833374e-02
  R482	OH	+ C2H2		= CO	+ CH3		4.963456e-02
  R50	CH2	+ CHO		= CO	+ CH3		4.079522e-02
  R109	CHO	+ C2H3		= C2H4	+ CO		4.061905e-02
  R436	O	+ HCN		= CO	+ NH		2.431897e-02
  R296	N2O	+ C		= CO	+ N2		7.211357e-03
  R361	NO2	+ C2HO		= CO	+ CHO	+ NO	3.671637e-04
  R569	S	+ CHO		= HS	+ CO		2.426403e-04
  R477	OH	+ C2H		= CO	+ CH2		1.150193e-04
  R350	NO	+ CNO		= CO	+ N2O		8.901727e-05
  R352	NO	+ CNO		= CO	+ N2	+ O	4.691420e-05
  R375	NO2	+ CNO		= CO	+ NO	+ NO	2.840852e-05
  R546	SO2	+ C2H		= CO	+ OCS	+ H	2.175257e-05
  R475	OCS	+ O		= CO	+ SO		1.597791e-05
  P31	OCS			= CO	+ S		5.490068e-06
  R108	CHO	+ C2H		= C2H2	+ CO		2.747161e-06
  R333	NO	+ C2H		= HCN	+ CO		2.695608e-06
  R355	NO2	+ C		= CO	+ NO		6.153259e-07
  T48	CHO2			= CO	+ OH		3.659590e-07
  R116	CHO	+ CN		= HCN	+ CO		3.294286e-08
  R467	O(1D)	+ OCS		= CO	+ SO		2.450263e-08
  R125	CS	+ O		= CO	+ S		1.721396e-08
  R7	C	+ OCS		= CO	+ CS		4.325346e-09
  R117	CHO	+ CNO		= HCNO	+ CO		4.054620e-09
  R568	NO2	+ CHO		= CO	+ HNO2		1.253903e-09
  R421	O3	+ C2H2		= CO	+ CH2O2		7.835304e-10
  T16	CH2O2			= CO	+ H2O		2.805094e-10
  R515	OH	+ HCN		= CO	+ NH2		7.349505e-11
  R330	NH3	+ CNO		= CO	+ N2H3		2.505413e-11
  R372	NO2	+ CN		= CO	+ N2O		4.972363e-13
  R538	S	+ OCS		= CO	+ S2		3.227130e-15
  T30	C2H2O			= CO	+ CH2		6.420025e-25
  R124	CO2	+ CN		= CNO	+ CO		8.074417e-26
  T14	CH2O			= CO	+ H2		6.635879e-26
  T40	CNO			= CO	+ N		2.430791e-28
  T35	C2H4O			= CH4	+ CO		1.832143e-37
  T60	OCS			= CO	+ S		3.618762e-38
  T29	C2HO			= CO	+ CH		4.427138e-47

CO				LOSS RXS		INT RX RATE	TL = 7.64e+10

  R511	OH	+ CO		= CO2	+ H		7.337056e+10
  P35	CO			= C	+ O		1.947981e+09
  M39	OH	+ CO		= CHO2			8.155192e+08
  M12	H	+ CO		= CHO			2.447694e+08
  M31	O	+ CO		= CO2			1.926307e+07
  M6	CO	+ CH3		= C2H3O			1.251864e+05
  M5	CO	+ CH		= C2HO			5.664134e+04
  R122	CO	+ CH3		= C2H2	+ OH		1.397442e-36
  R121	CO	+ C2H4		= C2H3	+ CHO		9.319479e-56
  R120	CO	+ C2H2		= C2H	+ CHO		1.037871e-80
  R88	CH3S	+ CO		= OCS	+ CH3		0.000000e+00

************************************************************

H				PRODUCTION RXS		INT RX RATE	TP = 2.38e+11

  R445	O	+ OH		= O2	+ H		1.328200e+11
  R511	OH	+ CO		= CO2	+ H		7.337056e+10
  R415	O	+ CH3		= CH2O	+ H		6.899770e+09
  R512	OH	+ H2		= H2O	+ H		6.218440e+09
  P32	CH4			= CH3	+ H		4.027698e+09
  R597	CH21	+ H2		= CH3	+ H		3.488123e+09
  R427	O	+ CHO		= CO2	+ H		3.184764e+09
  R416	O	+ CH3		= CO	+ H2	+ H	2.819049e+09
  R433	O	+ H2		= H	+ OH		1.060736e+09
  R408	O	+ CH		= CO	+ H		6.797524e+08
  P20	CH2O			= CHO	+ H		6.556914e+08
  P34	CH4			= CH	+ H2	+ H	5.894191e+08
  R455	O(1D)	+ H2		= H	+ OH		4.131786e+08
  R411	O	+ CH2		= CO	+ H	+ H	3.459690e+08 (x2)
  P6	H2O			= H	+ OH		2.433502e+08
  R403	O	+ C2H5		= C2H4O	+ H		1.979958e+08
  P45	H2S			= HS	+ H		1.321626e+08
  R198	H2	+ C2H5		= C2H6	+ H		7.460659e+07
  R449	O(1D)	+ CH4		= CH3O	+ H		2.722036e+07
  P71	HNO			= NO	+ H		2.366535e+07
  R33	CH	+ CH4		= C2H4	+ H		1.927903e+07
  T18	CH3O2			= CH2O2	+ H		1.491330e+07
  R396	O	+ C2H4		= C2H3O	+ H		1.315622e+07
  T43	HSO2			= SO2	+ H		7.469961e+06
  P63	C2H6			= C2H4	+ H	+ H	3.684916e+06 (x2)
  T38	C2H5O			= C2H4O	+ H		1.841140e+06
  R203	H2	+ CH3		= CH4	+ H		6.145727e+05
  R528	OH	+ SO		= SO2	+ H		5.761141e+05
  R370	NO2	+ CHO		= NO	+ CO2	+ H	2.285877e+05
  P40	CH4O			= CH3O	+ H		1.542829e+05
  R266	HS	+ O		= H	+ SO		1.206985e+05
  T46	CHO			= CO	+ H		1.133951e+05
  R202	H2	+ CH		= CH2	+ H		3.239037e+04
  R390	O	+ C2H2		= H	+ C2HO		8.636087e+03
  P28	CH2O2			= CHO2	+ H		4.929611e+03
  P56	C2H2			= C2H	+ H		1.984692e+03
  R452	O(1D)	+ CH4O		= CH3O2	+ H		1.588138e+03
  R295	N	+ OH		= NO	+ H		8.368653e+02
  R395	O	+ C2H3		= C2H2O	+ H		3.056584e+02
  P42	NH3			= NH2	+ H		2.400730e+02
  R322	NH2	+ O		= H	+ HNO		2.358249e+02
  P59	C2H4			= C2H2	+ H	+ H	2.167975e+02 (x2)
  P57	C2H3			= C2H2	+ H		9.401754e+01
  T47	CH3O			= CH2O	+ H		5.725122e+01
  P60	C2H4			= C2H3	+ H		4.335951e+01
  R197	H2	+ C2H3		= C2H4	+ H		3.531084e+01
  R212	H2	+ NH2		= NH3	+ H		1.605848e+01
  R204	H2	+ CH3O		= CH4O	+ H		8.049911e+00
  R492	OH	+ CH2		= CH2O	+ H		4.193671e+00
  P41	HCN			= H	+ CN		3.706349e+00
  T27	C2H5			= C2H4	+ H		1.019072e+00
  R195	H2	+ C2H		= C2H2	+ H		5.867527e-01
  R339	NO	+ CH		= H	+ CNO		5.696226e-01
  R281	N	+ CH		= CN	+ H		3.311388e-01
  R44	CH2	+ CH3		= C2H4	+ H		7.671214e-02
  R435	O	+ HCN		= H	+ CNO		5.674427e-02
  R527	OH	+ S		= H	+ SO		1.724987e-02
  R209	H2	+ HO2		= H2O2	+ H		8.457621e-03
  R206	H2	+ CHO		= CH2O	+ H		4.679595e-03
  R533	S	+ HS		= H	+ S2		3.699798e-03
  P70	C2H5N			= HCN	+ CH3	+ H	1.647417e-03
  R213	H2	+ NO2		= H	+ HNO2		7.915025e-04
  R304	NH	+ O		= NO	+ H		3.649475e-04
  R327	NH3	+ CH		= HCN	+ H2	+ H	8.583456e-05
  R207	H2	+ CN		= HCN	+ H		7.018030e-05
  P68	N2H4			= N2H3	+ H		4.613701e-05
  R506	OH	+ CN		= H	+ CNO		4.231383e-05
  R546	SO2	+ C2H		= CO	+ OCS	+ H	2.175257e-05
  R277	N	+ C2H3		= C2H2N	+ H		1.808749e-05
  R301	NH	+ NO		= N2O	+ H		6.771526e-06
  T49	CHO2			= CO2	+ H		1.506739e-06
  R495	OH	+ CH3		= CH3O	+ H		5.291286e-10
  R205	H2	+ CH3O2		= CH4O2	+ H		2.699284e-10
  R308	NH	+ OH		= H	+ HNO		1.558571e-11
  T25	C2H3			= C2H2	+ H		5.602090e-13
  T8	HNO			= H	+ NO		2.242324e-14
  T2	HO2			= O2	+ H		1.332453e-14
  R289	N	+ NH		= N2	+ H		6.757055e-15
  R479	OH	+ C2H2		= C2H2O	+ H		3.503671e-16
  R3	C	+ H2		= CH	+ H		1.059711e-20
  R193	H2	+ C		= CH	+ H		1.059711e-20
  T42	HSO			= SO	+ H		4.433141e-25
  T59	H2S			= HS	+ H		1.862593e-25
  T19	CH4O			= CH3O	+ H		2.323956e-29
  R10	H2	+ C2H4		= C2H5	+ H		1.352173e-34
  T28	C2H6			= C2H5	+ H		1.868470e-43
  R41	H2	+ C2H2		= C2H3	+ H		8.551427e-46
  T57	HCN			= H	+ CN		1.396442e-72
  P38	H2			= H	+ H		0.000000e+00 (x2)

H				LOSS RXS		INT RX RATE	TL = 2.12e+11

  M17	H	+ O2		= HO2			1.245485e+11
  R180	H	+ HO2		= OH	+ OH		3.214632e+10
  R192	H	+ O3		= OH	+ O2		3.153378e+10
  M16	H	+ O		= OH			1.816324e+10
  R182	H	+ HO2		= H2	+ O2		3.080689e+09
  R181	H	+ HO2		= O	+ H2O		7.143627e+08
