  R168	H	+ H2O2		= H2	+ HO2		5.673147e+00
  R327	NH3	+ CH		= HCN	+ H2	+ H	5.829171e-02
  R176	H	+ HNO2		= H2	+ NO2		4.871720e-04
  R149	H	+ CH3		= CH2	+ H2		3.665647e-09
  R95	CH4	+ CH3		= H2	+ C2H5		6.387799e-10
  R135	H	+ C2H4		= C2H3	+ H2		2.215484e-10
  R161	H	+ CH4O2		= H2	+ CH3O2		7.060683e-11
  R169	H	+ HCNO		= H2	+ CNO		2.242570e-14
  R179	H	+ HNO3		= H2	+ NO3		1.865118e-20
  R129	H	+ C2H2		= C2H	+ H2		2.691941e-21
  T58	H2S			= H2	+ S		5.063703e-27
  T14	CH2O			= CO	+ H2		1.495595e-28
  R128	H	+ C2H		= H2	+ C2		1.489578e-37
  T26	C2H4			= C2H2	+ H2		1.634202e-39
  T15	CH2O2			= CO2	+ H2		1.676765e-40
  T21	CH4O			= CH2O	+ H2		2.397931e-41
  T34	C2H4O			= C2H2O	+ H2		4.107900e-43
  R104	CH4S	+ H		= H2	+ CH3S		0.000000e+00

H2				LOSS RXS		INT RX RATE	TL = 4.17e+10

  R512	OH	+ H2		= H2O	+ H		2.269337e+10
  R212	H2	+ NH2		= NH3	+ H		9.432235e+09
  R455	O(1D)	+ H2		= H	+ OH		8.798158e+09
  R433	O	+ H2		= H	+ OH		7.183705e+08
  R597	CH21	+ H2		= CH3	+ H		1.935090e+07
  M73	CH	+ H2		= CH3			4.870898e+06
  R596	CH21	+ H2		= CH2	+ H2		2.638758e+06
  M24	N	+ H2		= NH2			1.774542e+06
  R203	H2	+ CH3		= CH4	+ H		1.392475e+06
  R202	H2	+ CH		= CH2	+ H		1.031495e+06
  M2	C	+ H2		= CH2			1.597692e+05
  R207	H2	+ CN		= HCN	+ H		9.418510e+04
  R198	H2	+ C2H5		= C2H6	+ H		3.039030e+04
  R206	H2	+ CHO		= CH2O	+ H		2.662447e+04
  R204	H2	+ CH3O		= CH4O	+ H		1.699697e+04
  R195	H2	+ C2H		= C2H2	+ H		1.494813e+03
  R200	H2	+ C2HO		= CH3	+ CO		4.817090e+01
  R199	H2	+ C2HO		= C2H3O			4.014241e+01
  R197	H2	+ C2H3		= C2H4	+ H		4.521770e-06
  R209	H2	+ HO2		= H2O2	+ H		2.051234e-13
  R213	H2	+ NO2		= H	+ HNO2		5.680611e-18
  R3	C	+ H2		= CH	+ H		1.033961e-19
  R193	H2	+ C		= CH	+ H		1.033961e-19
  R205	H2	+ CH3O2		= CH4O2	+ H		1.075958e-26
  R196	H2	+ C2H2		= C2H4			6.463360e-30
  R10	H2	+ C2H4		= C2H5	+ H		1.717499e-40
  R41	H2	+ C2H2		= C2H3	+ H		2.745791e-49
  P38	H2			= H	+ H		0.000000e+00

************************************************************

NH2				PRODUCTION RXS		INT RX RATE	TP = 4.72e+10

  P42	NH3			= NH2	+ H		3.572266e+10
  R641	N2H3	+ H		= NH2	+ NH2		5.674042e+09 (x2)
  R40	NH	+ OH		= NH2	+ O		1.118174e+08
  M24	N	+ H2		= NH2			1.774542e+06
  R186	H	+ NH3		= H2	+ NH2		8.845651e+05
  R523	OH	+ NH3		= H2O	+ NH2		1.477366e+05
  R461	O(1D)	+ NH3		= OH	+ NH2		5.416188e+00
  R328	NH3	+ CH3		= CH4	+ NH2		3.871629e+00
  R329	NH3	+ CN		= HCN	+ NH2		1.222037e-02
  R171	H	+ HCNO		= CO	+ NH2		5.230170e-03
  T91	N2H4			= NH2	+ NH2		4.899238e-10 (x2)
  R515	OH	+ HCN		= CO	+ NH2		1.247706e-11
  R300	NH	+ NH3		= NH2	+ NH2		2.219323e-17 (x2)
  R174	H	+ HNO		= NH2	+ O		8.179181e-21
  T93	CH5N			= CH3	+ NH2		7.556178e-24

NH2				LOSS RXS		INT RX RATE	TL = 4.72e+10

  M85	NH2	+ NH2		= N2H4			1.678825e+10 (x2)
  R212	H2	+ NH2		= NH3	+ H		9.432235e+09
  M14	H	+ NH2		= NH3			2.464423e+09
  R320	NH2	+ NO		= H2O	+ N2		7.976258e+08
  R322	NH2	+ O		= H	+ HNO		7.200032e+08
  R323	NH2	+ O		= OH	+ NH		1.118077e+08
  R324	NH2	+ O		= H2	+ NO		8.000035e+07
  M86	NH2	+ CH3		= CH5N			2.732606e+06
  R321	NH2	+ NO2		= H2O	+ N2O		1.646543e+04
  R317	NH2	+ CH4		= CH3	+ NH3		1.545494e+04
  R319	NH2	+ H2O		= OH	+ NH3		3.490418e+02
  R258	HO2	+ NH2		= NH3	+ O2		1.208766e+02
  R326	NH2	+ OH		= H2O	+ NH		1.531642e+01
  R644	NH2	+ OH		= NH3	+ O		1.155148e+01
  R313	NH2	+ C2H4O		= C2H3O	+ NH3		8.546020e-01
  R315	NH2	+ C2H6		= C2H5	+ NH3		3.654039e-01
  M40	NH2	+ C2H3		= C2H5N			1.058325e-01
  R325	NH2	+ O3		= H2O	+ NO2		1.158744e-04
  R312	NH2	+ C2H4		= C2H3	+ NH3		2.839733e-06
  R316	NH2	+ CH3		= CH4	+ NH		5.785897e-07
  R311	NH2	+ C2H2		= C2H	+ NH3		4.733909e-08
  R314	NH2	+ C2H5		= C2H6	+ NH		5.842473e-11
  R310	NH2	+ C		= CH	+ NH		2.249077e-34

************************************************************

CO				PRODUCTION RXS		INT RX RATE	TP = 2.99e+10

  R162	H	+ CHO		= CO	+ H2		1.531850e+10
  P37	CO2			= CO	+ O(1D)		7.746750e+09
  R569	S	+ CHO		= HS	+ CO		1.989768e+09
  P36	CO2			= CO	+ O		1.985706e+09
  T46	CHO			= CO	+ H		7.512479e+08
  R572	S	+ CO2		= SO	+ CO		6.574840e+08
  R543	SO	+ CHO		= HSO	+ CO		5.924861e+08
  P21	CH2O			= CO	+ H2		3.127308e+08
  R267	HS	+ CHO		= H2S	+ CO		3.123812e+08
  R561	CHO	+ CHO		= CH2O	+ CO		1.700746e+08
  R426	O	+ CHO		= CO	+ OH		2.147970e+07
  R348	NO	+ CHO		= CO	+ HNO		5.294491e+06
  R416	O	+ CH3		= CO	+ H2	+ H	5.078154e+06
  R6	C	+ O2		= CO	+ O		4.226511e+06
  R113	CHO	+ CH3O		= CH4O	+ CO		7.904710e+05
  R71	CH3	+ CHO		= CH4	+ CO		1.203225e+05
  R118	CHO	+ O2		= CO	+ HO2		1.814362e+04
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	1.625979e+04
  R123	CO2	+ CH2		= CH2O	+ CO		7.536410e+03
  R504	OH	+ CHO		= CO	+ H2O		2.397173e+03
  R112	CHO	+ C2H5		= C2H6	+ CO		1.637282e+03
  R430	O	+ CN		= CO	+ N		9.073822e+02
  R391	O	+ C2H2		= CO	+ CH2		4.754772e+02
  R130	H	+ C2H2O		= CO	+ CH3		2.948188e+02
  R411	O	+ CH2		= CO	+ H	+ H	2.659862e+02
  T32	C2H3O			= CO	+ CH3		2.374461e+02
  R369	NO2	+ CHO		= NO	+ CO	+ OH	2.038489e+02
  R408	O	+ CH		= CO	+ H		1.860057e+02
  R412	O	+ CH2		= CO	+ H2		1.618083e+02
  P23	C2H4O			= CO	+ CH4		7.580148e+01
  R163	H	+ CNO		= CO	+ NH		5.416729e+01
  R200	H2	+ C2HO		= CH3	+ CO		4.817090e+01
  R8	C	+ SO2		= CO	+ SO		1.942264e+01
  R483	OH	+ C2H2O		= CO	+ CH3O		1.781115e+01
  R331	NO	+ C		= CO	+ N		1.582608e+01
  R110	CHO	+ C2H3O		= C2H4O	+ CO		9.336973e+00
  R340	NO	+ CH		= CO	+ NH		8.295968e-01
  R296	N2O	+ C		= CO	+ N2		9.804156e-02
  R482	OH	+ C2H2		= CO	+ CH3		8.804240e-02
  R431	O	+ CNO		= CO	+ NO		7.481475e-02
  R436	O	+ HCN		= CO	+ NH		3.605721e-02
  R60	CH3	+ C2H3O		= C2H6	+ CO		9.310813e-03
  R389	O	+ C2H		= CO	+ CH		8.860393e-03
  R171	H	+ HCNO		= CO	+ NH2		5.230170e-03
  R336	NO	+ C2HO		= CO	+ HCNO		4.447279e-03
  R50	CH2	+ CHO		= CO	+ CH3		3.435438e-03
  R165	H	+ CO2		= CO	+ OH		1.006453e-03
  R109	CHO	+ C2H3		= C2H4	+ CO		7.340381e-04
  R116	CHO	+ CN		= HCN	+ CO		6.160478e-04
  R35	CH2	+ C2H2O		= C2H4	+ CO		5.408398e-04
  R350	NO	+ CNO		= CO	+ N2O		2.416202e-04
  R477	OH	+ C2H		= CO	+ CH2		2.228480e-04
  R330	NH3	+ CNO		= CO	+ N2H3		1.627736e-04
  R352	NO	+ CNO		= CO	+ N2	+ O	1.466971e-04
  R333	NO	+ C2H		= HCN	+ CO		2.552639e-05
  R117	CHO	+ CNO		= HCNO	+ CO		1.332087e-05
  R546	SO2	+ C2H		= CO	+ OCS	+ H	7.589566e-06
  P31	OCS			= CO	+ S		7.460741e-06
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	2.026993e-06
  T48	CHO2			= CO	+ OH		1.517466e-06
  R355	NO2	+ C		= CO	+ NO		7.410652e-08
  R475	OCS	+ O		= CO	+ SO		6.400528e-08
  R538	S	+ OCS		= CO	+ S2		3.664017e-08
  R125	CS	+ O		= CO	+ S		2.710119e-08
  R7	C	+ OCS		= CO	+ CS		2.578363e-08
  R108	CHO	+ C2H		= C2H2	+ CO		1.587019e-08
  R372	NO2	+ CN		= CO	+ N2O		2.729165e-09
  P29	CH2O2			= H2O	+ CO		4.211928e-10
  R467	O(1D)	+ OCS		= CO	+ SO		3.900536e-10
  R375	NO2	+ CNO		= CO	+ NO	+ NO	3.301514e-10
  R361	NO2	+ C2HO		= CO	+ CHO	+ NO	1.218220e-10
  R515	OH	+ HCN		= CO	+ NH2		1.247706e-11
  R568	NO2	+ CHO		= CO	+ HNO2		1.440572e-15
  R421	O3	+ C2H2		= CO	+ CH2O2		3.453550e-18
  T14	CH2O			= CO	+ H2		1.495595e-28
  T16	CH2O2			= CO	+ H2O		3.390654e-29
  T30	C2H2O			= CO	+ CH2		4.091548e-30
  R124	CO2	+ CN		= CNO	+ CO		2.250019e-31
  T40	CNO			= CO	+ N		4.055143e-32
  T60	OCS			= CO	+ S		6.190707e-42
  T35	C2H4O			= CH4	+ CO		1.612317e-43
  T29	C2HO			= CO	+ CH		1.163023e-52

CO				LOSS RXS		INT RX RATE	TL = 2.11e+10

  M12	H	+ CO		= CHO			1.958818e+10
  R511	OH	+ CO		= CO2	+ H		1.547552e+09
  P35	CO			= C	+ O		4.085932e+06
  M39	OH	+ CO		= CHO2			4.224857e+05
  M31	O	+ CO		= CO2			1.724763e+05
  M6	CO	+ CH3		= C2H3O			9.298821e+01
  M5	CO	+ CH		= C2HO			2.975565e+01
  R122	CO	+ CH3		= C2H2	+ OH		1.442353e-39
  R121	CO	+ C2H4		= C2H3	+ CHO		1.167630e-64
  R120	CO	+ C2H2		= C2H	+ CHO		3.394459e-87
  R88	CH3S	+ CO		= OCS	+ CH3		0.000000e+00

************************************************************

OH				PRODUCTION RXS		INT RX RATE	TP = 2.62e+10

  P6	H2O			= H	+ OH		1.474807e+10
  R455	O(1D)	+ H2		= H	+ OH		8.798158e+09
  R433	O	+ H2		= H	+ OH		7.183705e+08
  R575	HSO	+ H		= HS	+ OH		6.161456e+08
  R180	H	+ HO2		= OH	+ OH		3.292815e+08 (x2)
  M16	H	+ O		= OH			3.153127e+08
  R439	O	+ HNO		= OH	+ NO		2.434182e+08
  R323	NH2	+ O		= OH	+ NH		1.118077e+08
  R426	O	+ CHO		= CO	+ OH		2.147970e+07
  R153	H	+ CH3O		= CH3	+ OH		9.635821e+06
  R189	H	+ NO2		= OH	+ NO		5.061008e+06
  R441	O	+ HO2		= OH	+ O2		5.628702e+05
  R428	O	+ CHO2		= CO2	+ OH		3.956061e+05
  R413	O	+ CH2O		= CHO	+ OH		2.926977e+05
  R578	HSO	+ O		= OH	+ SO		1.630585e+05
  R456	O(1D)	+ H2O		= OH	+ OH		1.478160e+05 (x2)
  R192	H	+ O3		= OH	+ O2		1.200406e+04
  R419	O	+ CH3O		= CH2O	+ OH		7.880845e+03
  R424	O	+ CH4O		= CH3O	+ OH		5.821881e+03
  R259	HO2	+ NO		= OH	+ NO2		3.265699e+03
  P14	HNO2			= NO	+ OH		1.831159e+03
  R166	H	+ H2O		= H2	+ OH		8.740863e+02
  R450	O(1D)	+ CH4		= CH3	+ OH		5.147634e+02
  T17	CH3O2			= CH2O	+ OH		5.003330e+02
  R319	NH2	+ H2O		= OH	+ NH3		3.490418e+02
  R571	S	+ HO2		= SO	+ OH		3.027634e+02
  R369	NO2	+ CHO		= NO	+ CO	+ OH	2.038489e+02
  P5	HO2			= O	+ OH		1.859269e+02
  R190	H	+ NO3		= OH	+ NO2		1.330266e+02
  R554	SO3	+ H		= OH	+ SO2		8.106059e+01
  R167	H	+ H2O2		= OH	+ H2O		5.988184e+01
  R401	O	+ C2H4O		= C2H3O	+ OH		4.544954e+01
  R231	H2S	+ O		= OH	+ HS		2.389912e+01
  R453	O(1D)	+ CH4O		= CH3O	+ OH		1.890568e+01
  R409	O	+ CH2		= CH	+ OH		1.595917e+01
  R423	O	+ CH4		= CH3	+ OH		1.284056e+01
  R394	O	+ C2H3		= C2H2	+ OH		9.329265e+00
  R406	O	+ C2H6		= C2H5	+ OH		7.208676e+00
  R404	O	+ C2H5		= C2H4	+ OH		6.663501e+00
  R461	O(1D)	+ NH3		= OH	+ NH2		5.416188e+00
  R274	HSO3	+ O		= OH	+ SO3		4.625693e+00
  P7	H2O2			= OH	+ OH		1.503055e+00 (x2)
  T53	HSO3			= OH	+ SO2		7.569806e-01
  R448	O(1D)	+ C2H6		= C2H5	+ OH		6.580588e-01
  R342	NO	+ CH		= CN	+ OH		4.645742e-01
  R175	H	+ HNO2		= OH	+ HNO		3.250489e-01
  R263	HS	+ HO2		= OH	+ HSO		9.801664e-02
  R155	H	+ CH3O2		= CH3O	+ OH		2.235117e-02
  R397	O	+ C2H4		= C2H3	+ OH		1.960604e-02
  P15	HNO3			= NO2	+ OH		1.562702e-02
  R558	HSO	+ O2		= OH	+ SO2		8.337681e-03
  R305	NH	+ O		= OH	+ N		4.390910e-03
  R201	NH	+ NO		= OH	+ N2		2.585620e-03
  R165	H	+ CO2		= CO	+ OH		1.006453e-03
  R434	O	+ H2O2		= OH	+ HO2		9.449554e-04
  R417	O	+ CH3NO2	= OH	+ CH2O	+ NO	5.586135e-04
  R447	O(1D)	+ C2H4		= C2H3	+ OH		5.085138e-04
  R215	H2O	+ C2H		= C2H2	+ OH		2.433954e-04
  P19	HNO4			= NO3	+ OH		3.552372e-05
  R407	O	+ CH		= OH	+ C		2.461798e-05
  T37	C2H5O			= C2H4	+ OH		2.264836e-05
  R268	HS	+ O2		= SO	+ OH		1.127069e-05
  R219	H2O	+ CN		= HCN	+ OH		1.036298e-05
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	2.378348e-06
