  T47	CH3O			= CH2O	+ H		9.233674e-03
  R304	NH	+ O		= NO	+ H		7.478250e-03
  R327	NH3	+ CH		= HCN	+ H2	+ H	3.564860e-03
  R301	NH	+ NO		= N2O	+ H		1.430846e-03
  R339	NO	+ CH		= H	+ CNO		1.210573e-03
  R281	N	+ CH		= CN	+ H		8.435492e-05
  T27	C2H5			= C2H4	+ H		5.423024e-08
  R308	NH	+ OH		= H	+ HNO		1.768375e-08
  T18	CH3O2			= CH2O2	+ H		1.345095e-09
  P28	CH2O2			= CHO2	+ H		2.104206e-10
  R495	OH	+ CH3		= CH3O	+ H		4.166692e-11
  R289	N	+ NH		= N2	+ H		1.508051e-11
  R479	OH	+ C2H2		= C2H2O	+ H		3.567449e-12
  R209	H2	+ HO2		= H2O2	+ H		1.130844e-13
  R3	C	+ H2		= CH	+ H		1.535765e-14
  R193	H2	+ C		= CH	+ H		1.535765e-14
  R213	H2	+ NO2		= H	+ HNO2		4.107298e-15
  T8	HNO			= H	+ NO		1.944557e-16
  T42	HSO			= SO	+ H		1.471699e-21
  T25	C2H3			= C2H2	+ H		2.621081e-23
  T59	H2S			= HS	+ H		4.433643e-24
  T19	CH4O			= CH3O	+ H		3.119541e-29
  T2	HO2			= O2	+ H		3.035246e-29
  R205	H2	+ CH3O2		= CH4O2	+ H		1.045445e-29
  R10	H2	+ C2H4		= C2H5	+ H		7.555986e-37
  T28	C2H6			= C2H5	+ H		1.688273e-43
  R41	H2	+ C2H2		= C2H3	+ H		7.368470e-49
  T57	HCN			= H	+ CN		3.633302e-68
  P38	H2			= H	+ H		0.000000e+00 (x2)

H				LOSS RXS		INT RX RATE	TL = 2.96e+10

  M12	H	+ CO		= CHO			2.064395e+10
  R146	H	+ CH2		= CH	+ H2		2.292378e+09
  R127	H	+ C2H		= C2H2			1.762311e+09
  M57	H	+ CH3		= CH4			1.423511e+09
  R145	H	+ CH		= C	+ H2		1.105704e+09
  R162	H	+ CHO		= CO	+ H2		8.326960e+08
  M13	H	+ H		= H2			2.893604e+08 (x2)
  R131	H	+ C2H3		= C2H4			1.995190e+08
  R575	HSO	+ H		= HS	+ OH		1.397212e+08
  M7	H	+ C2H2		= C2H3			1.339315e+08
  M9	H	+ C2H4		= C2H5			1.193427e+08
  R140	H	+ C2H5		= CH3	+ CH3		1.133796e+08
  R148	H	+ CH2O		= H2	+ CHO		4.016635e+07
  R152	H	+ CH3O		= CH4O			3.926707e+07
  R132	H	+ C2H3		= C2H2	+ H2		2.237083e+07
  R153	H	+ CH3O		= CH3	+ OH		2.228714e+07
  R230	H2S	+ H		= H2	+ HS		2.162686e+07
  R133	H	+ C2H3O		= CHO	+ CH3		2.142493e+07
  R560	HS	+ H		= H2	+ S		2.111580e+07
  R576	HSO	+ H		= H2	+ SO		1.241966e+07
  R134	H	+ C2H3O		= C2H2O	+ H2		1.168632e+07
  R130	H	+ C2H2O		= CO	+ CH3		7.148966e+06
  R141	H	+ C2H5		= C2H4	+ H2		5.668981e+06
  R147	H	+ CH2O		= CH3O			4.553768e+06
  M10	H	+ CHO		= CH2O			3.945157e+06
  R142	H	+ C2H5O		= C2H4O	+ H2		2.205455e+06
  R154	H	+ CH3O		= CH2O	+ H2		1.392946e+06
  M51	H	+ SO		= HSO			1.010521e+06
  R172	H	+ HNO		= H2	+ NO		8.833614e+05
  R639	N2H4	+ H		= N2H3	+ H2		6.437043e+05
  R641	N2H3	+ H		= NH2	+ NH2		5.039890e+05
  R138	H	+ C2H4O		= CH4	+ CHO		2.603605e+05
  R159	H	+ CH4O		= CH3O	+ H2		2.299275e+05
  M16	H	+ O		= OH			1.716972e+05
  M14	H	+ NH2		= NH3			1.650176e+05
  R137	H	+ C2H4O		= C2H3O	+ H2		1.600735e+05
  M18	H	+ OH		= H2O			4.916590e+04
  R180	H	+ HO2		= OH	+ OH		2.816713e+04
  R157	H	+ CH4		= CH3	+ H2		2.450595e+04
  M58	H	+ C2H5		= C2H6			8.376200e+03
  M48	SO2	+ H		= HSO2			7.156243e+03
  R143	H	+ C2H6		= C2H5	+ H2		6.985042e+03
  M15	H	+ NO		= HNO			5.320008e+03
  R189	H	+ NO2		= OH	+ NO		2.995638e+03
  R182	H	+ HO2		= H2	+ O2		2.699350e+03
  M17	H	+ O2		= HO2			1.970031e+03
  M56	H	+ CH2		= CH3			1.497887e+03
  R181	H	+ HO2		= O	+ H2O		6.259362e+02
  R567	HSO3	+ H		= H2	+ SO3		3.003209e+02
  R136	H	+ C2H4O		= C2H5O			3.300655e+01
  R554	SO3	+ H		= OH	+ SO2		9.320090e+00
  R192	H	+ O3		= OH	+ O2		8.917440e-01
  R186	H	+ NH3		= H2	+ NH2		5.527499e-01
  R150	H	+ CH3NO2	= CH4O	+ NO		2.868337e-01
  M23	N	+ H		= NH			2.469444e-01
  R190	H	+ NO3		= OH	+ NO2		1.248392e-01
  R163	H	+ CNO		= CO	+ NH		1.247426e-01
  R167	H	+ H2O2		= OH	+ H2O		1.025668e-01
  R166	H	+ H2O		= H2	+ OH		4.000922e-02
  R171	H	+ HCNO		= CO	+ NH2		3.419329e-02
  R168	H	+ H2O2		= H2	+ HO2		9.717095e-03
  M11	H	+ CN		= HCN			3.515153e-03
  R155	H	+ CH3O2		= CH3O	+ OH		1.042374e-03
  R135	H	+ C2H4		= C2H3	+ H2		1.062668e-05
  R175	H	+ HNO2		= OH	+ HNO		1.017486e-06
  R177	H	+ HNO2		= H2O	+ NO		9.004571e-07
  R161	H	+ CH4O2		= H2	+ CH3O2		7.822802e-08
  R160	H	+ CH4O2		= CH3O	+ H2O		6.483281e-08
  R165	H	+ CO2		= CO	+ OH		4.387540e-08
  R149	H	+ CH3		= CH2	+ H2		4.139923e-08
  R176	H	+ HNO2		= H2	+ NO2		1.525324e-09
  R164	H	+ CNO		= HCN	+ O		1.764551e-10
  R173	H	+ HNO		= OH	+ NH		1.893238e-11
  R169	H	+ HCNO		= H2	+ CNO		3.372497e-12
  R178	H	+ HNO3		= H2O	+ NO2		1.708141e-14
  R129	H	+ C2H2		= C2H	+ H2		8.608496e-16
  R174	H	+ HNO		= NH2	+ O		1.272212e-20
  R183	H	+ N2O		= NO	+ NH		5.471369e-21
  R179	H	+ HNO3		= H2	+ NO3		7.902863e-24
  R156	H	+ CH3O2		= CH4	+ O2		8.589669e-28
  R128	H	+ C2H		= H2	+ C2		1.059722e-30
  R188	H	+ NO		= OH	+ N		1.162940e-38
  R187	H	+ NO		= NH	+ O		3.064051e-54
  R103	CH4S	+ H		= CH3	+ H2S		0.000000e+00
  R104	CH4S	+ H		= H2	+ CH3S		0.000000e+00

************************************************************

CHO				PRODUCTION RXS		INT RX RATE	TP = 2.47e+10

  M12	H	+ CO		= CHO			2.064395e+10
  P20	CH2O			= CHO	+ H		2.513880e+09
  R272	HS	+ CH2O		= H2S	+ CHO		1.431310e+09
  R148	H	+ CH2O		= H2	+ CHO		4.016635e+07
  R133	H	+ C2H3O		= CHO	+ CH3		2.142493e+07
  R398	O	+ C2H4		= CH3	+ CHO		1.815707e+07
  R493	OH	+ CH2O		= CHO	+ H2O		1.338847e+07
  R413	O	+ CH2O		= CHO	+ OH		1.149306e+07
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	2.417265e+06
  P22	C2H4O			= CHO	+ CH3		1.427280e+06
  R138	H	+ C2H4O		= CH4	+ CHO		2.603605e+05
  R547	SO2	+ CH		= CHO	+ SO		1.196316e+03
  R79	CH3O	+ CH2O		= CH4O	+ CHO		3.425105e+01
  R55	CH2O	+ CN		= HCN	+ CHO		3.337342e+00
  R66	CH3	+ CH2O		= CH4	+ CHO		1.111800e+00
  R474	OCS	+ CH		= CHO	+ CS		2.785352e-02
  R56	CH2O	+ CNO		= HCNO	+ CHO		2.073758e-02
  R53	CH2O	+ C2H5		= C2H6	+ CHO		7.129825e-04
  R51	CH2O	+ C2H3		= C2H4	+ CHO		4.932538e-04
  R338	NO	+ CH		= N	+ CHO		4.025156e-04
  R52	CH2O	+ C2H3O		= C2H4O	+ CHO		1.690423e-07
  R361	NO2	+ C2HO		= CO	+ CHO	+ NO	1.102968e-08
  R252	HO2	+ CH2O		= CHO	+ H2O2		2.874951e-09
  P27	CH2O2			= CHO	+ OH		9.819626e-10
  R362	NO2	+ CH		= CHO	+ NO		1.201737e-10
  R54	CH2O	+ CH3O2		= CHO	+ CH4O2		1.498999e-23
  T33	C2H4O			= CHO	+ CH3		6.251850e-40
  R121	CO	+ C2H4		= C2H3	+ CHO		2.920898e-56
  R120	CO	+ C2H2		= C2H	+ CHO		5.161541e-82

CHO				LOSS RXS		INT RX RATE	TL = 2.47e+10

  R561	CHO	+ CHO		= CH2O	+ CO		9.042403e+09 (x2)
  T46	CHO			= CO	+ H		2.423323e+09
  R543	SO	+ CHO		= HSO	+ CO		1.533045e+09
  R162	H	+ CHO		= CO	+ H2		8.326960e+08
  R267	HS	+ CHO		= H2S	+ CO		5.477838e+08
  R426	O	+ CHO		= CO	+ OH		4.807441e+08
  R427	O	+ CHO		= CO2	+ H		4.807441e+08
  R569	S	+ CHO		= HS	+ CO		1.708276e+08
  R348	NO	+ CHO		= CO	+ HNO		1.251503e+08
  R71	CH3	+ CHO		= CH4	+ CO		6.942597e+06
  M10	H	+ CHO		= CH2O			3.945157e+06
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	2.417265e+06
  R114	CHO	+ CH3O		= CH2O	+ CH2O		1.490838e+06
  R70	CH3	+ CHO		= C2H4O			1.041390e+06
  R109	CHO	+ C2H3		= C2H4	+ CO		7.714814e+05
  R113	CHO	+ CH3O		= CH4O	+ CO		7.454188e+05
  R110	CHO	+ C2H3O		= C2H4O	+ CO		5.629559e+05
  R112	CHO	+ C2H5		= C2H6	+ CO		2.663345e+05
  R118	CHO	+ O2		= CO	+ HO2		1.764791e+05
  R237	HNO	+ CHO		= CH2O	+ NO		1.099106e+05
  R206	H2	+ CHO		= CH2O	+ H		8.789653e+04
  R369	NO2	+ CHO		= NO	+ CO	+ OH	4.916061e+04
  R368	NO2	+ CHO		= NO	+ CHO2		3.330631e+04
  R504	OH	+ CHO		= CO	+ H2O		2.209363e+04
  R370	NO2	+ CHO		= NO	+ CO2	+ H	8.912205e+02
  R50	CH2	+ CHO		= CO	+ CH3		1.183204e+02
  R108	CHO	+ C2H		= C2H2	+ CO		2.124642e+01
  R98	CH4	+ CHO		= CH2O	+ CH3		8.708688e-04
  R117	CHO	+ CNO		= HCNO	+ CO		3.042268e-04
  R116	CHO	+ CN		= HCN	+ CO		8.978707e-05
  R115	CHO	+ CH4O		= CH2O	+ CH3O		1.224132e-05
  R227	H2O2	+ CHO		= CH2O	+ HO2		1.337638e-08
  R568	NO2	+ CHO		= CO	+ HNO2		3.528706e-13

************************************************************

CO				PRODUCTION RXS		INT RX RATE	TP = 2.39e+10

  R561	CHO	+ CHO		= CH2O	+ CO		9.042403e+09
  P21	CH2O			= CO	+ H2		4.423577e+09
  P36	CO2			= CO	+ O		3.631421e+09
  T46	CHO			= CO	+ H		2.423323e+09
  R543	SO	+ CHO		= HSO	+ CO		1.533045e+09
  R162	H	+ CHO		= CO	+ H2		8.326960e+08
  P37	CO2			= CO	+ O(1D)		5.740074e+08
  R267	HS	+ CHO		= H2S	+ CO		5.477838e+08
  R426	O	+ CHO		= CO	+ OH		4.807441e+08
  R569	S	+ CHO		= HS	+ CO		1.708276e+08
  R348	NO	+ CHO		= CO	+ HNO		1.251503e+08
  R416	O	+ CH3		= CO	+ H2	+ H	4.411063e+07
  R200	H2	+ C2HO		= CH3	+ CO		1.018158e+07
  R130	H	+ C2H2O		= CO	+ CH3		7.148966e+06
  R71	CH3	+ CHO		= CH4	+ CO		6.942597e+06
  R123	CO2	+ CH2		= CH2O	+ CO		6.136795e+06
  R391	O	+ C2H2		= CO	+ CH2		4.989129e+06
  R483	OH	+ C2H2O		= CO	+ CH3O		3.413685e+06
  R572	S	+ CO2		= SO	+ CO		3.163641e+06
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	2.417265e+06
  R35	CH2	+ C2H2O		= C2H4	+ CO		1.805063e+06
  R60	CH3	+ C2H3O		= C2H6	+ CO		8.421640e+05
  R109	CHO	+ C2H3		= C2H4	+ CO		7.714814e+05
  R113	CHO	+ CH3O		= CH4O	+ CO		7.454188e+05
  R110	CHO	+ C2H3O		= C2H4O	+ CO		5.629559e+05
  R8	C	+ SO2		= CO	+ SO		5.337907e+05
  T32	C2H3O			= CO	+ CH3		4.234719e+05
  R6	C	+ O2		= CO	+ O		2.686509e+05
  R112	CHO	+ C2H5		= C2H6	+ CO		2.663345e+05
  P23	C2H4O			= CO	+ CH4		2.598192e+05
  R118	CHO	+ O2		= CO	+ HO2		1.764791e+05
  R369	NO2	+ CHO		= NO	+ CO	+ OH	4.916061e+04
  R482	OH	+ C2H2		= CO	+ CH3		2.832971e+04
  R504	OH	+ CHO		= CO	+ H2O		2.209363e+04
  R477	OH	+ C2H		= CO	+ CH2		1.140897e+04
  R411	O	+ CH2		= CO	+ H	+ H	5.287217e+03
  R408	O	+ CH		= CO	+ H		3.571054e+03
  R412	O	+ CH2		= CO	+ H2		3.216391e+03
  R389	O	+ C2H		= CO	+ CH		1.035831e+03
  R50	CH2	+ CHO		= CO	+ CH3		1.183204e+02
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	2.157385e+01
  R108	CHO	+ C2H		= C2H2	+ CO		2.124642e+01
  R296	N2O	+ C		= CO	+ N2		6.829428e+00
  R546	SO2	+ C2H		= CO	+ OCS	+ H	5.474635e+00
  R125	CS	+ O		= CO	+ S		4.757284e+00
  R7	C	+ OCS		= CO	+ CS		4.729431e+00
  P31	OCS			= CO	+ S		6.774007e-01
  R331	NO	+ C		= CO	+ N		2.967714e-01
  R163	H	+ CNO		= CO	+ NH		1.247426e-01
  R538	S	+ OCS		= CO	+ S2		3.967813e-02
  R171	H	+ HCNO		= CO	+ NH2		3.419329e-02
  T48	CHO2			= CO	+ OH		1.341306e-02
  R336	NO	+ C2HO		= CO	+ HCNO		1.307593e-02
  R436	O	+ HCN		= CO	+ NH		9.380535e-03
  R340	NO	+ CH		= CO	+ NH		7.566083e-03
  R333	NO	+ C2H		= HCN	+ CO		2.145847e-03
  R430	O	+ CN		= CO	+ N		2.096585e-03
  R431	O	+ CNO		= CO	+ NO		3.724648e-04
  R117	CHO	+ CNO		= HCNO	+ CO		3.042268e-04
  R475	OCS	+ O		= CO	+ SO		2.474865e-04
  R116	CHO	+ CN		= HCN	+ CO		8.978707e-05
  R350	NO	+ CNO		= CO	+ N2O		2.524543e-05
  R352	NO	+ CNO		= CO	+ N2	+ O	1.532729e-05
  R330	NH3	+ CNO		= CO	+ N2H3		9.553097e-06
  R467	O(1D)	+ OCS		= CO	+ SO		1.855275e-06
  R165	H	+ CO2		= CO	+ OH		4.387540e-08
  R361	NO2	+ C2HO		= CO	+ CHO	+ NO	1.102968e-08
  R355	NO2	+ C		= CO	+ NO		2.796185e-10
  P29	CH2O2			= H2O	+ CO		2.104206e-10
  R375	NO2	+ CNO		= CO	+ NO	+ NO	2.050644e-10
  R372	NO2	+ CN		= CO	+ N2O		5.102416e-12
  R515	OH	+ HCN		= CO	+ NH2		5.786969e-13
  R568	NO2	+ CHO		= CO	+ HNO2		3.528706e-13
  R421	O3	+ C2H2		= CO	+ CH2O2		3.135601e-14
  T30	C2H2O			= CO	+ CH2		5.339448e-25
  T14	CH2O			= CO	+ H2		8.296885e-28
  T40	CNO			= CO	+ N		2.485033e-31
  T16	CH2O2			= CO	+ H2O		4.520788e-32
  R124	CO2	+ CN		= CNO	+ CO		1.342180e-32
  T60	OCS			= CO	+ S		3.489719e-35
  T35	C2H4O			= CH4	+ CO		7.019798e-45
  T29	C2HO			= CO	+ CH		7.313243e-49

CO				LOSS RXS		INT RX RATE	TL = 2.37e+10

  M12	H	+ CO		= CHO			2.064395e+10
  R511	OH	+ CO		= CO2	+ H		2.566560e+09
  M31	O	+ CO		= CO2			2.969541e+08
  M39	OH	+ CO		= CHO2			1.674975e+08
  P35	CO			= C	+ O		3.991044e+07
  M6	CO	+ CH3		= C2H3O			4.975335e+05
  M5	CO	+ CH		= C2HO			3.444051e+04
  R122	CO	+ CH3		= C2H2	+ OH		3.236826e-36
  R121	CO	+ C2H4		= C2H3	+ CHO		2.920898e-56
  R120	CO	+ C2H2		= C2H	+ CHO		5.161541e-82
  R88	CH3S	+ CO		= OCS	+ CH3		0.000000e+00

************************************************************

H2				PRODUCTION RXS		INT RX RATE	TP = 1.08e+10

  P21	CH2O			= CO	+ H2		4.423577e+09
  R146	H	+ CH2		= CH	+ H2		2.292378e+09
  R145	H	+ CH		= C	+ H2		1.105704e+09
  P33	CH4			= CH21	+ H2		8.578176e+08
  R162	H	+ CHO		= CO	+ H2		8.326960e+08
  P67	N2H2			= N2	+ H2		3.648988e+08
  M13	H	+ H		= H2			2.893604e+08
  R596	CH21	+ H2		= CH2	+ H2		1.070840e+08
  P34	CH4			= CH	+ H2	+ H	9.711143e+07
  P58	C2H4			= C2H2	+ H2		7.842221e+07
  R416	O	+ CH3		= CO	+ H2	+ H	4.411063e+07
  P64	C2H6			= C2H2	+ H2	+ H2	4.241722e+07 (x2)
  R148	H	+ CH2O		= H2	+ CHO		4.016635e+07
  R132	H	+ C2H3		= C2H2	+ H2		2.237083e+07
  P62	C2H6			= C2H4	+ H2		2.199411e+07
  R230	H2S	+ H		= H2	+ HS		2.162686e+07
  R560	HS	+ H		= H2	+ S		2.111580e+07
  R481	OH	+ C2H2		= C2HO	+ H2		1.862462e+07
  R576	HSO	+ H		= H2	+ SO		1.241966e+07
  R134	H	+ C2H3O		= C2H2O	+ H2		1.168632e+07
  R141	H	+ C2H5		= C2H4	+ H2		5.668981e+06
  R324	NH2	+ O		= H2	+ NO		3.786660e+06
  R142	H	+ C2H5O		= C2H4O	+ H2		2.205455e+06
  P69	CH5N			= HCN	+ H2	+ H2	1.861896e+06 (x2)
  R154	H	+ CH3O		= CH2O	+ H2		1.392946e+06
  R399	O	+ C2H4		= C2H2O	+ H2		1.174027e+06
  R172	H	+ HNO		= H2	+ NO		8.833614e+05
  R639	N2H4	+ H		= N2H3	+ H2		6.437043e+05
  R159	H	+ CH4O		= CH3O	+ H2		2.299275e+05
  R137	H	+ C2H4O		= C2H3O	+ H2		1.600735e+05
  R157	H	+ CH4		= CH3	+ H2		2.450595e+04
  R143	H	+ C2H6		= C2H5	+ H2		6.985042e+03
  R412	O	+ CH2		= CO	+ H2		3.216391e+03
  R182	H	+ HO2		= H2	+ O2		2.699350e+03
  R451	O(1D)	+ CH4		= CH2O	+ H2		1.691449e+03
  R567	HSO3	+ H		= H2	+ SO3		3.003209e+02
  R282	N	+ CH3		= H2	+ HCN		2.963258e+01
  R186	H	+ NH3		= H2	+ NH2		5.527499e-01
  R166	H	+ H2O		= H2	+ OH		4.000922e-02
  R168	H	+ H2O2		= H2	+ HO2		9.717095e-03
  R327	NH3	+ CH		= HCN	+ H2	+ H	3.564860e-03
  P43	NH3			= NH	+ H2		1.630076e-03
  R135	H	+ C2H4		= C2H3	+ H2		1.062668e-05
  R161	H	+ CH4O2		= H2	+ CH3O2		7.822802e-08
  R149	H	+ CH3		= CH2	+ H2		4.139923e-08
  R95	CH4	+ CH3		= H2	+ C2H5		1.862797e-08
  R176	H	+ HNO2		= H2	+ NO2		1.525324e-09
  R169	H	+ HCNO		= H2	+ CNO		3.372497e-12
  R129	H	+ C2H2		= C2H	+ H2		8.608496e-16
  R179	H	+ HNO3		= H2	+ NO3		7.902863e-24
  T58	H2S			= H2	+ S		1.733212e-25
  T14	CH2O			= CO	+ H2		8.296885e-28
  R128	H	+ C2H		= H2	+ C2		1.059722e-30
  T26	C2H4			= C2H2	+ H2		7.197998e-36
  T21	CH4O			= CH2O	+ H2		4.496139e-43
  T34	C2H4O			= C2H2O	+ H2		1.788686e-44
  T15	CH2O2			= CO2	+ H2		5.601472e-45
  R104	CH4S	+ H		= H2	+ CH3S		0.000000e+00

H2				LOSS RXS		INT RX RATE	TL = 1.13e+10

  R212	H2	+ NH2		= NH3	+ H		3.132953e+09
  R195	H2	+ C2H		= C2H2	+ H		2.420879e+09
  R512	OH	+ H2		= H2O	+ H		1.443067e+09
  M2	C	+ H2		= CH2			1.144812e+09
  R202	H2	+ CH		= CH2	+ H		1.034493e+09
  R597	CH21	+ H2		= CH3	+ H		7.852829e+08
  R455	O(1D)	+ H2		= H	+ OH		5.520387e+08
  R433	O	+ H2		= H	+ OH		5.267261e+08
  M73	CH	+ H2		= CH3			1.488046e+08
  R596	CH21	+ H2		= CH2	+ H2		1.070840e+08
  R200	H2	+ C2HO		= CH3	+ CO		1.018158e+07
  R199	H2	+ C2HO		= C2H3O			8.484646e+06
  M24	N	+ H2		= NH2			1.383940e+05
  R203	H2	+ CH3		= CH4	+ H		1.192387e+05
  R206	H2	+ CHO		= CH2O	+ H		8.789653e+04
  R198	H2	+ C2H5		= C2H6	+ H		4.060923e+03
  R197	H2	+ C2H3		= C2H4	+ H		1.012885e+02
  R207	H2	+ CN		= HCN	+ H		7.957591e+01
  R204	H2	+ CH3O		= CH4O	+ H		2.323271e+00
  R209	H2	+ HO2		= H2O2	+ H		1.130844e-13
  R3	C	+ H2		= CH	+ H		1.535765e-14
  R193	H2	+ C		= CH	+ H		1.535765e-14
  R213	H2	+ NO2		= H	+ HNO2		4.107298e-15
  R196	H2	+ C2H2		= C2H4			1.727384e-29
  R205	H2	+ CH3O2		= CH4O2	+ H		1.045445e-29
  R10	H2	+ C2H4		= C2H5	+ H		7.555986e-37
  R41	H2	+ C2H2		= C2H3	+ H		7.368470e-49
  P38	H2			= H	+ H		0.000000e+00

************************************************************

CH2O				PRODUCTION RXS		INT RX RATE	TP = 9.17e+09

  R561	CHO	+ CHO		= CH2O	+ CO		9.042403e+09
  R415	O	+ CH3		= CH2O	+ H		1.079631e+08
  R400	O	+ C2H4		= CH2O	+ CH2		9.070941e+06
  R123	CO2	+ CH2		= CH2O	+ CO		6.136795e+06
  M10	H	+ CHO		= CH2O			3.945157e+06
  R114	CHO	+ CH3O		= CH2O	+ CH2O		1.490838e+06 (x2)
  R154	H	+ CH3O		= CH2O	+ H2		1.392946e+06
  R419	O	+ CH3O		= CH2O	+ OH		3.428864e+05
  R405	O	+ C2H5		= CH2O	+ CH3		2.633521e+05
  R237	HNO	+ CHO		= CH2O	+ NO		1.099106e+05
  R206	H2	+ CHO		= CH2O	+ H		8.789653e+04
  R334	NO	+ C2H3		= CH2O	+ HCN		3.157664e+04
  R67	CH3	+ CH3O		= CH2O	+ CH4		2.382833e+04
  R346	NO	+ CH3O		= CH2O	+ HNO		1.244410e+04
  R451	O(1D)	+ CH4		= CH2O	+ H2		1.691449e+03
  R548	SO2	+ CH2		= CH2O	+ SO		1.460753e+03
  R75	CH3O	+ C2H3		= C2H4	+ CH2O		1.159867e+03
  R492	OH	+ CH2		= CH2O	+ H		5.958091e+02
  R77	CH3O	+ C2H5		= C2H6	+ CH2O		2.648998e+02
  R81	CH3O	+ O2		= CH2O	+ HO2		2.324509e+02
  T17	CH3O2			= CH2O	+ OH		1.532037e+02
  R499	OH	+ CH3O		= CH2O	+ H2O		1.482052e+02
  R392	O	+ C2H2N		= CH2O	+ CN		3.916107e+00
  R73	CH3O	+ C2H		= CH2O	+ C2H2		3.035181e+00
  R365	NO2	+ CH3		= CH2O	+ HNO		1.350977e+00
  R46	CH2	+ CH3O		= CH2O	+ CH3		6.227554e-02
  T47	CH3O			= CH2O	+ H		9.233674e-03
  T36	C2H5O			= CH2O	+ CH3		3.252432e-03
  R417	O	+ CH3NO2	= OH	+ CH2O	+ NO	2.906141e-03
  R363	NO2	+ CH2		= CH2O	+ NO		1.338392e-03
  R366	NO2	+ CH3O		= CH2O	+ HNO2		9.893208e-04
  R98	CH4	+ CHO		= CH2O	+ CH3		8.708688e-04
  R418	O	+ CH3NO3	= OH	+ CH2O	+ NO2	3.737650e-05
