  R207	H2	+ CN		= HCN	+ H		6.545220e-03
  R506	OH	+ CN		= H	+ CNO		3.195396e-03
  P28	CH2O2			= CHO2	+ H		3.058377e-03
  R212	H2	+ NH2		= NH3	+ H		1.687347e-03
  T47	CH3O			= CH2O	+ H		1.543985e-03
  R304	NH	+ O		= NO	+ H		6.371615e-04
  R204	H2	+ CH3O		= CH4O	+ H		5.945848e-04
  R198	H2	+ C2H5		= C2H6	+ H		9.956338e-05
  R546	SO2	+ C2H		= CO	+ OCS	+ H	4.472953e-05
  R277	N	+ C2H3		= C2H2N	+ H		4.049953e-05
  R197	H2	+ C2H3		= C2H4	+ H		5.336921e-07
  R301	NH	+ NO		= N2O	+ H		2.446664e-07
  R213	H2	+ NO2		= H	+ HNO2		1.181900e-07
  R209	H2	+ HO2		= H2O2	+ H		1.778595e-08
  T38	C2H5O			= C2H4O	+ H		2.044584e-09
  P68	N2H4			= N2H3	+ H		8.972171e-10
  R308	NH	+ OH		= H	+ HNO		7.802768e-11
  T8	HNO			= H	+ NO		1.462115e-11
  P70	C2H5N			= HCN	+ CH3	+ H	6.536276e-12
  R289	N	+ NH		= N2	+ H		6.207904e-12
  R495	OH	+ CH3		= CH3O	+ H		8.405452e-13
  T27	C2H5			= C2H4	+ H		5.698556e-13
  R479	OH	+ C2H2		= C2H2O	+ H		3.349582e-16
  R3	C	+ H2		= CH	+ H		3.898382e-18
  R193	H2	+ C		= CH	+ H		3.898382e-18
  T25	C2H3			= C2H2	+ H		1.041011e-20
  T2	HO2			= O2	+ H		5.792840e-22
  R205	H2	+ CH3O2		= CH4O2	+ H		9.324852e-24
  T59	H2S			= HS	+ H		2.279208e-25
  T19	CH4O			= CH3O	+ H		1.942761e-26
  T42	HSO			= SO	+ H		1.894352e-27
  R10	H2	+ C2H4		= C2H5	+ H		1.294164e-41
  T28	C2H6			= C2H5	+ H		3.856043e-49
  R41	H2	+ C2H2		= C2H3	+ H		5.761485e-51
  T57	HCN			= H	+ CN		1.497792e-71
  P38	H2			= H	+ H		0.000000e+00 (x2)

H				LOSS RXS		INT RX RATE	TL = 2.98e+11

  M12	H	+ CO		= CHO			9.817530e+10
  R162	H	+ CHO		= CO	+ H2		7.740337e+10
  M17	H	+ O2		= HO2			3.215525e+10
  R180	H	+ HO2		= OH	+ OH		2.465220e+10
  R148	H	+ CH2O		= H2	+ CHO		2.330285e+10
  R146	H	+ CH2		= CH	+ H2		9.235640e+09
  M16	H	+ O		= OH			6.811743e+09
  R145	H	+ CH		= C	+ H2		5.439930e+09
  R152	H	+ CH3O		= CH4O			4.183806e+09
  R147	H	+ CH2O		= CH3O			3.843624e+09
  R153	H	+ CH3O		= CH3	+ OH		2.366142e+09
  R182	H	+ HO2		= H2	+ O2		2.362502e+09
  R133	H	+ C2H3O		= CHO	+ CH3		1.526082e+09
  M13	H	+ H		= H2			1.513344e+09 (x2)
  R130	H	+ C2H2O		= CO	+ CH3		9.122693e+08
  R134	H	+ C2H3O		= C2H2O	+ H2		8.324084e+08
  R181	H	+ HO2		= O	+ H2O		5.478266e+08
  R192	H	+ O3		= OH	+ O2		5.324644e+08
  R159	H	+ CH4O		= CH3O	+ H2		1.850978e+08
  R154	H	+ CH3O		= CH2O	+ H2		1.478839e+08
  R189	H	+ NO2		= OH	+ NO		1.789513e+07
  M57	H	+ CH3		= CH4			3.871486e+06
  R167	H	+ H2O2		= OH	+ H2O		1.351784e+06
  R157	H	+ CH4		= CH3	+ H2		8.784508e+05
  M9	H	+ C2H4		= C2H5			2.658215e+05
  M10	H	+ CHO		= CH2O			2.405970e+05
  M18	H	+ OH		= H2O			1.598886e+05
  R168	H	+ H2O2		= H2	+ HO2		1.343927e+05
  R142	H	+ C2H5O		= C2H4O	+ H2		1.230840e+05
  R131	H	+ C2H3		= C2H4			5.185012e+04
  R140	H	+ C2H5		= CH3	+ CH3		2.946472e+04
  R172	H	+ HNO		= H2	+ NO		2.599219e+04
  M15	H	+ NO		= HNO			1.897461e+04
  R127	H	+ C2H		= C2H2			1.122552e+04
  R171	H	+ HCNO		= CO	+ NH2		9.857190e+03
  M56	H	+ CH2		= CH3			9.460651e+03
  R155	H	+ CH3O2		= CH3O	+ OH		9.310165e+03
  R132	H	+ C2H3		= C2H2	+ H2		5.710368e+03
  R575	HSO	+ H		= HS	+ OH		4.704504e+03
  M51	H	+ SO		= HSO			3.374910e+03
  R190	H	+ NO3		= OH	+ NO2		3.339222e+03
  R138	H	+ C2H4O		= CH4	+ CHO		2.998124e+03
  R137	H	+ C2H4O		= C2H3O	+ H2		1.843291e+03
  R141	H	+ C2H5		= C2H4	+ H2		1.473236e+03
  R230	H2S	+ H		= H2	+ HS		1.340389e+03
  R560	HS	+ H		= H2	+ S		1.123800e+03
  R576	HSO	+ H		= H2	+ SO		4.181781e+02
  M23	N	+ H		= NH			1.775346e+02
  M7	H	+ C2H2		= C2H3			1.213344e+02
  M48	SO2	+ H		= HSO2			1.128335e+02
  R554	SO3	+ H		= OH	+ SO2		4.535161e+01
  R163	H	+ CNO		= CO	+ NH		1.164261e+00
  R136	H	+ C2H4O		= C2H5O			6.853899e-01
  R143	H	+ C2H6		= C2H5	+ H2		5.999367e-01
  R150	H	+ CH3NO2	= CH4O	+ NO		4.730406e-01
  R567	HSO3	+ H		= H2	+ SO3		1.328855e-01
  M58	H	+ C2H5		= C2H6			9.296038e-02
  M14	H	+ NH2		= NH3			7.533027e-02
  R175	H	+ HNO2		= OH	+ HNO		1.590502e-02
  R177	H	+ HNO2		= H2O	+ NO		1.139237e-02
  M11	H	+ CN		= HCN			7.969385e-04
  R161	H	+ CH4O2		= H2	+ CH3O2		1.993498e-04
  R160	H	+ CH4O2		= CH3O	+ H2O		1.652145e-04
  R176	H	+ HNO2		= H2	+ NO2		4.373942e-05
  R166	H	+ H2O		= H2	+ OH		2.777003e-05
  R135	H	+ C2H4		= C2H3	+ H2		4.006945e-06
  R178	H	+ HNO3		= H2O	+ NO2		1.911664e-06
  R165	H	+ CO2		= CO	+ OH		2.660007e-07
  R173	H	+ HNO		= OH	+ NH		1.088549e-08
  R164	H	+ CNO		= HCN	+ O		8.533025e-09
  R149	H	+ CH3		= CH2	+ H2		7.976313e-09
  R641	N2H3	+ H		= NH2	+ NH2		9.400959e-10
  R169	H	+ HCNO		= H2	+ CNO		4.176404e-10
  R186	H	+ NH3		= H2	+ NH2		2.749514e-10
  R639	N2H4	+ H		= N2H3	+ H2		4.287911e-11
  R179	H	+ HNO3		= H2	+ NO3		4.640569e-16
  R174	H	+ HNO		= NH2	+ O		6.924665e-18
  R129	H	+ C2H2		= C2H	+ H2		9.894387e-19
  R156	H	+ CH3O2		= CH4	+ O2		7.378594e-19
  R183	H	+ N2O		= NO	+ NH		1.111602e-23
  R128	H	+ C2H		= H2	+ C2		1.352680e-32
  R188	H	+ NO		= OH	+ N		3.775431e-34
  R187	H	+ NO		= NH	+ O		9.745956e-50
  R103	CH4S	+ H		= CH3	+ H2S		0.000000e+00
  R104	CH4S	+ H		= H2	+ CH3S		0.000000e+00

************************************************************

CO2				PRODUCTION RXS		INT RX RATE	TP = 4.76e+11

  R454	O(1D)	+ CO2		= CO2	+ O		3.040084e+11
  R511	OH	+ CO		= CO2	+ H		1.303891e+11
  R427	O	+ CHO		= CO2	+ H		2.633212e+10
  M31	O	+ CO		= CO2			1.079482e+10
  R645	O2	+ CHO2		= HO2	+ CO2		4.736571e+09
  R370	NO2	+ CHO		= NO	+ CO2	+ H	3.323722e+07
  R358	NO2	+ C2H3O		= CO2	+ CH3	+ NO	5.504610e+06
  R428	O	+ CHO2		= CO2	+ OH		7.079545e+05
  R337	NO	+ C2HO		= HCN	+ CO2		3.190638e+03
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	1.840585e+03
  R457	O(1D)	+ HCNO		= CO2	+ NH		1.942145e+01
  R505	OH	+ CHO2		= CO2	+ H2O		1.166013e+01
  T49	CHO2			= CO2	+ H		2.707879e+00
  R360	NO2	+ C2HO		= CO2	+ HCNO		8.370013e-04
  R438	O	+ HCNO		= CO2	+ NH		4.251855e-04
  R351	NO	+ CNO		= CO2	+ N2		3.616556e-05
  R374	NO2	+ CNO		= CO2	+ N2O		1.812611e-05
  R473	OCS	+ OH		= CO2	+ HS		4.924744e-11
  R373	NO2	+ CN		= CO2	+ N2		4.657708e-14
  T15	CH2O2			= CO2	+ H2		4.005273e-31

CO2				LOSS RXS		INT RX RATE	TL = 6.39e+11

  P37	CO2			= CO	+ O(1D)		3.154895e+11
  R454	O(1D)	+ CO2		= CO2	+ O		3.040084e+11
  P36	CO2			= CO	+ O		1.952680e+10
  R123	CO2	+ CH2		= CH2O	+ CO		4.599665e+07
  R572	S	+ CO2		= SO	+ CO		1.058065e+07
  R165	H	+ CO2		= CO	+ OH		2.660007e-07
  R124	CO2	+ CN		= CNO	+ CO		4.994930e-31

************************************************************

O				PRODUCTION RXS		INT RX RATE	TP = 4.19e+11

  R454	O(1D)	+ CO2		= CO2	+ O		3.040084e+11
  R6	C	+ O2		= CO	+ O		3.495842e+10
  P35	CO			= C	+ O		2.951849e+10
  P36	CO2			= CO	+ O		1.952680e+10
  R458	O(1D)	+ N2		= O	+ N2		1.013403e+10
  P8	NO2			= NO	+ O		7.814491e+09
  P2	O2			= O	+ O(1D)		6.705931e+09
  P1	O2			= O	+ O		2.281549e+09 (x2)
  R464	O(1D)	+ O2		= O	+ O2		7.662409e+08
  R181	H	+ HO2		= O	+ H2O		5.478266e+08
  P3	O3			= O2	+ O		1.589919e+08
  P10	NO3			= NO2	+ O		9.216411e+07
  P46	SO2			= SO	+ O		6.459213e+07
  P5	HO2			= O	+ OH		9.305717e+06
  P13	N2O5			= NO3	+ NO	+ O	2.546988e+06
  P51	SO			= S	+ O		3.505953e+05
  R536	S	+ O2		= SO	+ O		8.876693e+04
  P44	NO			= N	+ O		5.651139e+04
  R291	N	+ NO		= O	+ N2		5.492278e+04
  R544	SO	+ O2		= SO2	+ O		2.078077e+04
  R526	OH	+ OH		= H2O	+ O		7.291372e+03
  P49	HSO			= HS	+ O		1.808644e+03
  R40	NH	+ OH		= NH2	+ O		1.622184e+03
  R292	N	+ NO2		= N2O	+ O		1.130132e+03
  R466	O(1D)	+ O3		= O2	+ O	+ O	2.446232e+01 (x2)
  R332	NO	+ C		= CN	+ O		1.695895e+01
  P30	SO3			= SO2	+ O		1.645598e+01
  R341	NO	+ CH		= O	+ HCN		7.220691e+00
  P16	HNO3			= HNO2	+ O		4.621394e+00
  R293	N	+ O2		= NO	+ O		2.189843e+00
  R562	SO21	+ O2		= O	+ SO3		5.324947e-03
  R478	OH	+ C2H		= C2H2	+ O		3.607196e-03
  T44	HSO2			= O	+ HSO		2.090979e-03
  R352	NO	+ CNO		= CO	+ N2	+ O	1.916985e-05
  R644	NH2	+ OH		= NH3	+ O		5.870221e-06
  R507	OH	+ CN		= O	+ HCN		1.505719e-06
  T1	O3			= O2	+ O		6.280668e-07
  R164	H	+ CNO		= HCN	+ O		8.533025e-09
  R509	OH	+ CNO		= HCNO	+ O		3.541157e-11
  R540	CS	+ O2		= OCS	+ O		2.580290e-12
  R307	NH	+ O2		= O	+ HNO		3.301225e-14
  R174	H	+ HNO		= NH2	+ O		6.924665e-18
  T4	N2O			= N2	+ O		2.802218e-22
  T5	NO2			= NO	+ O		7.175541e-35
  R187	H	+ NO		= NH	+ O		9.745956e-50
  T41	SO3			= SO2	+ O		1.708003e-52

O				LOSS RXS		INT RX RATE	TL = 4.19e+11

  R415	O	+ CH3		= CH2O	+ H		1.041924e+11
  R445	O	+ OH		= O2	+ H		7.843748e+10
  R413	O	+ CH2O		= CHO	+ OH		7.807374e+10
  R416	O	+ CH3		= CO	+ H2	+ H	4.257004e+10
  R441	O	+ HO2		= OH	+ O2		2.830819e+10
  R426	O	+ CHO		= CO	+ OH		2.633212e+10
  R427	O	+ CHO		= CO2	+ H		2.633212e+10
  M31	O	+ CO		= CO2			1.079482e+10
  M16	H	+ O		= OH			6.811743e+09
  R408	O	+ CH		= CO	+ H		5.770159e+09
  R398	O	+ C2H4		= CH3	+ CHO		1.852388e+09
  R424	O	+ CH4O		= CH3O	+ OH		1.680971e+09
  R419	O	+ CH3O		= CH2O	+ OH		1.233188e+09
  R400	O	+ C2H4		= CH2O	+ CH2		1.075023e+09
  R411	O	+ CH2		= CO	+ H	+ H	8.356161e+08
  R396	O	+ C2H4		= C2H3O	+ H		8.082550e+08
  M35	O	+ O2		= O3			7.611401e+08
  M34	O	+ O		= O2			6.445367e+08 (x2)
  R442	O	+ NO2		= NO	+ O2		5.219751e+08
  R412	O	+ CH2		= CO	+ H2		5.083331e+08
  R420	O	+ CH3O		= CH3	+ O2		4.404241e+08
  R399	O	+ C2H4		= C2H2O	+ H2		1.154650e+08
  R409	O	+ CH2		= CH	+ OH		5.013697e+07
  R414	O	+ CH3		= CH3O			2.872086e+07
  R439	O	+ HNO		= OH	+ NO		2.002504e+07
  R423	O	+ CH4		= CH3	+ OH		1.365692e+07
  R433	O	+ H2		= H	+ OH		6.238627e+06
  M33	O	+ NO2		= NO3			3.211456e+06
  M32	O	+ NO		= NO2			2.362200e+06
  R391	O	+ C2H2		= CO	+ CH2		9.693573e+05
  R428	O	+ CHO2		= CO2	+ OH		7.079545e+05
  R401	O	+ C2H4O		= C2H3O	+ OH		2.191826e+05
  R434	O	+ H2O2		= OH	+ HO2		1.730110e+05
  R402	O	+ C2H5		= C2H5O			1.220651e+05
  M46	SO	+ O		= SO2			1.162517e+05
  R397	O	+ C2H4		= C2H3	+ OH		1.000613e+05
  R403	O	+ C2H5		= C2H4O	+ H		8.424578e+04
  R393	O	+ C2H3		= C2H3O			6.225521e+04
  R394	O	+ C2H3		= C2H2	+ OH		6.225521e+04
  R395	O	+ C2H3		= C2H2O	+ H		5.896670e+04
  R443	O	+ NO3		= NO2	+ O2		1.862334e+04
  R578	HSO	+ O		= OH	+ SO		1.692103e+04
  R405	O	+ C2H5		= CH2O	+ CH3		1.691250e+04
  M49	SO2	+ O		= SO3			1.349845e+04
  R444	O	+ O3		= O2	+ O2		1.343622e+04
  R404	O	+ C2H5		= C2H4	+ OH		1.220651e+04
  R322	NH2	+ O		= H	+ HNO		9.084908e+03
  R422	O	+ CH3O2		= CH3O	+ O2		6.234487e+03
  R266	HS	+ O		= H	+ SO		5.319871e+03
  R407	O	+ CH		= OH	+ C		2.732998e+03
  R390	O	+ C2H2		= H	+ C2HO		2.616439e+03
  R323	NH2	+ O		= OH	+ NH		1.410775e+03
  R324	NH2	+ O		= H2	+ NO		1.009434e+03
  R389	O	+ C2H		= CO	+ CH		8.212371e+02
  R231	H2S	+ O		= OH	+ HS		2.958996e+02
  R430	O	+ CN		= CO	+ N		1.878389e+02
  R406	O	+ C2H6		= C2H5	+ OH		3.037030e+01
  R440	O	+ HNO4		= HNO3	+ O2		2.875419e+01
  M26	N	+ O		= NO			2.076225e+01
  R431	O	+ CNO		= CO	+ NO		1.199445e+00
  R418	O	+ CH3NO3	= OH	+ CH2O	+ NO2	4.631880e-01
  R435	O	+ HCN		= H	+ CNO		2.548281e-01
  R417	O	+ CH3NO2	= OH	+ CH2O	+ NO	1.501690e-01
  R274	HSO3	+ O		= OH	+ SO3		1.327367e-01
  R436	O	+ HCN		= CO	+ NH		1.092120e-01
  R304	NH	+ O		= NO	+ H		6.371615e-04
  R438	O	+ HCNO		= CO2	+ NH		4.251855e-04
  R305	NH	+ O		= OH	+ N		6.371615e-05
  R446	O	+ S2		= S	+ SO		5.825830e-05
  R425	O	+ CH4O2		= CH3O2	+ OH		5.305960e-05
  R392	O	+ C2H2N		= CH2O	+ CN		4.049953e-05
  R125	CS	+ O		= CO	+ S		2.284309e-05
  R475	OCS	+ O		= CO	+ SO		2.020167e-05
  R437	O	+ HCNO		= CNO	+ OH		8.729749e-08
  R432	O	+ CNO		= CN	+ O2		2.858047e-08
  R553	SO2	+ O		= SO	+ O2		1.110743e-14
  R429	O	+ CN		= C	+ NO		9.270048e-32
  R555	SO3	+ O		= SO2	+ O2		8.362574e-34
  R106	CH4S	+ O		= CH3	+ HSO		0.000000e+00

************************************************************

O(1D)				PRODUCTION RXS		INT RX RATE	TP = 3.22e+11

  P37	CO2			= CO	+ O(1D)		3.154895e+11
  P2	O2			= O	+ O(1D)		6.705931e+09
  P4	O3			= O2	+ O(1D)		6.955608e+07
  P11	N2O			= N2	+ O(1D)		1.019529e+03
  P17	HNO3			= HNO2	+ O(1D)		3.317923e+00

O(1D)				LOSS RXS		INT RX RATE	TL = 3.22e+11

  R454	O(1D)	+ CO2		= CO2	+ O		3.040084e+11
  R458	O(1D)	+ N2		= O	+ N2		1.013403e+10
  R450	O(1D)	+ CH4		= CH3	+ OH		3.633854e+09
  R455	O(1D)	+ H2		= H	+ OH		2.220083e+09
  R449	O(1D)	+ CH4		= CH3O	+ H		9.647400e+08
  R464	O(1D)	+ O2		= O	+ O2		7.662409e+08
  R451	O(1D)	+ CH4		= CH2O	+ H2		2.411850e+08
  R453	O(1D)	+ CH4O		= CH3O	+ OH		2.181546e+08
  R452	O(1D)	+ CH4O		= CH3O2	+ H		4.674740e+07
  R456	O(1D)	+ H2O		= OH	+ OH		3.160441e+07
  R447	O(1D)	+ C2H4		= C2H3	+ OH		4.060363e+04
  R448	O(1D)	+ C2H6		= C2H5	+ OH		5.129030e+02
  R465	O(1D)	+ O3		= O2	+ O2		2.446232e+01
  R466	O(1D)	+ O3		= O2	+ O	+ O	2.446232e+01
  R457	O(1D)	+ HCNO		= CO2	+ NH		1.942145e+01
  R462	O(1D)	+ NO		= O2	+ N		6.560082e-01
  R460	O(1D)	+ N2O		= NO	+ NO		4.234171e-01
  R459	O(1D)	+ N2O		= O2	+ N2		2.704029e-01
  M36	O(1D)	+ N2		= N2O			1.315704e-01
  R463	O(1D)	+ NO2		= O2	+ NO		2.579085e-02
  R461	O(1D)	+ NH3		= OH	+ NH2		6.095503e-04
  R467	O(1D)	+ OCS		= CO	+ SO		8.951285e-07

************************************************************

H2				PRODUCTION RXS		INT RX RATE	TP = 2.40e+11

  R162	H	+ CHO		= CO	+ H2		7.740337e+10
  P33	CH4			= CH21	+ H2		6.553664e+10
  R416	O	+ CH3		= CO	+ H2	+ H	4.257004e+10
  R148	H	+ CH2O		= H2	+ CHO		2.330285e+10
  R146	H	+ CH2		= CH	+ H2		9.235640e+09
  P34	CH4			= CH	+ H2	+ H	7.419242e+09
  R145	H	+ CH		= C	+ H2		5.439930e+09
  R596	CH21	+ H2		= CH2	+ H2		3.617662e+09
  R182	H	+ HO2		= H2	+ O2		2.362502e+09
  M13	H	+ H		= H2			1.513344e+09
  R134	H	+ C2H3O		= C2H2O	+ H2		8.324084e+08
