  R230	H2S	+ H		= H2	+ HS		2.124933e+08
  R132	H	+ C2H3		= C2H2	+ H2		1.345361e+08
  R147	H	+ CH2O		= CH3O			1.082053e+08
  R141	H	+ C2H5		= C2H4	+ H2		7.838322e+07
  R172	H	+ HNO		= H2	+ NO		5.800183e+07
  R154	H	+ CH3O		= CH2O	+ H2		4.735655e+07
  R133	H	+ C2H3O		= CHO	+ CH3		1.392463e+07
  M10	H	+ CHO		= CH2O			1.000523e+07
  R143	H	+ C2H6		= C2H5	+ H2		9.677891e+06
  R575	HSO	+ H		= HS	+ OH		9.300302e+06
  R130	H	+ C2H2O		= CO	+ CH3		7.761325e+06
  R134	H	+ C2H3O		= C2H2O	+ H2		7.595251e+06
  R157	H	+ CH4		= CH3	+ H2		6.639924e+06
  M18	H	+ OH		= H2O			1.767537e+06
  R142	H	+ C2H5O		= C2H4O	+ H2		1.566514e+06
  M51	H	+ SO		= HSO			1.065751e+06
  R138	H	+ C2H4O		= CH4	+ CHO		9.893031e+05
  R576	HSO	+ H		= H2	+ SO		8.266935e+05
  R137	H	+ C2H4O		= C2H3O	+ H2		6.082382e+05
  M56	H	+ CH2		= CH3			3.911567e+05
  M16	H	+ O		= OH			5.865378e+04
  M58	H	+ C2H5		= C2H6			4.750259e+04
  M15	H	+ NO		= HNO			4.500787e+04
  M48	SO2	+ H		= HSO2			2.104192e+04
  R163	H	+ CNO		= CO	+ NH		1.583448e+04
  R186	H	+ NH3		= H2	+ NH2		1.283348e+04
  M23	N	+ H		= NH			1.217004e+04
  M11	H	+ CN		= HCN			6.260658e+03
  M17	H	+ O2		= HO2			2.071493e+03
  R180	H	+ HO2		= OH	+ OH		1.885567e+03
  R171	H	+ HCNO		= CO	+ NH2		8.812868e+02
  R136	H	+ C2H4O		= C2H5O			6.451201e+02
  R182	H	+ HO2		= H2	+ O2		1.807002e+02
  R181	H	+ HO2		= O	+ H2O		4.190150e+01
  R167	H	+ H2O2		= OH	+ H2O		4.161142e+00
  R166	H	+ H2O		= H2	+ OH		2.308444e+00
  R135	H	+ C2H4		= C2H3	+ H2		2.117691e+00
  R567	HSO3	+ H		= H2	+ SO3		1.118699e+00
  R554	SO3	+ H		= OH	+ SO2		8.754156e-01
  R175	H	+ HNO2		= OH	+ HNO		8.491787e-01
  R168	H	+ H2O2		= H2	+ HO2		4.507191e-01
  R177	H	+ HNO2		= H2O	+ NO		4.322064e-01
  R189	H	+ NO2		= OH	+ NO		4.292282e-01
  R155	H	+ CH3O2		= CH3O	+ OH		2.957345e-01
  R150	H	+ CH3NO2	= CH4O	+ NO		7.855746e-02
  R149	H	+ CH3		= CH2	+ H2		1.836274e-02
  R176	H	+ HNO2		= H2	+ NO2		6.007492e-03
  R164	H	+ CNO		= HCN	+ O		2.206756e-03
  R192	H	+ O3		= OH	+ O2		6.330118e-05
  R161	H	+ CH4O2		= H2	+ CH3O2		4.141818e-06
  R160	H	+ CH4O2		= CH3O	+ H2O		3.432602e-06
  R165	H	+ CO2		= CO	+ OH		2.486832e-06
  R129	H	+ C2H2		= C2H	+ H2		4.809545e-08
  R173	H	+ HNO		= OH	+ NH		1.396591e-08
  R169	H	+ HCNO		= H2	+ CNO		3.589331e-09
  R190	H	+ NO3		= OH	+ NO2		2.639848e-12
  R183	H	+ N2O		= NO	+ NH		2.536343e-15
  R178	H	+ HNO3		= H2O	+ NO2		2.444625e-16
  R156	H	+ CH3O2		= CH4	+ O2		8.045586e-20
  R174	H	+ HNO		= NH2	+ O		1.101984e-20
  R128	H	+ C2H		= H2	+ C2		2.509090e-21
  R179	H	+ HNO3		= H2	+ NO3		5.473807e-24
  R188	H	+ NO		= OH	+ N		6.206904e-40
  R187	H	+ NO		= NH	+ O		5.075771e-56
  R103	CH4S	+ H		= CH3	+ H2S		0.000000e+00
  R104	CH4S	+ H		= H2	+ CH3S		0.000000e+00

************************************************************

H2				PRODUCTION RXS		INT RX RATE	TP = 1.15e+11

  R146	H	+ CH2		= CH	+ H2		5.971436e+10
  R162	H	+ CHO		= CO	+ H2		1.415853e+10
  M13	H	+ H		= H2			1.224578e+10
  P33	CH4			= CH21	+ H2		9.814491e+09
  R145	H	+ CH		= C	+ H2		8.629539e+09
  P21	CH2O			= CO	+ H2		3.991211e+09
  R596	CH21	+ H2		= CH2	+ H2		1.224636e+09
  P34	CH4			= CH	+ H2	+ H	1.111075e+09
  R639	N2H4	+ H		= N2H3	+ H2		6.484080e+08
  R159	H	+ CH4O		= CH3O	+ H2		5.010971e+08
  P64	C2H6			= C2H2	+ H2	+ H2	4.799047e+08 (x2)
  R560	HS	+ H		= H2	+ S		3.782460e+08
  R148	H	+ CH2O		= H2	+ CHO		3.470431e+08
  P58	C2H4			= C2H2	+ H2		3.264212e+08
  P62	C2H6			= C2H4	+ H2		2.488394e+08
  R230	H2S	+ H		= H2	+ HS		2.124933e+08
  R416	O	+ CH3		= CO	+ H2	+ H	1.490309e+08
  R132	H	+ C2H3		= C2H2	+ H2		1.345361e+08
  R141	H	+ C2H5		= C2H4	+ H2		7.838322e+07
  P43	NH3			= NH	+ H2		7.457113e+07
  P69	CH5N			= HCN	+ H2	+ H2	6.525160e+07 (x2)
  R172	H	+ HNO		= H2	+ NO		5.800183e+07
  R327	NH3	+ CH		= HCN	+ H2	+ H	4.876137e+07
  R154	H	+ CH3O		= CH2O	+ H2		4.735655e+07
  R481	OH	+ C2H2		= C2HO	+ H2		3.781767e+07
  R282	N	+ CH3		= H2	+ HCN		2.143860e+07
  R143	H	+ C2H6		= C2H5	+ H2		9.677891e+06
  R134	H	+ C2H3O		= C2H2O	+ H2		7.595251e+06
  R157	H	+ CH4		= CH3	+ H2		6.639924e+06
  R324	NH2	+ O		= H2	+ NO		4.432888e+06
  R142	H	+ C2H5O		= C2H4O	+ H2		1.566514e+06
  P67	N2H2			= N2	+ H2		1.306523e+06
  R576	HSO	+ H		= H2	+ SO		8.266935e+05
  R137	H	+ C2H4O		= C2H3O	+ H2		6.082382e+05
  R399	O	+ C2H4		= C2H2O	+ H2		2.707277e+05
  R412	O	+ CH2		= CO	+ H2		1.734884e+04
  R186	H	+ NH3		= H2	+ NH2		1.283348e+04
  R451	O(1D)	+ CH4		= CH2O	+ H2		4.574700e+03
  R182	H	+ HO2		= H2	+ O2		1.807002e+02
  R166	H	+ H2O		= H2	+ OH		2.308444e+00
  R135	H	+ C2H4		= C2H3	+ H2		2.117691e+00
  R567	HSO3	+ H		= H2	+ SO3		1.118699e+00
  R168	H	+ H2O2		= H2	+ HO2		4.507191e-01
  R149	H	+ CH3		= CH2	+ H2		1.836274e-02
  R176	H	+ HNO2		= H2	+ NO2		6.007492e-03
  R161	H	+ CH4O2		= H2	+ CH3O2		4.141818e-06
  R95	CH4	+ CH3		= H2	+ C2H5		2.209541e-07
  R129	H	+ C2H2		= C2H	+ H2		4.809545e-08
  R169	H	+ HCNO		= H2	+ CNO		3.589331e-09
  R128	H	+ C2H		= H2	+ C2		2.509090e-21
  T58	H2S			= H2	+ S		6.484838e-23
  R179	H	+ HNO3		= H2	+ NO3		5.473807e-24
  T14	CH2O			= CO	+ H2		3.943941e-26
  T15	CH2O2			= CO2	+ H2		1.841626e-34
  T26	C2H4			= C2H2	+ H2		1.192202e-35
  T21	CH4O			= CH2O	+ H2		7.957287e-39
  T34	C2H4O			= C2H2O	+ H2		3.457062e-41
  R104	CH4S	+ H		= H2	+ CH3S		0.000000e+00

H2				LOSS RXS		INT RX RATE	TL = 1.17e+11

  R202	H2	+ CH		= CH2	+ H		4.943232e+10
  R512	OH	+ H2		= H2O	+ H		1.952882e+10
  R212	H2	+ NH2		= NH3	+ H		1.795805e+10
  M2	C	+ H2		= CH2			9.053238e+09
  R597	CH21	+ H2		= CH3	+ H		8.980665e+09
  R195	H2	+ C2H		= C2H2	+ H		6.567590e+09
  R455	O(1D)	+ H2		= H	+ OH		2.083985e+09
  M73	CH	+ H2		= CH3			1.702763e+09
  R596	CH21	+ H2		= CH2	+ H2		1.224636e+09
  R207	H2	+ CN		= HCN	+ H		1.090728e+08
  R200	H2	+ C2HO		= CH3	+ CO		2.076091e+07
  R199	H2	+ C2HO		= C2H3O			1.730076e+07
  R433	O	+ H2		= H	+ OH		4.730357e+06
  R206	H2	+ CHO		= CH2O	+ H		4.338489e+05
  R203	H2	+ CH3		= CH4	+ H		2.470577e+05
  M24	N	+ H2		= NH2			6.021270e+04
  R198	H2	+ C2H5		= C2H6	+ H		4.003436e+04
  R204	H2	+ CH3O		= CH4O	+ H		1.505294e+01
  R197	H2	+ C2H3		= C2H4	+ H		4.615598e+00
  R3	C	+ H2		= CH	+ H		3.593129e-07
  R193	H2	+ C		= CH	+ H		3.593129e-07
  R209	H2	+ HO2		= H2O2	+ H		2.786991e-11
  R213	H2	+ NO2		= H	+ HNO2		7.426657e-22
  R205	H2	+ CH3O2		= CH4O2	+ H		4.131338e-23
  R196	H2	+ C2H2		= C2H4			5.853896e-24
  R10	H2	+ C2H4		= C2H5	+ H		9.302318e-37
  R41	H2	+ C2H2		= C2H3	+ H		9.871537e-44
  P38	H2			= H	+ H		0.000000e+00

************************************************************

CH				PRODUCTION RXS		INT RX RATE	TP = 6.08e+10

  R146	H	+ CH2		= CH	+ H2		5.971436e+10
  P34	CH4			= CH	+ H2	+ H	1.111075e+09
  R409	O	+ CH2		= CH	+ OH		1.711119e+03
  R389	O	+ C2H		= CO	+ CH		4.714785e+02
  R34	CH2	+ C2H		= C2H2	+ CH		1.421274e+01
  R4	C	+ H2S		= CH	+ HS		3.413078e-03
  R3	C	+ H2		= CH	+ H		3.593129e-07
  R193	H2	+ C		= CH	+ H		3.593129e-07
  R310	NH2	+ C		= CH	+ NH		1.324520e-15
  R214	H2O	+ C		= CH	+ OH		3.459312e-31
  R1	C	+ CH2		= CH	+ CH		5.822097e-45 (x2)
  T29	C2HO			= CO	+ CH		4.237607e-47

CH				LOSS RXS		INT RX RATE	TL = 6.08e+10

  R202	H2	+ CH		= CH2	+ H		4.943232e+10
  R145	H	+ CH		= C	+ H2		8.629539e+09
  M73	CH	+ H2		= CH3			1.702763e+09
  R218	H2O	+ CH		= CH3O			7.070048e+08
  R33	CH	+ CH4		= C2H4	+ H		1.941536e+08
  R30	CH	+ C2H6		= C2H4	+ CH3		1.089116e+08
  R327	NH3	+ CH		= HCN	+ H2	+ H	4.876137e+07
  R32	CH	+ CH2O		= C2H3O			1.550645e+06
  M5	CO	+ CH		= C2HO			2.074968e+05
  R297	N2O	+ CH		= HCN	+ NO		7.025777e+04
  R340	NO	+ CH		= CO	+ NH		5.180101e+04
  R342	NO	+ CH		= CN	+ OH		2.900857e+04
  R341	NO	+ CH		= O	+ HCN		2.838695e+04
  R408	O	+ CH		= CO	+ H		1.923267e+04
  R339	NO	+ CH		= H	+ CNO		8.288163e+03
  R281	N	+ CH		= CN	+ H		6.975690e+03
  R547	SO2	+ CH		= CHO	+ SO		6.725523e+03
  R338	NO	+ CH		= N	+ CHO		2.755814e+03
  R31	CH	+ CH		= C2H2			1.221254e+03 (x2)
  R407	O	+ CH		= OH	+ C		8.788040e-02
  R474	OCS	+ CH		= CHO	+ CS		3.465238e-02
  R228	H2S	+ CH		= HS	+ CH2		1.862433e-06
  R362	NO2	+ CH		= CHO	+ NO		4.534770e-08

************************************************************

CH2				PRODUCTION RXS		INT RX RATE	TP = 5.97e+10

  R202	H2	+ CH		= CH2	+ H		4.943232e+10
  M2	C	+ H2		= CH2			9.053238e+09
  R596	CH21	+ H2		= CH2	+ H2		1.224636e+09
  R391	O	+ C2H2		= CO	+ CH2		4.699183e+06
  R400	O	+ C2H4		= CH2O	+ CH2		3.362791e+06
  R496	OH	+ CH3		= CH2	+ H2O		5.977437e+05
  R598	CH21	+ CH4		= CH2	+ CH4		3.781368e+04
  R477	OH	+ C2H		= CO	+ CH2		1.247351e+03
  R149	H	+ CH3		= CH2	+ H2		1.836274e-02
  R228	H2S	+ CH		= HS	+ CH2		1.862433e-06
  T30	C2H2O			= CO	+ CH2		6.447706e-30

CH2				LOSS RXS		INT RX RATE	TL = 5.97e+10

  R146	H	+ CH2		= CH	+ H2		5.971436e+10
  R44	CH2	+ CH3		= C2H4	+ H		3.111654e+06
  R123	CO2	+ CH2		= CH2O	+ CO		9.506437e+05
  M56	H	+ CH2		= CH3			3.911567e+05
  R411	O	+ CH2		= CO	+ H	+ H	2.851864e+04
  R35	CH2	+ C2H2O		= C2H4	+ CO		2.083437e+04
  R412	O	+ CH2		= CO	+ H2		1.734884e+04
  R492	OH	+ CH2		= CH2O	+ H		1.069452e+04
  R409	O	+ CH2		= CH	+ OH		1.711119e+03
  R548	SO2	+ CH2		= CH2O	+ SO		7.068451e+01
  R38	CH2	+ C2H5		= C2H4	+ CH3		2.357822e+01
  R34	CH2	+ C2H		= C2H2	+ CH		1.421274e+01
  R45	CH2	+ CH3O		= C2H4	+ OH		8.207804e+00
  R36	CH2	+ C2H3		= C2H2	+ CH3		5.523575e+00
  R50	CH2	+ CHO		= CO	+ CH3		3.754586e+00
  R37	CH2	+ C2H3O		= C2H2O	+ CH3		9.396123e-01
  R46	CH2	+ CH3O		= CH2O	+ CH3		4.103902e-01
  R39	CH2	+ C2H6		= C2H5	+ CH3		4.385595e-02
  R48	CH2	+ CH4		= CH3	+ CH3		2.551151e-03
  R229	H2S	+ CH2		= HS	+ CH3		1.531176e-03
  R49	CH2	+ CH4O		= CH3	+ CH3O		1.160661e-05
  R363	NO2	+ CH2		= CH2O	+ NO		1.761406e-08
  R47	CH2	+ CH3O2		= CH2O	+ CH3O		2.739394e-09
  R1	C	+ CH2		= CH	+ CH		5.822097e-45

************************************************************

CHO				PRODUCTION RXS		INT RX RATE	TP = 4.04e+10

  M12	H	+ CO		= CHO			3.711324e+10
  P20	CH2O			= CHO	+ H		2.330893e+09
  R272	HS	+ CH2O		= H2S	+ CHO		5.945481e+08
  R148	H	+ CH2O		= H2	+ CHO		3.470431e+08
  R133	H	+ C2H3O		= CHO	+ CH3		1.392463e+07
  R398	O	+ C2H4		= CH3	+ CHO		4.600519e+06
  R493	OH	+ CH2O		= CHO	+ H2O		2.043951e+06
  R138	H	+ C2H4O		= CH4	+ CHO		9.893031e+05
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	6.105647e+04
  R55	CH2O	+ CN		= HCN	+ CHO		3.898563e+04
  R547	SO2	+ CH		= CHO	+ SO		6.725523e+03
  R413	O	+ CH2O		= CHO	+ OH		2.893736e+03
  R338	NO	+ CH		= N	+ CHO		2.755814e+03
  P22	C2H4O			= CHO	+ CH3		2.714907e+03
  R79	CH3O	+ CH2O		= CH4O	+ CHO		9.942199e+02
  R66	CH3	+ CH2O		= CH4	+ CHO		4.434055e+00
  R56	CH2O	+ CNO		= HCNO	+ CHO		5.247364e-02
  R474	OCS	+ CH		= CHO	+ CS		3.465238e-02
  R53	CH2O	+ C2H5		= C2H6	+ CHO		1.288630e-03
  P27	CH2O2			= CHO	+ OH		7.464632e-04
  R51	CH2O	+ C2H3		= C2H4	+ CHO		2.665171e-06
  R362	NO2	+ CH		= CHO	+ NO		4.534770e-08
  R361	NO2	+ C2HO		= CO	+ CHO	+ NO	6.831108e-10
  R52	CH2O	+ C2H3O		= C2H4O	+ CHO		5.440901e-10
  R252	HO2	+ CH2O		= CHO	+ H2O2		1.129039e-11
  R54	CH2O	+ CH3O2		= CHO	+ CH4O2		1.256765e-19
  T33	C2H4O			= CHO	+ CH3		7.902643e-37
  R121	CO	+ C2H4		= C2H3	+ CHO		1.376864e-55
  R120	CO	+ C2H2		= C2H	+ CHO		1.484022e-75

CHO				LOSS RXS		INT RX RATE	TL = 4.04e+10

  R162	H	+ CHO		= CO	+ H2		1.415853e+10
  T46	CHO			= CO	+ H		8.733441e+09
  R561	CHO	+ CHO		= CH2O	+ CO		7.469596e+09 (x2)
  R569	S	+ CHO		= HS	+ CO		2.268753e+09
  R267	HS	+ CHO		= H2S	+ CO		2.583271e+08
  R543	SO	+ CHO		= HSO	+ CO		3.081693e+07
  M10	H	+ CHO		= CH2O			1.000523e+07
  R114	CHO	+ CH3O		= CH2O	+ CH2O		4.578956e+06
  R113	CHO	+ CH3O		= CH4O	+ CO		2.289478e+06
  R71	CH3	+ CHO		= CH4	+ CO		7.503631e+05
  R206	H2	+ CHO		= CH2O	+ H		4.338489e+05
  R70	CH3	+ CHO		= C2H4O			1.125545e+05
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	6.105647e+04
  R112	CHO	+ C2H5		= C2H6	+ CO		2.407678e+04
  R426	O	+ CHO		= CO	+ OH		9.943936e+03
  R427	O	+ CHO		= CO2	+ H		9.943936e+03
  R348	NO	+ CHO		= CO	+ HNO		6.878286e+03
  R504	OH	+ CHO		= CO	+ H2O		2.529301e+03
  R110	CHO	+ C2H3O		= C2H4O	+ CO		1.812403e+02
  R109	CHO	+ C2H3		= C2H4	+ CO		8.742068e+00
  R237	HNO	+ CHO		= CH2O	+ NO		3.903078e+00
  R50	CH2	+ CHO		= CO	+ CH3		3.754586e+00
  R116	CHO	+ CN		= HCN	+ CO		3.131147e+00
  R108	CHO	+ C2H		= C2H2	+ CO		1.448120e+00
  R118	CHO	+ O2		= CO	+ HO2		1.319004e+00
  R98	CH4	+ CHO		= CH2O	+ CH3		4.483801e-03
  R115	CHO	+ CH4O		= CH2O	+ CH3O		3.843453e-04
  R117	CHO	+ CNO		= HCNO	+ CO		3.485087e-04
  R369	NO2	+ CHO		= NO	+ CO	+ OH	1.921334e-06
  R368	NO2	+ CHO		= NO	+ CHO2		1.301704e-06
  R370	NO2	+ CHO		= NO	+ CO2	+ H	1.195022e-07
  R227	H2O2	+ CHO		= CH2O	+ HO2		3.050038e-14
  R568	NO2	+ CHO		= CO	+ HNO2		1.923845e-22

************************************************************

CO				PRODUCTION RXS		INT RX RATE	TP = 3.93e+10

  R162	H	+ CHO		= CO	+ H2		1.415853e+10
  T46	CHO			= CO	+ H		8.733441e+09
  R561	CHO	+ CHO		= CH2O	+ CO		7.469596e+09
  P21	CH2O			= CO	+ H2		3.991211e+09
  R569	S	+ CHO		= HS	+ CO		2.268753e+09
  P37	CO2			= CO	+ O(1D)		2.153808e+09
  R267	HS	+ CHO		= H2S	+ CO		2.583271e+08
  R416	O	+ CH3		= CO	+ H2	+ H	1.490309e+08
  P36	CO2			= CO	+ O		4.126474e+07
  R543	SO	+ CHO		= HSO	+ CO		3.081693e+07
  R200	H2	+ C2HO		= CH3	+ CO		2.076091e+07
  R331	NO	+ C		= CO	+ N		1.775590e+07
  R572	S	+ CO2		= SO	+ CO		1.050488e+07
  R296	N2O	+ C		= CO	+ N2		8.701677e+06
  R130	H	+ C2H2O		= CO	+ CH3		7.761325e+06
  R391	O	+ C2H2		= CO	+ CH2		4.699183e+06
  R8	C	+ SO2		= CO	+ SO		2.399406e+06
  R113	CHO	+ CH3O		= CH4O	+ CO		2.289478e+06
  R123	CO2	+ CH2		= CH2O	+ CO		9.506437e+05
  R6	C	+ O2		= CO	+ O		8.096341e+05
  R71	CH3	+ CHO		= CH4	+ CO		7.503631e+05
  T32	C2H3O			= CO	+ CH3		2.071540e+05
  R483	OH	+ C2H2O		= CO	+ CH3O		8.715840e+04
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	6.105647e+04
  R340	NO	+ CH		= CO	+ NH		5.180101e+04
  R482	OH	+ C2H2		= CO	+ CH3		3.797628e+04
  R411	O	+ CH2		= CO	+ H	+ H	2.851864e+04
  R112	CHO	+ C2H5		= C2H6	+ CO		2.407678e+04
  R35	CH2	+ C2H2O		= C2H4	+ CO		2.083437e+04
  R408	O	+ CH		= CO	+ H		1.923267e+04
  R60	CH3	+ C2H3O		= C2H6	+ CO		1.852406e+04
  R412	O	+ CH2		= CO	+ H2		1.734884e+04
  R163	H	+ CNO		= CO	+ NH		1.583448e+04
  R426	O	+ CHO		= CO	+ OH		9.943936e+03
  R348	NO	+ CHO		= CO	+ HNO		6.878286e+03
  R504	OH	+ CHO		= CO	+ H2O		2.529301e+03
  R477	OH	+ C2H		= CO	+ CH2		1.247351e+03
  R336	NO	+ C2HO		= CO	+ HCNO		8.825595e+02
  R171	H	+ HCNO		= CO	+ NH2		8.812868e+02
  R430	O	+ CN		= CO	+ N		7.141969e+02
  R333	NO	+ C2H		= HCN	+ CO		7.086536e+02
  R389	O	+ C2H		= CO	+ CH		4.714785e+02
  P23	C2H4O			= CO	+ CH4		4.562676e+02
  R110	CHO	+ C2H3O		= C2H4O	+ CO		1.812403e+02
  R546	SO2	+ C2H		= CO	+ OCS	+ H	1.542009e+01
  R125	CS	+ O		= CO	+ S		1.534065e+01
  R7	C	+ OCS		= CO	+ CS		1.530601e+01
  R109	CHO	+ C2H3		= C2H4	+ CO		8.742068e+00
  R50	CH2	+ CHO		= CO	+ CH3		3.754586e+00
  R116	CHO	+ CN		= HCN	+ CO		3.131147e+00
  R436	O	+ HCN		= CO	+ NH		1.908378e+00
  R108	CHO	+ C2H		= C2H2	+ CO		1.448120e+00
  R118	CHO	+ O2		= CO	+ HO2		1.319004e+00
  P31	OCS			= CO	+ S		5.368960e-02
  R431	O	+ CNO		= CO	+ NO		3.640797e-02
  R538	S	+ OCS		= CO	+ S2		2.574162e-02
