  R370	NO2	+ CHO		= NO	+ CO2	+ H	2.052287e+05
  R528	OH	+ SO		= SO2	+ H		2.043495e+05
  R322	NH2	+ O		= H	+ HNO		1.810386e+05
  R266	HS	+ O		= H	+ SO		1.693856e+05
  R395	O	+ C2H3		= C2H2O	+ H		1.069858e+05
  R44	CH2	+ CH3		= C2H4	+ H		5.705635e+04
  R533	S	+ HS		= H	+ S2		4.586320e+04
  R295	N	+ OH		= NO	+ H		2.333093e+04
  R195	H2	+ C2H		= C2H2	+ H		6.786664e+03
  P41	HCN			= H	+ CN		3.295555e+03
  R492	OH	+ CH2		= CH2O	+ H		1.344232e+03
  T46	CHO			= CO	+ H		7.265754e+02
  P42	NH3			= NH2	+ H		5.249607e+02
  R339	NO	+ CH		= H	+ CNO		3.314209e+02
  T18	CH3O2			= CH2O2	+ H		2.843953e+02
  R281	N	+ CH		= CN	+ H		2.393830e+02
  P57	C2H3			= C2H2	+ H		2.238103e+02
  R327	NH3	+ CH		= HCN	+ H2	+ H	1.444928e+02
  R527	OH	+ S		= H	+ SO		2.215835e+00
  R435	O	+ HCN		= H	+ CNO		1.726829e+00
  R212	H2	+ NH2		= NH3	+ H		1.172944e+00
  P28	CH2O2			= CHO2	+ H		1.309493e-01
  R207	H2	+ CN		= HCN	+ H		1.169023e-01
  T47	CH3O			= CH2O	+ H		7.747942e-02
  R506	OH	+ CN		= H	+ CNO		6.276775e-02
  R546	SO2	+ C2H		= CO	+ OCS	+ H	4.748562e-02
  R277	N	+ C2H3		= C2H2N	+ H		3.717056e-02
  R204	H2	+ CH3O		= CH4O	+ H		3.251296e-02
  T27	C2H5			= C2H4	+ H		2.003921e-03
  T38	C2H5O			= C2H4O	+ H		4.315372e-04
  R304	NH	+ O		= NO	+ H		2.257886e-04
  P70	C2H5N			= HCN	+ CH3	+ H	2.056452e-04
  R206	H2	+ CHO		= CH2O	+ H		6.665200e-05
  R301	NH	+ NO		= N2O	+ H		2.908542e-05
  T49	CHO2			= CO2	+ H		3.333896e-06
  R197	H2	+ C2H3		= C2H4	+ H		7.036043e-07
  P68	N2H4			= N2H3	+ H		3.129924e-08
  R213	H2	+ NO2		= H	+ HNO2		1.050767e-08
  R495	OH	+ CH3		= CH3O	+ H		1.953113e-09
  R308	NH	+ OH		= H	+ HNO		1.526850e-09
  R209	H2	+ HO2		= H2O2	+ H		3.979856e-11
  R479	OH	+ C2H2		= C2H2O	+ H		1.743412e-11
  R289	N	+ NH		= N2	+ H		1.071809e-12
  T8	HNO			= H	+ NO		4.356195e-13
  R205	H2	+ CH3O2		= CH4O2	+ H		1.339573e-14
  R3	C	+ H2		= CH	+ H		7.075750e-19
  R193	H2	+ C		= CH	+ H		7.075750e-19
  T25	C2H3			= C2H2	+ H		5.045132e-22
  T2	HO2			= O2	+ H		2.126991e-23
  T59	H2S			= HS	+ H		2.345069e-25
  T19	CH4O			= CH3O	+ H		4.250139e-26
  T42	HSO			= SO	+ H		3.328263e-30
  R10	H2	+ C2H4		= C2H5	+ H		5.680391e-38
  T28	C2H6			= C2H5	+ H		1.605683e-43
  R41	H2	+ C2H2		= C2H3	+ H		4.592785e-52
  T57	HCN			= H	+ CN		3.282603e-70
  P38	H2			= H	+ H		0.000000e+00 (x2)

H				LOSS RXS		INT RX RATE	TL = 3.75e+11

  M17	H	+ O2		= HO2			9.112408e+10
  R180	H	+ HO2		= OH	+ OH		7.880510e+10
  R162	H	+ CHO		= CO	+ H2		7.440704e+10
  R148	H	+ CH2O		= H2	+ CHO		4.757668e+10
  R146	H	+ CH2		= CH	+ H2		1.144719e+10
  R152	H	+ CH3O		= CH4O			8.761257e+09
  R147	H	+ CH2O		= CH3O			7.847406e+09
  R182	H	+ HO2		= H2	+ O2		7.552156e+09
  R145	H	+ CH		= C	+ H2		6.868313e+09
  M12	H	+ CO		= CHO			6.246159e+09
  R153	H	+ CH3O		= CH3	+ OH		4.954909e+09
  M13	H	+ H		= H2			4.867919e+09 (x2)
  M57	H	+ CH3		= CH4			4.362517e+09
  M16	H	+ O		= OH			3.493662e+09
  M15	H	+ NO		= HNO			2.643970e+09
  R133	H	+ C2H3O		= CHO	+ CH3		1.883604e+09
  R181	H	+ HO2		= O	+ H2O		1.751224e+09
  R189	H	+ NO2		= OH	+ NO		1.284423e+09
  R130	H	+ C2H2O		= CO	+ CH3		1.089524e+09
  R134	H	+ C2H3O		= C2H2O	+ H2		1.027420e+09
  R159	H	+ CH4O		= CH3O	+ H2		6.816911e+08
  R192	H	+ O3		= OH	+ O2		4.776438e+08
  R140	H	+ C2H5		= CH3	+ CH3		3.769864e+08
  M9	H	+ C2H4		= C2H5			3.745176e+08
  R154	H	+ CH3O		= CH2O	+ H2		3.096818e+08
  R157	H	+ CH4		= CH3	+ H2		1.426151e+08
  R172	H	+ HNO		= H2	+ NO		3.570772e+07
  R142	H	+ C2H5O		= C2H4O	+ H2		2.045478e+07
  R230	H2S	+ H		= H2	+ HS		1.940255e+07
  R141	H	+ C2H5		= C2H4	+ H2		1.884932e+07
  R131	H	+ C2H3		= C2H4			1.700905e+07
  M18	H	+ OH		= H2O			1.506271e+07
  R127	H	+ C2H		= C2H2			5.527322e+06
  M7	H	+ C2H2		= C2H3			4.326678e+06
  R138	H	+ C2H4O		= CH4	+ CHO		4.105803e+06
  R137	H	+ C2H4O		= C2H3O	+ H2		2.524309e+06
  R132	H	+ C2H3		= C2H2	+ H2		1.873244e+06
  M51	H	+ SO		= HSO			1.475653e+06
  M10	H	+ CHO		= CH2O			8.204499e+05
  M48	SO2	+ H		= HSO2			7.363478e+05
  R143	H	+ C2H6		= C2H5	+ H2		7.125150e+05
  R560	HS	+ H		= H2	+ S		5.549657e+05
  M58	H	+ C2H5		= C2H6			2.009466e+05
  R171	H	+ HCNO		= CO	+ NH2		1.998283e+05
  R190	H	+ NO3		= OH	+ NO2		1.135112e+05
  R155	H	+ CH3O2		= CH3O	+ OH		5.189499e+04
  R167	H	+ H2O2		= OH	+ H2O		3.115447e+04
  R150	H	+ CH3NO2	= CH4O	+ NO		2.658487e+04
  R575	HSO	+ H		= HS	+ OH		1.580816e+04
  M56	H	+ CH2		= CH3			1.484283e+04
  R567	HSO3	+ H		= H2	+ SO3		3.967171e+03
  R168	H	+ H2O2		= H2	+ HO2		3.097338e+03
  R576	HSO	+ H		= H2	+ SO		1.405170e+03
  M23	N	+ H		= NH			1.137167e+03
  R136	H	+ C2H4O		= C2H5O			9.392029e+02
  M14	H	+ NH2		= NH3			6.240805e+02
  R554	SO3	+ H		= OH	+ SO2		3.983955e+02
  R163	H	+ CNO		= CO	+ NH		2.561625e+02
  R175	H	+ HNO2		= OH	+ HNO		4.653327e+01
  R177	H	+ HNO2		= H2O	+ NO		3.344086e+01
  R161	H	+ CH4O2		= H2	+ CH3O2		1.982575e+01
  R160	H	+ CH4O2		= CH3O	+ H2O		1.643093e+01
  R166	H	+ H2O		= H2	+ OH		2.808846e-01
  R176	H	+ HNO2		= H2	+ NO2		1.234793e-01
  M11	H	+ CN		= HCN			1.177445e-02
  R135	H	+ C2H4		= C2H3	+ H2		2.880488e-03
  R165	H	+ CO2		= CO	+ OH		2.725731e-03
  R178	H	+ HNO3		= H2O	+ NO2		8.303304e-05
  R641	N2H3	+ H		= NH2	+ NH2		7.092884e-05
  R639	N2H4	+ H		= N2H3	+ H2		7.089753e-05
  R149	H	+ CH3		= CH2	+ H2		5.015620e-06
  R173	H	+ HNO		= OH	+ NH		3.577634e-06
  R186	H	+ NH3		= H2	+ NH2		3.248930e-06
  R164	H	+ CNO		= HCN	+ O		1.877449e-06
  R169	H	+ HCNO		= H2	+ CNO		2.465649e-07
  R179	H	+ HNO3		= H2	+ NO3		1.588266e-12
  R129	H	+ C2H2		= C2H	+ H2		1.330619e-14
  R174	H	+ HNO		= NH2	+ O		2.131384e-15
  R156	H	+ CH3O2		= CH4	+ O2		4.116270e-18
  R183	H	+ N2O		= NO	+ NH		4.074326e-21
  R188	H	+ NO		= OH	+ N		7.332994e-29
  R128	H	+ C2H		= H2	+ C2		6.660443e-30
  R187	H	+ NO		= NH	+ O		1.890279e-44
  R103	CH4S	+ H		= CH3	+ H2S		0.000000e+00
  R104	CH4S	+ H		= H2	+ CH3S		0.000000e+00

************************************************************

CO				PRODUCTION RXS		INT RX RATE	TP = 5.28e+11

  P37	CO2			= CO	+ O(1D)		3.362975e+11
  R162	H	+ CHO		= CO	+ H2		7.440704e+10
  R416	O	+ CH3		= CO	+ H2	+ H	4.782644e+10
  P36	CO2			= CO	+ O		2.191947e+10
  R426	O	+ CHO		= CO	+ OH		1.864213e+10
  R118	CHO	+ O2		= CO	+ HO2		1.044744e+10
  R6	C	+ O2		= CO	+ O		9.283879e+09
  R408	O	+ CH		= CO	+ H		5.220755e+09
  R130	H	+ C2H2O		= CO	+ CH3		1.089524e+09
  R348	NO	+ CHO		= CO	+ HNO		1.040737e+09
  R411	O	+ CH2		= CO	+ H	+ H	7.136849e+08
  R412	O	+ CH2		= CO	+ H2		4.341583e+08
  P21	CH2O			= CO	+ H2		3.754844e+08
  R391	O	+ C2H2		= CO	+ CH2		1.245500e+08
  R483	OH	+ C2H2O		= CO	+ CH3O		1.079639e+08
  R123	CO2	+ CH2		= CH2O	+ CO		7.848578e+07
  R572	S	+ CO2		= SO	+ CO		7.543564e+07
  R71	CH3	+ CHO		= CH4	+ CO		1.349430e+07
  R369	NO2	+ CHO		= NO	+ CO	+ OH	7.248622e+06
  R35	CH2	+ C2H2O		= C2H4	+ CO		2.133921e+06
  R200	H2	+ C2HO		= CH3	+ CO		2.105939e+06
  R504	OH	+ CHO		= CO	+ H2O		6.913398e+05
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	3.366585e+05
  P23	C2H4O			= CO	+ CH4		3.166377e+05
  R60	CH3	+ C2H3O		= C2H6	+ CO		2.980010e+05
  R336	NO	+ C2HO		= CO	+ HCNO		1.999507e+05
  R171	H	+ HCNO		= CO	+ NH2		1.998283e+05
  R389	O	+ C2H		= CO	+ CH		6.983388e+04
  R561	CHO	+ CHO		= CH2O	+ CO		6.766846e+04
  R543	SO	+ CHO		= HSO	+ CO		4.498087e+04
  T32	C2H3O			= CO	+ CH3		3.697441e+04
  R112	CHO	+ C2H5		= C2H6	+ CO		2.715655e+04
  R113	CHO	+ CH3O		= CH4O	+ CO		1.607677e+04
  R110	CHO	+ C2H3O		= C2H4O	+ CO		4.502739e+03
  R267	HS	+ CHO		= H2S	+ CO		4.315854e+03
  R430	O	+ CN		= CO	+ N		2.643653e+03
  R482	OH	+ C2H2		= CO	+ CH3		2.470100e+03
  R340	NO	+ CH		= CO	+ NH		2.071381e+03
  T46	CHO			= CO	+ H		7.265754e+02
  R8	C	+ SO2		= CO	+ SO		4.320907e+02
  R163	H	+ CNO		= CO	+ NH		2.561625e+02
  R331	NO	+ C		= CO	+ N		1.370434e+02
  R50	CH2	+ CHO		= CO	+ CH3		1.054686e+02
  R431	O	+ CNO		= CO	+ NO		7.678317e+01
  R569	S	+ CHO		= HS	+ CO		1.098434e+01
  R477	OH	+ C2H		= CO	+ CH2		5.502301e+00
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	1.818912e+00
  R109	CHO	+ C2H3		= C2H4	+ CO		1.315629e+00
  R436	O	+ HCN		= CO	+ NH		7.400694e-01
  R108	CHO	+ C2H		= C2H2	+ CO		6.725468e-01
  R333	NO	+ C2H		= HCN	+ CO		1.921704e-01
  P29	CH2O2			= H2O	+ CO		1.309493e-01
  R546	SO2	+ C2H		= CO	+ OCS	+ H	4.748562e-02
  R125	CS	+ O		= CO	+ S		2.123302e-02
  R475	OCS	+ O		= CO	+ SO		1.488366e-02
  R350	NO	+ CNO		= CO	+ N2O		1.453851e-02
  P31	OCS			= CO	+ S		1.055402e-02
  R361	NO2	+ C2HO		= CO	+ CHO	+ NO	1.037952e-02
  R116	CHO	+ CN		= HCN	+ CO		9.375630e-03
  R352	NO	+ CNO		= CO	+ N2	+ O	8.610344e-03
  R296	N2O	+ C		= CO	+ N2		8.438571e-03
  R165	H	+ CO2		= CO	+ OH		2.725731e-03
  R7	C	+ OCS		= CO	+ CS		1.483241e-03
  R467	O(1D)	+ OCS		= CO	+ SO		5.434917e-04
  R117	CHO	+ CNO		= HCNO	+ CO		8.279984e-05
  R355	NO2	+ C		= CO	+ NO		5.568739e-05
  R375	NO2	+ CNO		= CO	+ NO	+ NO	2.170174e-06
  T48	CHO2			= CO	+ OH		8.117396e-07
  R538	S	+ OCS		= CO	+ S2		9.206417e-08
  R421	O3	+ C2H2		= CO	+ CH2O2		3.227117e-10
  R568	NO2	+ CHO		= CO	+ HNO2		1.295070e-10
  R515	OH	+ HCN		= CO	+ NH2		6.365623e-11
  R330	NH3	+ CNO		= CO	+ N2H3		2.226652e-11
  R372	NO2	+ CN		= CO	+ N2O		2.197270e-11
  T16	CH2O2			= CO	+ H2O		5.343586e-15
  T30	C2H2O			= CO	+ CH2		2.728472e-25
  R124	CO2	+ CN		= CNO	+ CO		3.014382e-28
  T14	CH2O			= CO	+ H2		1.574598e-29
  T40	CNO			= CO	+ N		1.369483e-31
  T60	OCS			= CO	+ S		3.985008e-35
  T35	C2H4O			= CH4	+ CO		3.740656e-40
  T29	C2HO			= CO	+ CH		2.584303e-55

CO				LOSS RXS		INT RX RATE	TL = 1.62e+11

  R511	OH	+ CO		= CO2	+ H		1.528861e+11
  M12	H	+ CO		= CHO			6.246159e+09
  P35	CO			= C	+ O		2.415564e+09
  M39	OH	+ CO		= CHO2			1.208322e+08
  M31	O	+ CO		= CO2			1.250427e+07
  M5	CO	+ CH		= C2HO			1.839984e+06
  M6	CO	+ CH3		= C2H3O			3.728807e+04
  R122	CO	+ CH3		= C2H2	+ OH		4.024017e-37
  R121	CO	+ C2H4		= C2H3	+ CHO		1.728189e-59
  R120	CO	+ C2H2		= C2H	+ CHO		2.463280e-87
  R88	CH3S	+ CO		= OCS	+ CH3		0.000000e+00

************************************************************

CO2				PRODUCTION RXS		INT RX RATE	TP = 5.07e+11

  R454	O(1D)	+ CO2		= CO2	+ O		3.352912e+11
  R511	OH	+ CO		= CO2	+ H		1.528861e+11
  R427	O	+ CHO		= CO2	+ H		1.864213e+10
  R645	O2	+ CHO2		= HO2	+ CO2		1.185594e+08
  M31	O	+ CO		= CO2			1.250427e+07
  R428	O	+ CHO2		= CO2	+ OH		7.178023e+06
  R358	NO2	+ C2H3O		= CO2	+ CH3	+ NO	2.561071e+06
  R370	NO2	+ CHO		= NO	+ CO2	+ H	2.052287e+05
  R337	NO	+ C2HO		= HCN	+ CO2		6.459409e+04
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	3.779272e+04
  R505	OH	+ CHO2		= CO2	+ H2O		5.453383e+03
  R457	O(1D)	+ HCNO		= CO2	+ NH		1.226473e+02
  R351	NO	+ CNO		= CO2	+ N2		1.625277e-02
  R360	NO2	+ C2HO		= CO2	+ HCNO		6.910198e-03
  R438	O	+ HCNO		= CO2	+ NH		1.102081e-03
  R374	NO2	+ CNO		= CO2	+ N2O		2.737759e-05
  R473	OCS	+ OH		= CO2	+ HS		4.682999e-06
  T49	CHO2			= CO2	+ H		3.333896e-06
  R373	NO2	+ CN		= CO2	+ N2		1.607004e-11
  T15	CH2O2			= CO2	+ H2		3.581949e-26

CO2				LOSS RXS		INT RX RATE	TL = 6.94e+11

  P37	CO2			= CO	+ O(1D)		3.362975e+11
  R454	O(1D)	+ CO2		= CO2	+ O		3.352912e+11
  P36	CO2			= CO	+ O		2.191947e+10
  R123	CO2	+ CH2		= CH2O	+ CO		7.848578e+07
  R572	S	+ CO2		= SO	+ CO		7.543564e+07
  R165	H	+ CO2		= CO	+ OH		2.725731e-03
  R124	CO2	+ CN		= CNO	+ CO		3.014382e-28

************************************************************

O				PRODUCTION RXS		INT RX RATE	TP = 4.19e+11

  R454	O(1D)	+ CO2		= CO2	+ O		3.352912e+11
  P36	CO2			= CO	+ O		2.191947e+10
  P2	O2			= O	+ O(1D)		1.835212e+10
  R458	O(1D)	+ N2		= O	+ N2		1.133957e+10
  R6	C	+ O2		= CO	+ O		9.283879e+09
  P1	O2			= O	+ O		6.934624e+09 (x2)
  P8	NO2			= NO	+ O		2.558631e+09
  P35	CO			= C	+ O		2.415564e+09
  R181	H	+ HO2		= O	+ H2O		1.751224e+09
  R464	O(1D)	+ O2		= O	+ O2		1.694575e+09
  P46	SO2			= SO	+ O		6.147775e+07
  P3	O3			= O2	+ O		6.620609e+06
  P51	SO			= S	+ O		2.394765e+06
  R526	OH	+ OH		= H2O	+ O		6.850328e+05
  P44	NO			= N	+ O		6.380803e+05
  P10	NO3			= NO2	+ O		6.152667e+05
  R291	N	+ NO		= O	+ N2		6.136571e+05
  P5	HO2			= O	+ OH		1.574014e+05
  R536	S	+ O2		= SO	+ O		1.215289e+05
  R544	SO	+ O2		= SO2	+ O		3.308029e+04
  R40	NH	+ OH		= NH2	+ O		3.174299e+04
  P13	N2O5			= NO3	+ NO	+ O	3.042773e+03
  R341	NO	+ CH		= O	+ HCN		1.135117e+03
  P16	HNO3			= HNO2	+ O		4.592162e+02
  R332	NO	+ C		= CN	+ O		2.565909e+02
  P30	SO3			= SO2	+ O		8.090196e+01
  R466	O(1D)	+ O3		= O2	+ O	+ O	7.669512e+01 (x2)
  R292	N	+ NO2		= N2O	+ O		3.880376e+01
  P49	HSO			= HS	+ O		2.736431e+01
  R478	OH	+ C2H		= C2H2	+ O		5.502301e+00
  R644	NH2	+ OH		= NH3	+ O		1.625182e+00
  R293	N	+ O2		= NO	+ O		1.600525e+00
  T44	HSO2			= O	+ HSO		2.561388e-01
  R352	NO	+ CNO		= CO	+ N2	+ O	8.610344e-03
  R562	SO21	+ O2		= O	+ SO3		9.890254e-05
  R507	OH	+ CN		= O	+ HCN		2.957711e-05
  R540	CS	+ O2		= OCS	+ O		5.084138e-06
  T1	O3			= O2	+ O		4.616099e-06
  R164	H	+ CNO		= HCN	+ O		1.877449e-06
  R509	OH	+ CNO		= HCNO	+ O		2.457206e-08
  R307	NH	+ O2		= O	+ HNO		2.192114e-15
  R174	H	+ HNO		= NH2	+ O		2.131384e-15
  T4	N2O			= N2	+ O		1.012072e-23
  T5	NO2			= NO	+ O		3.871797e-35
  R187	H	+ NO		= NH	+ O		1.890279e-44
  T41	SO3			= SO2	+ O		2.641228e-50

O				LOSS RXS		INT RX RATE	TL = 4.19e+11

  R415	O	+ CH3		= CH2O	+ H		1.170577e+11
  R445	O	+ OH		= O2	+ H		1.152490e+11
  R413	O	+ CH2O		= CHO	+ OH		6.193995e+10
  R416	O	+ CH3		= CO	+ H2	+ H	4.782644e+10
  R426	O	+ CHO		= CO	+ OH		1.864213e+10
  R427	O	+ CHO		= CO2	+ H		1.864213e+10
  R441	O	+ HO2		= OH	+ O2		1.324172e+10
  R408	O	+ CH		= CO	+ H		5.220755e+09
  M32	O	+ NO		= NO2			3.515033e+09
  M16	H	+ O		= OH			3.493662e+09
  R398	O	+ C2H4		= CH3	+ CHO		2.768452e+09
  R400	O	+ C2H4		= CH2O	+ CH2		1.606656e+09
  R424	O	+ CH4O		= CH3O	+ OH		1.370714e+09
  R419	O	+ CH3O		= CH2O	+ OH		1.340096e+09
  R396	O	+ C2H4		= C2H3O	+ H		1.207963e+09
  R439	O	+ HNO		= OH	+ NO		9.818431e+08
  R442	O	+ NO2		= NO	+ O2		7.257839e+08
  R411	O	+ CH2		= CO	+ H	+ H	7.136849e+08
  M34	O	+ O		= O2			5.164044e+08 (x2)
  M35	O	+ O2		= O3			4.883688e+08
  R420	O	+ CH3O		= CH3	+ O2		4.786059e+08
  R412	O	+ CH2		= CO	+ H2		4.341583e+08
  R399	O	+ C2H4		= C2H2O	+ H2		1.725662e+08
  R391	O	+ C2H2		= CO	+ CH2		1.245500e+08
  R423	O	+ CH4		= CH3	+ OH		6.645021e+07
  R409	O	+ CH2		= CH	+ OH		4.282110e+07
  R414	O	+ CH3		= CH3O			3.226721e+07
  R401	O	+ C2H4O		= C2H3O	+ OH		2.787060e+07
  M33	O	+ NO2		= NO3			2.096747e+07
  R402	O	+ C2H5		= C2H5O			2.019123e+07
  R433	O	+ H2		= H	+ OH		1.875157e+07
  R403	O	+ C2H5		= C2H4O	+ H		1.393585e+07
  M31	O	+ CO		= CO2			1.250427e+07
  R428	O	+ CHO2		= CO2	+ OH		7.178023e+06
  R406	O	+ C2H6		= C2H5	+ OH		3.594267e+06
  R405	O	+ C2H5		= CH2O	+ CH3		2.797647e+06
  R404	O	+ C2H5		= C2H4	+ OH		2.019123e+06
  M46	SO	+ O		= SO2			1.060810e+06
  M49	SO2	+ O		= SO3			3.482361e+05
  R390	O	+ C2H2		= H	+ C2HO		3.361792e+05
  R322	NH2	+ O		= H	+ HNO		1.810386e+05
  R266	HS	+ O		= H	+ SO		1.693856e+05
  R397	O	+ C2H4		= C2H3	+ OH		1.495448e+05
  R393	O	+ C2H3		= C2H3O			1.129523e+05
  R394	O	+ C2H3		= C2H2	+ OH		1.129523e+05
  R395	O	+ C2H3		= C2H2O	+ H		1.069858e+05
  R389	O	+ C2H		= CO	+ CH		6.983388e+04
  R323	NH2	+ O		= OH	+ NH		2.811309e+04
  R578	HSO	+ O		= OH	+ SO		2.245812e+04
  R324	NH2	+ O		= H2	+ NO		2.011540e+04
  R443	O	+ NO3		= NO2	+ O2		1.686660e+04
  R422	O	+ CH3O2		= CH3O	+ O2		1.029534e+04
  R231	H2S	+ O		= OH	+ HS		7.224188e+03
  R274	HSO3	+ O		= OH	+ SO3		6.003214e+03
  R444	O	+ O3		= O2	+ O2		4.330935e+03
  R430	O	+ CN		= CO	+ N		2.643653e+03
  R407	O	+ CH		= OH	+ C		2.472777e+03
  R434	O	+ H2O2		= OH	+ HO2		9.016115e+02
  R417	O	+ CH3NO2	= OH	+ CH2O	+ NO	5.076596e+02
  R418	O	+ CH3NO3	= OH	+ CH2O	+ NO2	2.827050e+02
  R431	O	+ CNO		= CO	+ NO		7.678317e+01
  M26	N	+ O		= NO			5.001111e+01
  R425	O	+ CH4O2		= CH3O2	+ OH		1.800356e+00
  R435	O	+ HCN		= H	+ CNO		1.726829e+00
  R436	O	+ HCN		= CO	+ NH		7.400694e-01
  R440	O	+ HNO4		= HNO3	+ O2		4.223858e-01
  R446	O	+ S2		= S	+ SO		1.412090e-01
  R392	O	+ C2H2N		= CH2O	+ CN		3.717056e-02
  R125	CS	+ O		= CO	+ S		2.123302e-02
  R475	OCS	+ O		= CO	+ SO		1.488366e-02
  R438	O	+ HCNO		= CO2	+ NH		1.102081e-03
  R304	NH	+ O		= NO	+ H		2.257886e-04
  R305	NH	+ O		= OH	+ N		2.257886e-05
  R432	O	+ CNO		= CN	+ O2		1.829595e-06
  R437	O	+ HCNO		= CNO	+ OH		2.383956e-07
  R553	SO2	+ O		= SO	+ O2		5.132874e-12
  R429	O	+ CN		= C	+ NO		1.304671e-30
  R555	SO3	+ O		= SO2	+ O2		5.382827e-33
  R106	CH4S	+ O		= CH3	+ HSO		0.000000e+00

************************************************************

O(1D)				PRODUCTION RXS		INT RX RATE	TP = 3.55e+11

  P37	CO2			= CO	+ O(1D)		3.362975e+11
  P2	O2			= O	+ O(1D)		1.835212e+10
  P4	O3			= O2	+ O(1D)		2.909265e+06
  P17	HNO3			= HNO2	+ O(1D)		3.296934e+02
  P11	N2O			= N2	+ O(1D)		3.526231e+01

O(1D)				LOSS RXS		INT RX RATE	TL = 3.55e+11

  R454	O(1D)	+ CO2		= CO2	+ O		3.352912e+11
  R458	O(1D)	+ N2		= O	+ N2		1.133957e+10
  R455	O(1D)	+ H2		= H	+ OH		2.891629e+09
  R450	O(1D)	+ CH4		= CH3	+ OH		2.233333e+09
  R464	O(1D)	+ O2		= O	+ O2		1.694575e+09
  R449	O(1D)	+ CH4		= CH3O	+ H		5.929203e+08
  R453	O(1D)	+ CH4O		= CH3O	+ OH		2.835394e+08
  R451	O(1D)	+ CH4		= CH2O	+ H2		1.482300e+08
  R456	O(1D)	+ H2O		= OH	+ OH		9.707377e+07
  R452	O(1D)	+ CH4O		= CH3O2	+ H		6.075844e+07
  R448	O(1D)	+ C2H6		= C2H5	+ OH		1.952808e+07
  R447	O(1D)	+ C2H4		= C2H3	+ OH		1.668692e+05
  R457	O(1D)	+ HCNO		= CO2	+ NH		1.226473e+02
  R465	O(1D)	+ O3		= O2	+ O2		7.669512e+01
  R466	O(1D)	+ O3		= O2	+ O	+ O	7.669512e+01
  R462	O(1D)	+ NO		= O2	+ N		5.739063e+01
  R461	O(1D)	+ NH3		= OH	+ NH2		4.667247e+00
  M36	O(1D)	+ N2		= N2O			6.324237e-02
  R460	O(1D)	+ N2O		= NO	+ NO		1.620981e-02
  R459	O(1D)	+ N2O		= O2	+ N2		1.035192e-02
  R467	O(1D)	+ OCS		= CO	+ SO		5.434917e-04
  R463	O(1D)	+ NO2		= O2	+ NO		2.074515e-04

************************************************************

H2				PRODUCTION RXS		INT RX RATE	TP = 2.96e+11

  P33	CH4			= CH21	+ H2		7.761707e+10
  R162	H	+ CHO		= CO	+ H2		7.440704e+10
  R416	O	+ CH3		= CO	+ H2	+ H	4.782644e+10
  R148	H	+ CH2O		= H2	+ CHO		4.757668e+10
  R146	H	+ CH2		= CH	+ H2		1.144719e+10
  P34	CH4			= CH	+ H2	+ H	8.786838e+09
  R182	H	+ HO2		= H2	+ O2		7.552156e+09
  R145	H	+ CH		= C	+ H2		6.868313e+09
  R596	CH21	+ H2		= CH2	+ H2		5.262650e+09
  M13	H	+ H		= H2			4.867919e+09
  R134	H	+ C2H3O		= C2H2O	+ H2		1.027420e+09
