  R161	H	+ CH4O2		= H2	+ CH3O2		5.197663e-10
  R160	H	+ CH4O2		= CH3O	+ H2O		4.307652e-10
  R135	H	+ C2H4		= C2H3	+ H2		3.785274e-10
  R178	H	+ HNO3		= H2O	+ NO2		3.185724e-10
  R169	H	+ HCNO		= H2	+ CNO		6.716281e-13
  R183	H	+ N2O		= NO	+ NH		1.206669e-15
  R179	H	+ HNO3		= H2	+ NO3		1.210164e-17
  R174	H	+ HNO		= NH2	+ O		4.818042e-19
  R129	H	+ C2H2		= C2H	+ H2		5.351567e-21
  R156	H	+ CH3O2		= CH4	+ O2		1.875549e-26
  R188	H	+ NO		= OH	+ N		6.984982e-36
  R128	H	+ C2H		= H2	+ C2		2.934559e-37
  R187	H	+ NO		= NH	+ O		1.789841e-51
  R103	CH4S	+ H		= CH3	+ H2S		0.000000e+00
  R104	CH4S	+ H		= H2	+ CH3S		0.000000e+00

************************************************************

H2				PRODUCTION RXS		INT RX RATE	TP = 3.86e+10

  M13	H	+ H		= H2			2.023678e+10
  R162	H	+ CHO		= CO	+ H2		1.465874e+10
  R230	H2S	+ H		= H2	+ HS		1.434541e+09
  R560	HS	+ H		= H2	+ S		8.780187e+08
  R639	N2H4	+ H		= N2H3	+ H2		3.751306e+08
  P21	CH2O			= CO	+ H2		3.584712e+08
  P67	N2H2			= N2	+ H2		3.101223e+08
  R148	H	+ CH2O		= H2	+ CHO		1.749956e+08
  R576	HSO	+ H		= H2	+ SO		5.102804e+07
  R182	H	+ HO2		= H2	+ O2		3.149077e+07
  P33	CH4			= CH21	+ H2		2.246949e+07
  R172	H	+ HNO		= H2	+ NO		2.166093e+07
  R324	NH2	+ O		= H2	+ NO		1.047479e+07
  R416	O	+ CH3		= CO	+ H2	+ H	5.218967e+06
  R146	H	+ CH2		= CH	+ H2		3.908753e+06
  R596	CH21	+ H2		= CH2	+ H2		2.696994e+06
  P34	CH4			= CH	+ H2	+ H	2.543716e+06
  P69	CH5N			= HCN	+ H2	+ H2	2.136879e+06 (x2)
  R157	H	+ CH4		= CH3	+ H2		1.039846e+06
  R154	H	+ CH3O		= CH2O	+ H2		1.028882e+06
  R159	H	+ CH4O		= CH3O	+ H2		3.767755e+05
  R145	H	+ CH		= C	+ H2		3.063269e+05
  R143	H	+ C2H6		= C2H5	+ H2		6.410365e+04
  R186	H	+ NH3		= H2	+ NH2		1.337212e+04
  P64	C2H6			= C2H2	+ H2	+ H2	6.692369e+03 (x2)
  P62	C2H6			= C2H4	+ H2		3.470117e+03
  R567	HSO3	+ H		= H2	+ SO3		1.125961e+03
  R141	H	+ C2H5		= C2H4	+ H2		8.630496e+02
  R137	H	+ C2H4O		= C2H3O	+ H2		8.589220e+02
  R166	H	+ H2O		= H2	+ OH		8.432699e+02
  R132	H	+ C2H3		= C2H2	+ H2		7.122891e+02
  R134	H	+ C2H3O		= C2H2O	+ H2		6.937206e+02
  P58	C2H4			= C2H2	+ H2		3.048401e+02
  R142	H	+ C2H5O		= C2H4O	+ H2		2.155164e+02
  R412	O	+ CH2		= CO	+ H2		1.658340e+02
  R399	O	+ C2H4		= C2H2O	+ H2		1.176127e+02
  R481	OH	+ C2H2		= C2HO	+ H2		1.143797e+02
  R282	N	+ CH3		= H2	+ HCN		3.984800e+01
  R451	O(1D)	+ CH4		= CH2O	+ H2		3.459550e+01
  P43	NH3			= NH	+ H2		1.702170e+01
  R168	H	+ H2O2		= H2	+ HO2		5.641608e+00
  R327	NH3	+ CH		= HCN	+ H2	+ H	2.744761e-03
  R176	H	+ HNO2		= H2	+ NO2		4.728458e-05
  R149	H	+ CH3		= CH2	+ H2		3.256673e-09
  R95	CH4	+ CH3		= H2	+ C2H5		6.196087e-10
  R161	H	+ CH4O2		= H2	+ CH3O2		5.197663e-10
  R135	H	+ C2H4		= C2H3	+ H2		3.785274e-10
  R169	H	+ HCNO		= H2	+ CNO		6.716281e-13
  R179	H	+ HNO3		= H2	+ NO3		1.210164e-17
  R129	H	+ C2H2		= C2H	+ H2		5.351567e-21
  T58	H2S			= H2	+ S		5.693762e-27
  T14	CH2O			= CO	+ H2		1.612465e-28
  R128	H	+ C2H		= H2	+ C2		2.934559e-37
  T26	C2H4			= C2H2	+ H2		3.162983e-39
  T15	CH2O2			= CO2	+ H2		1.513007e-39
  T21	CH4O			= CH2O	+ H2		4.288146e-41
  T34	C2H4O			= C2H2O	+ H2		3.640803e-43
  R104	CH4S	+ H		= H2	+ CH3S		0.000000e+00

H2				LOSS RXS		INT RX RATE	TL = 4.93e+10

  R512	OH	+ H2		= H2O	+ H		2.662442e+10
  R212	H2	+ NH2		= NH3	+ H		1.050436e+10
  R455	O(1D)	+ H2		= H	+ OH		8.744267e+09
  R433	O	+ H2		= H	+ OH		3.445052e+09
  R597	CH21	+ H2		= CH3	+ H		1.977796e+07
  M73	CH	+ H2		= CH3			4.980155e+06
  R596	CH21	+ H2		= CH2	+ H2		2.696994e+06
  R203	H2	+ CH3		= CH4	+ H		1.324515e+06
  R202	H2	+ CH		= CH2	+ H		1.054788e+06
  M24	N	+ H2		= NH2			5.942953e+05
  M2	C	+ H2		= CH2			1.632437e+05
  R198	H2	+ C2H5		= C2H6	+ H		5.378732e+04
  R206	H2	+ CHO		= CH2O	+ H		3.020925e+04
  R207	H2	+ CN		= HCN	+ H		2.883137e+04
  R204	H2	+ CH3O		= CH4O	+ H		1.818452e+04
  R195	H2	+ C2H		= C2H2	+ H		2.979620e+03
  R200	H2	+ C2HO		= CH3	+ CO		7.976222e+01
  R199	H2	+ C2HO		= C2H3O			6.646852e+01
  R197	H2	+ C2H3		= C2H4	+ H		1.106521e-05
  R209	H2	+ HO2		= H2O2	+ H		1.744343e-12
  R213	H2	+ NO2		= H	+ HNO2		2.315297e-14
  R3	C	+ H2		= CH	+ H		1.049956e-19
  R193	H2	+ C		= CH	+ H		1.049956e-19
  R205	H2	+ CH3O2		= CH4O2	+ H		1.395696e-25
  R196	H2	+ C2H2		= C2H4			8.018663e-30
  R10	H2	+ C2H4		= C2H5	+ H		3.323257e-40
  R41	H2	+ C2H2		= C2H3	+ H		3.304336e-49
  P38	H2			= H	+ H		0.000000e+00

************************************************************

CO				PRODUCTION RXS		INT RX RATE	TP = 3.18e+10

  R162	H	+ CHO		= CO	+ H2		1.465874e+10
  P37	CO2			= CO	+ O(1D)		7.698036e+09
  P36	CO2			= CO	+ O		4.265081e+09
  R569	S	+ CHO		= HS	+ CO		1.916514e+09
  T46	CHO			= CO	+ H		8.475776e+08
  R572	S	+ CO2		= SO	+ CO		5.916315e+08
  R543	SO	+ CHO		= HSO	+ CO		5.886213e+08
  R267	HS	+ CHO		= H2S	+ CO		3.882871e+08
  P21	CH2O			= CO	+ H2		3.584712e+08
  R561	CHO	+ CHO		= CH2O	+ CO		2.685110e+08
  R426	O	+ CHO		= CO	+ OH		1.909186e+08
  R348	NO	+ CHO		= CO	+ HNO		4.482896e+07
  R416	O	+ CH3		= CO	+ H2	+ H	5.218967e+06
  R6	C	+ O2		= CO	+ O		4.205151e+06
  R113	CHO	+ CH3O		= CH4O	+ CO		1.399515e+06
  R118	CHO	+ O2		= CO	+ HO2		4.330104e+05
  R71	CH3	+ CHO		= CH4	+ CO		2.204437e+05
  R369	NO2	+ CHO		= NO	+ CO	+ OH	8.456985e+04
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	2.970288e+04
  R123	CO2	+ CH2		= CH2O	+ CO		7.508945e+03
  R504	OH	+ CHO		= CO	+ H2O		5.751507e+03
  R112	CHO	+ C2H5		= C2H6	+ CO		3.675368e+03
  R391	O	+ C2H2		= CO	+ CH2		9.485058e+02
  R130	H	+ C2H2O		= CO	+ CH3		6.855689e+02
  R430	O	+ CN		= CO	+ N		2.771166e+02
  T32	C2H3O			= CO	+ CH3		2.735008e+02
  R411	O	+ CH2		= CO	+ H	+ H	2.726038e+02
  R408	O	+ CH		= CO	+ H		1.887190e+02
  R412	O	+ CH2		= CO	+ H2		1.658340e+02
  P23	C2H4O			= CO	+ CH4		1.381894e+02
  R200	H2	+ C2HO		= CH3	+ CO		7.976222e+01
  R483	OH	+ C2H2O		= CO	+ CH3O		3.625271e+01
  R110	CHO	+ C2H3O		= C2H4O	+ CO		2.040061e+01
  R163	H	+ CNO		= CO	+ NH		1.647003e+01
  R8	C	+ SO2		= CO	+ SO		1.109945e+01
  R331	NO	+ C		= CO	+ N		4.867995e+00
  R482	OH	+ C2H2		= CO	+ CH3		1.739818e-01
  R340	NO	+ CH		= CO	+ NH		1.558091e-01
  R296	N2O	+ C		= CO	+ N2		1.516515e-01
  R436	O	+ HCN		= CO	+ NH		5.045260e-02
  R431	O	+ CNO		= CO	+ NO		2.982520e-02
  R60	CH3	+ C2H3O		= C2H6	+ CO		2.229544e-02
  R171	H	+ HCNO		= CO	+ NH2		1.828154e-02
  R389	O	+ C2H		= CO	+ CH		1.744184e-02
  R50	CH2	+ CHO		= CO	+ CH3		3.517554e-03
  R109	CHO	+ C2H3		= C2H4	+ CO		1.469452e-03
  R336	NO	+ C2HO		= CO	+ HCNO		1.350953e-03
  R35	CH2	+ C2H2O		= C2H4	+ CO		1.093432e-03
  R350	NO	+ CNO		= CO	+ N2O		1.076100e-03
  R165	H	+ CO2		= CO	+ OH		9.439155e-04
  R352	NO	+ CNO		= CO	+ N2	+ O	6.533083e-04
  R117	CHO	+ CNO		= HCNO	+ CO		5.113928e-04
  R477	OH	+ C2H		= CO	+ CH2		4.372237e-04
  R116	CHO	+ CN		= HCN	+ CO		1.893925e-04
  R330	NH3	+ CNO		= CO	+ N2H3		1.611878e-04
  R333	NO	+ C2H		= HCN	+ CO		9.294004e-06
  R546	SO2	+ C2H		= CO	+ OCS	+ H	8.434694e-06
  P31	OCS			= CO	+ S		8.321771e-06
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	4.229198e-06
  T48	CHO2			= CO	+ OH		4.224371e-06
  R475	OCS	+ O		= CO	+ SO		6.882527e-08
  R375	NO2	+ CNO		= CO	+ NO	+ NO	5.711715e-08
  R108	CHO	+ C2H		= C2H2	+ CO		3.191665e-08
  R125	CS	+ O		= CO	+ S		2.943184e-08
  R7	C	+ OCS		= CO	+ CS		2.798413e-08
  R355	NO2	+ C		= CO	+ NO		2.303944e-08
  R538	S	+ OCS		= CO	+ S2		1.351706e-08
  P29	CH2O2			= H2O	+ CO		4.428926e-10
  R467	O(1D)	+ OCS		= CO	+ SO		4.141235e-10
  R372	NO2	+ CN		= CO	+ N2O		7.845568e-11
  R515	OH	+ HCN		= CO	+ NH2		1.493525e-11
  R361	NO2	+ C2HO		= CO	+ CHO	+ NO	9.367223e-12
  R568	NO2	+ CHO		= CO	+ HNO2		6.046873e-13
  R421	O3	+ C2H2		= CO	+ CH2O2		7.229530e-18
  T16	CH2O2			= CO	+ H2O		2.806886e-28
  T14	CH2O			= CO	+ H2		1.612465e-28
  T30	C2H2O			= CO	+ CH2		7.728678e-30
  T40	CNO			= CO	+ N		9.581469e-31
  R124	CO2	+ CN		= CNO	+ CO		3.308236e-31
  T60	OCS			= CO	+ S		4.033523e-42
  T35	C2H4O			= CH4	+ CO		1.428983e-43
  T29	C2HO			= CO	+ CH		6.019787e-53

CO				LOSS RXS		INT RX RATE	TL = 2.11e+10

  M12	H	+ CO		= CHO			1.958095e+10
  R511	OH	+ CO		= CO2	+ H		1.553674e+09
  P35	CO			= C	+ O		4.062093e+06
  M31	O	+ CO		= CO2			1.750354e+06
  M39	OH	+ CO		= CHO2			1.028313e+06
  M6	CO	+ CH3		= C2H3O			1.117147e+02
  M5	CO	+ CH		= C2HO			3.049151e+01
  R122	CO	+ CH3		= C2H2	+ OH		1.746576e-39
  R121	CO	+ C2H4		= C2H3	+ CHO		2.767411e-64
  R120	CO	+ C2H2		= C2H	+ CHO		4.989213e-87
  R88	CH3S	+ CO		= OCS	+ CH3		0.000000e+00

************************************************************

OH				PRODUCTION RXS		INT RX RATE	TP = 3.01e+10

  P6	H2O			= H	+ OH		1.595524e+10
  R455	O(1D)	+ H2		= H	+ OH		8.744267e+09
  R433	O	+ H2		= H	+ OH		3.445052e+09
  R575	HSO	+ H		= HS	+ OH		5.740654e+08
  M16	H	+ O		= OH			3.518671e+08
  R180	H	+ HO2		= OH	+ OH		3.285993e+08 (x2)
  R426	O	+ CHO		= CO	+ OH		1.909186e+08
  R439	O	+ HNO		= OH	+ NO		1.138143e+08
  R153	H	+ CH3O		= CH3	+ OH		1.646212e+07
  R323	NH2	+ O		= OH	+ NH		1.463947e+07
  R189	H	+ NO2		= OH	+ NO		7.514966e+06
  R413	O	+ CH2O		= CHO	+ OH		2.461007e+06
  R578	HSO	+ O		= OH	+ SO		1.942328e+06
  R428	O	+ CHO2		= CO2	+ OH		1.053181e+06
  R441	O	+ HO2		= OH	+ O2		8.219414e+05
  R456	O(1D)	+ H2O		= OH	+ OH		1.464173e+05 (x2)
  R369	NO2	+ CHO		= NO	+ CO	+ OH	8.456985e+04
  R419	O	+ CH3O		= CH2O	+ OH		7.650575e+04
  R259	HO2	+ NO		= OH	+ NO2		3.981451e+04
  R192	H	+ O3		= OH	+ O2		1.527181e+04
  R424	O	+ CH4O		= CH3O	+ OH		1.145110e+04
  R190	H	+ NO3		= OH	+ NO2		2.585488e+03
  R231	H2S	+ O		= OH	+ HS		1.631518e+03
  R571	S	+ HO2		= SO	+ OH		1.254725e+03
  R166	H	+ H2O		= H2	+ OH		8.432699e+02
  P14	HNO2			= NO	+ OH		7.880272e+02
  P5	HO2			= O	+ OH		5.965634e+02
  R450	O(1D)	+ CH4		= CH3	+ OH		5.212389e+02
  T17	CH3O2			= CH2O	+ OH		5.169146e+02
  R401	O	+ C2H4O		= C2H3O	+ OH		3.281995e+02
  R319	NH2	+ H2O		= OH	+ NH3		3.162914e+02
  R274	HSO3	+ O		= OH	+ SO3		1.533826e+02
  R554	SO3	+ H		= OH	+ SO2		1.109822e+02
  R406	O	+ C2H6		= C2H5	+ OH		7.594862e+01
  R423	O	+ CH4		= CH3	+ OH		7.093802e+01
  R167	H	+ H2O2		= OH	+ H2O		5.954887e+01
  R263	HS	+ HO2		= OH	+ HSO		4.282838e+01
  R394	O	+ C2H3		= C2H2	+ OH		1.891553e+01
  R453	O(1D)	+ CH4O		= CH3O	+ OH		1.860028e+01
  R404	O	+ C2H5		= C2H4	+ OH		1.747555e+01
  R409	O	+ CH2		= CH	+ OH		1.635623e+01
  P7	H2O2			= OH	+ OH		2.214294e+00 (x2)
  R448	O(1D)	+ C2H6		= C2H5	+ OH		1.309793e+00
  T53	HSO3			= OH	+ SO2		1.078420e+00
  R558	HSO	+ O2		= OH	+ SO2		5.071906e-01
  P15	HNO3			= NO2	+ OH		2.933509e-01
  P19	HNO4			= NO3	+ OH		2.121249e-01
  R342	NO	+ CH		= CN	+ OH		8.725310e-02
  R397	O	+ C2H4		= C2H3	+ OH		3.899162e-02
  R175	H	+ HNO2		= OH	+ HNO		3.154354e-02
  R155	H	+ CH3O2		= CH3O	+ OH		2.275962e-02
  R417	O	+ CH3NO2	= OH	+ CH2O	+ NO	1.079093e-02
  R461	O(1D)	+ NH3		= OH	+ NH2		4.267239e-03
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	4.041321e-03
  R305	NH	+ O		= OH	+ N		2.492680e-03
  R201	NH	+ NO		= OH	+ N2		1.554308e-03
  R434	O	+ H2O2		= OH	+ HO2		1.044358e-03
  R447	O(1D)	+ C2H4		= C2H3	+ OH		9.944461e-04
  R260	HO2	+ NO3		= OH	+ NO2	+ O2	9.940665e-04
  R165	H	+ CO2		= CO	+ OH		9.439155e-04
  R418	O	+ CH3NO3	= OH	+ CH2O	+ NO2	6.786135e-04
  R215	H2O	+ C2H		= C2H2	+ OH		4.811661e-04
  R268	HS	+ O2		= SO	+ OH		3.420752e-04
  R220	H2O	+ CNO		= HCNO	+ OH		3.350375e-05
  R407	O	+ CH		= OH	+ C		2.497709e-05
  R303	NH	+ NO2		= OH	+ N2O		2.360047e-05
  T37	C2H5O			= C2H4	+ OH		1.893924e-05
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	4.229198e-06
  T48	CHO2			= CO	+ OH		4.224371e-06
  R219	H2O	+ CN		= HCN	+ OH		3.156616e-06
  R261	HO2	+ O3		= OH	+ O2	+ O2	1.259720e-06
  R217	H2O	+ C2H5		= C2H6	+ OH		1.055056e-06
  R45	CH2	+ CH3O		= C2H4	+ OH		1.022686e-06
  P24	CH4O2			= CH3O	+ OH		2.584749e-09
  P27	CH2O2			= CHO	+ OH		2.066832e-09
  R306	NH	+ O2		= OH	+ NO		2.022583e-09
  R173	H	+ HNO		= OH	+ NH		1.017625e-09
  T31	C2H3O			= C2H2	+ OH		5.206483e-10
  R425	O	+ CH4O2		= CH3O2	+ OH		1.640461e-12
  R245	HO2	+ C2H2		= C2H2O	+ OH		3.002640e-14
  R248	HO2	+ C2H4		= C2H4O	+ OH		2.584295e-15
  R437	O	+ HCNO		= CNO	+ OH		9.461943e-16
  T10	HNO3			= OH	+ NO2		4.395290e-23
  T3	H2O2			= OH	+ OH		1.031868e-23 (x2)
  T9	HNO2			= OH	+ NO		1.106929e-24
  T23	CH4O2			= CH3O	+ OH		3.863980e-25
  T20	CH4O			= CH3	+ OH		8.397079e-26
  R188	H	+ NO		= OH	+ N		6.984982e-36
  R287	N	+ H2O		= OH	+ NH		4.445578e-38
  R122	CO	+ CH3		= C2H2	+ OH		1.746576e-39
  R214	H2O	+ C		= CH	+ OH		2.020767e-49

OH				LOSS RXS		INT RX RATE	TL = 3.01e+10

  R512	OH	+ H2		= H2O	+ H		2.662442e+10
  R445	O	+ OH		= O2	+ H		1.863443e+09
  R511	OH	+ CO		= CO2	+ H		1.553674e+09
  M18	H	+ OH		= H2O			1.831803e+07
  R40	NH	+ OH		= NH2	+ O		1.464070e+07
  M39	OH	+ CO		= CHO2			1.028313e+06
  R526	OH	+ OH		= H2O	+ O		6.486169e+05 (x2)
  R493	OH	+ CH2O		= CHO	+ H2O		6.207779e+05
  R528	OH	+ SO		= SO2	+ H		1.493691e+05
  R502	OH	+ CH4O		= CH3O	+ H2O		1.400049e+05
  R527	OH	+ S		= H	+ SO		6.788195e+04
  R523	OH	+ NH3		= H2O	+ NH2		1.121457e+04
  R522	OH	+ HO2		= H2O	+ O2		9.606920e+03
