  R204	H2	+ CH3O		= CH4O	+ H		6.794483e+00
  P57	C2H3			= C2H2	+ H		4.177761e+00
  P28	CH2O2			= CHO2	+ H		3.354599e+00
  P60	C2H4			= C2H3	+ H		2.421217e+00
  P63	C2H6			= C2H4	+ H	+ H	9.452460e-01 (x2)
  P56	C2H2			= C2H	+ H		9.281360e-01
  R195	H2	+ C2H		= C2H2	+ H		7.190659e-01
  R492	OH	+ CH2		= CH2O	+ H		6.979772e-01
  R435	O	+ HCN		= H	+ CNO		5.374055e-01
  R339	NO	+ CH		= H	+ CNO		1.082396e-01
  R281	N	+ CH		= CN	+ H		9.054566e-02
  P41	HCN			= H	+ CN		7.657831e-02
  R390	O	+ C2H2		= H	+ C2HO		7.523092e-02
  R452	O(1D)	+ CH4O		= CH3O2	+ H		5.746328e-02
  R304	NH	+ O		= NO	+ H		1.080066e-02
  R207	H2	+ CN		= HCN	+ H		6.350938e-03
  P68	N2H4			= N2H3	+ H		5.506857e-03
  R301	NH	+ NO		= N2O	+ H		3.399485e-03
  R506	OH	+ CN		= H	+ CNO		1.175524e-03
  T27	C2H5			= C2H4	+ H		9.074719e-04
  R197	H2	+ C2H3		= C2H4	+ H		9.565654e-05
  R44	CH2	+ CH3		= C2H4	+ H		5.898613e-05
  P70	C2H5N			= HCN	+ CH3	+ H	4.538715e-05
  R209	H2	+ HO2		= H2O2	+ H		3.114845e-05
  R277	N	+ C2H3		= C2H2N	+ H		5.242218e-06
  R546	SO2	+ C2H		= CO	+ OCS	+ H	3.532683e-06
  R213	H2	+ NO2		= H	+ HNO2		7.390594e-07
  R308	NH	+ OH		= H	+ HNO		4.495185e-07
  R495	OH	+ CH3		= CH3O	+ H		2.647299e-07
  R327	NH3	+ CH		= HCN	+ H2	+ H	2.067247e-08
  R289	N	+ NH		= N2	+ H		8.686770e-11
  T8	HNO			= H	+ NO		4.312722e-12
  R3	C	+ H2		= CH	+ H		4.310825e-14
  R193	H2	+ C		= CH	+ H		4.310825e-14
  R479	OH	+ C2H2		= C2H2O	+ H		9.358041e-16
  T2	HO2			= O2	+ H		8.963235e-16
  R205	H2	+ CH3O2		= CH4O2	+ H		1.226119e-16
  T25	C2H3			= C2H2	+ H		2.062678e-17
  T42	HSO			= SO	+ H		7.156760e-24
  T19	CH4O			= CH3O	+ H		1.131947e-26
  T59	H2S			= HS	+ H		4.348988e-27
  R10	H2	+ C2H4		= C2H5	+ H		2.816102e-41
  R41	H2	+ C2H2		= C2H3	+ H		2.498794e-46
  T28	C2H6			= C2H5	+ H		1.940958e-47
  T57	HCN			= H	+ CN		3.687849e-72
  P38	H2			= H	+ H		0.000000e+00 (x2)

H				LOSS RXS		INT RX RATE	TL = 3.82e+12

  M12	H	+ CO		= CHO			1.191638e+12
  M17	H	+ O2		= HO2			1.065178e+12
  R180	H	+ HO2		= OH	+ OH		4.448981e+11
  R172	H	+ HNO		= H2	+ NO		3.494599e+11
  M15	H	+ NO		= HNO			3.086803e+11
  R189	H	+ NO2		= OH	+ NO		1.340462e+11
  R162	H	+ CHO		= CO	+ H2		1.228886e+11
  M16	H	+ O		= OH			4.834981e+10
  R182	H	+ HO2		= H2	+ O2		4.263606e+10
  R192	H	+ O3		= OH	+ O2		3.340045e+10
  M10	H	+ CHO		= CH2O			2.234383e+10
  M51	H	+ SO		= HSO			1.459090e+10
  R181	H	+ HO2		= O	+ H2O		9.886623e+09
  M18	H	+ OH		= H2O			6.007241e+09
  M13	H	+ H		= H2			5.956602e+09 (x2)
  R560	HS	+ H		= H2	+ S		3.862506e+09
  M48	SO2	+ H		= HSO2			2.849663e+09
  R230	H2S	+ H		= H2	+ HS		1.969048e+09
  R575	HSO	+ H		= HS	+ OH		1.474702e+09
  M57	H	+ CH3		= CH4			1.283813e+09
  R148	H	+ CH2O		= H2	+ CHO		7.221032e+08
  R147	H	+ CH2O		= CH3O			4.208920e+08
  R190	H	+ NO3		= OH	+ NO2		2.732287e+08
  R567	HSO3	+ H		= H2	+ SO3		2.081717e+08
  R576	HSO	+ H		= H2	+ SO		1.310846e+08
  R152	H	+ CH3O		= CH4O			8.567397e+07
  R153	H	+ CH3O		= CH3	+ OH		4.775714e+07
  R140	H	+ C2H5		= CH3	+ CH3		3.452238e+07
  M58	H	+ C2H5		= C2H6			3.254845e+07
  R157	H	+ CH4		= CH3	+ H2		1.943365e+07
  R159	H	+ CH4O		= CH3O	+ H2		1.902684e+07
  R133	H	+ C2H3O		= CHO	+ CH3		3.712887e+06
  M9	H	+ C2H4		= C2H5			3.092922e+06
  R154	H	+ CH3O		= CH2O	+ H2		2.984822e+06
  R134	H	+ C2H3O		= C2H2O	+ H2		2.025211e+06
  R167	H	+ H2O2		= OH	+ H2O		2.015332e+06
  R143	H	+ C2H6		= C2H5	+ H2		1.947038e+06
  R141	H	+ C2H5		= C2H4	+ H2		1.726119e+06
  R142	H	+ C2H5O		= C2H4O	+ H2		1.563821e+06
  R175	H	+ HNO2		= OH	+ HNO		9.057594e+05
  R138	H	+ C2H4O		= CH4	+ CHO		5.134920e+05
  R150	H	+ CH3NO2	= CH4O	+ NO		3.590980e+05
  R177	H	+ HNO2		= H2O	+ NO		3.360475e+05
  R137	H	+ C2H4O		= C2H3O	+ H2		3.157025e+05
  R168	H	+ H2O2		= H2	+ HO2		2.139189e+05
  R130	H	+ C2H2O		= CO	+ CH3		1.390855e+05
  R146	H	+ CH2		= CH	+ H2		8.479208e+04
  M23	N	+ H		= NH			4.845575e+04
  R145	H	+ CH		= C	+ H2		3.580940e+04
  R176	H	+ HNO2		= H2	+ NO2		1.832206e+04
  R166	H	+ H2O		= H2	+ OH		1.682405e+04
  M14	H	+ NH2		= NH3			7.335738e+03
  R136	H	+ C2H4O		= C2H5O			8.080172e+02
  R554	SO3	+ H		= OH	+ SO2		2.378100e+02
  M7	H	+ C2H2		= C2H3			2.299039e+01
  R171	H	+ HCNO		= CO	+ NH2		1.965043e+01
  R155	H	+ CH3O2		= CH3O	+ OH		1.417281e+01
  M56	H	+ CH2		= CH3			7.971825e+00
  R131	H	+ C2H3		= C2H4			5.259940e+00
  R165	H	+ CO2		= CO	+ OH		1.654536e+00
  R173	H	+ HNO		= OH	+ NH		1.161999e+00
  R178	H	+ HNO3		= H2O	+ NO2		1.069564e+00
  R132	H	+ C2H3		= C2H2	+ H2		5.590898e-01
  R127	H	+ C2H		= C2H2			1.670877e-01
  R163	H	+ CNO		= CO	+ NH		1.285556e-01
  R641	N2H3	+ H		= NH2	+ NH2		5.651823e-03
  R161	H	+ CH4O2		= H2	+ CH3O2		1.664473e-04
  R639	N2H4	+ H		= N2H3	+ H2		1.449664e-04
  R160	H	+ CH4O2		= CH3O	+ H2O		1.379460e-04
  M11	H	+ CN		= HCN			1.007007e-04
  R149	H	+ CH3		= CH2	+ H2		5.459787e-05
  R135	H	+ C2H4		= C2H3	+ H2		1.746512e-05
  R186	H	+ NH3		= H2	+ NH2		4.089418e-06
  R179	H	+ HNO3		= H2	+ NO3		2.801427e-06
  R164	H	+ CNO		= HCN	+ O		1.198231e-08
  R174	H	+ HNO		= NH2	+ O		7.830646e-10
  R169	H	+ HCNO		= H2	+ CNO		6.925524e-11
  R183	H	+ N2O		= NO	+ NH		8.865049e-17
  R156	H	+ CH3O2		= CH4	+ O2		3.889229e-17
  R129	H	+ C2H2		= C2H	+ H2		1.809939e-18
  R188	H	+ NO		= OH	+ N		1.162561e-25
  R128	H	+ C2H		= H2	+ C2		9.186315e-33
  R187	H	+ NO		= NH	+ O		2.689107e-41
  R103	CH4S	+ H		= CH3	+ H2S		0.000000e+00
  R104	CH4S	+ H		= H2	+ CH3S		0.000000e+00

************************************************************

CO				PRODUCTION RXS		INT RX RATE	TP = 2.81e+12

  P36	CO2			= CO	+ O		1.587084e+12
  R348	NO	+ CHO		= CO	+ HNO		9.260026e+11
  R162	H	+ CHO		= CO	+ H2		1.228886e+11
  P37	CO2			= CO	+ O(1D)		4.801610e+10
  R118	CHO	+ O2		= CO	+ HO2		3.934458e+10
  R426	O	+ CHO		= CO	+ OH		2.845987e+10
  R572	S	+ CO2		= SO	+ CO		2.040631e+10
  R543	SO	+ CHO		= HSO	+ CO		1.366900e+10
  P21	CH2O			= CO	+ H2		9.453095e+09
  T46	CHO			= CO	+ H		5.663785e+09
  R569	S	+ CHO		= HS	+ CO		5.319015e+09
  R561	CHO	+ CHO		= CH2O	+ CO		3.168210e+09
  R369	NO2	+ CHO		= NO	+ CO	+ OH	2.427920e+09
  R267	HS	+ CHO		= H2S	+ CO		1.684225e+09
  R504	OH	+ CHO		= CO	+ H2O		5.726907e+08
  R6	C	+ O2		= CO	+ O		9.800245e+07
  R416	O	+ CH3		= CO	+ H2	+ H	8.543311e+07
  R71	CH3	+ CHO		= CH4	+ CO		2.805175e+07
  R112	CHO	+ C2H5		= C2H6	+ CO		1.887083e+07
  R113	CHO	+ CH3O		= CH4O	+ CO		6.794144e+06
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	4.552343e+06
  R483	OH	+ C2H2O		= CO	+ CH3O		1.896007e+06
  P23	C2H4O			= CO	+ CH4		1.709193e+06
  T32	C2H3O			= CO	+ CH3		1.228332e+06
  R408	O	+ CH		= CO	+ H		1.121210e+06
  R411	O	+ CH2		= CO	+ H	+ H	5.811337e+05
  R123	CO2	+ CH2		= CH2O	+ CO		4.408212e+05
  R412	O	+ CH2		= CO	+ H2		3.535230e+05
  R130	H	+ C2H2O		= CO	+ CH3		1.390855e+05
  R110	CHO	+ C2H3O		= C2H4O	+ CO		7.907884e+04
  R200	H2	+ C2HO		= CH3	+ CO		5.795443e+03
  R60	CH3	+ C2H3O		= C2H6	+ CO		5.877065e+02
  T48	CHO2			= CO	+ OH		3.641240e+01
  R171	H	+ HCNO		= CO	+ NH2		1.965043e+01
  R336	NO	+ C2HO		= CO	+ HCNO		1.964602e+01
  R391	O	+ C2H2		= CO	+ CH2		1.200523e+01
  P29	CH2O2			= H2O	+ CO		3.354599e+00
  R165	H	+ CO2		= CO	+ OH		1.654536e+00
  R340	NO	+ CH		= CO	+ NH		6.764975e-01
  R430	O	+ CN		= CO	+ N		5.474633e-01
  R431	O	+ CNO		= CO	+ NO		3.132294e-01
  R436	O	+ HCN		= CO	+ NH		2.303166e-01
  R163	H	+ CNO		= CO	+ NH		1.285556e-01
  R109	CHO	+ C2H3		= C2H4	+ CO		1.259198e-01
  R350	NO	+ CNO		= CO	+ N2O		7.231644e-02
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	4.094657e-02
  R352	NO	+ CNO		= CO	+ N2	+ O	3.961674e-02
  R389	O	+ C2H		= CO	+ CH		2.885777e-02
  R50	CH2	+ CHO		= CO	+ CH3		1.094064e-02
  R331	NO	+ C		= CO	+ N		8.367878e-03
  R35	CH2	+ C2H2O		= C2H4	+ CO		8.042892e-03
  R296	N2O	+ C		= CO	+ N2		3.643188e-03
  R8	C	+ SO2		= CO	+ SO		2.405053e-03
  R361	NO2	+ C2HO		= CO	+ CHO	+ NO	1.654337e-03
  R333	NO	+ C2H		= HCN	+ CO		7.056968e-04
  R117	CHO	+ CNO		= HCNO	+ CO		3.038944e-04
  R482	OH	+ C2H2		= CO	+ CH3		1.881015e-04
  R477	OH	+ C2H		= CO	+ CH2		5.970306e-05
  R375	NO2	+ CNO		= CO	+ NO	+ NO	3.305586e-05
  R546	SO2	+ C2H		= CO	+ OCS	+ H	3.532683e-06
  P31	OCS			= CO	+ S		3.516877e-06
  R108	CHO	+ C2H		= C2H2	+ CO		1.585758e-06
  R568	NO2	+ CHO		= CO	+ HNO2		7.809486e-07
  R515	OH	+ HCN		= CO	+ NH2		3.414579e-07
  R116	CHO	+ CN		= HCN	+ CO		3.078995e-07
  R355	NO2	+ C		= CO	+ NO		8.797524e-08
  R372	NO2	+ CN		= CO	+ N2O		4.237650e-08
  R475	OCS	+ O		= CO	+ SO		1.401751e-08
  R538	S	+ OCS		= CO	+ S2		1.728512e-09
  R421	O3	+ C2H2		= CO	+ CH2O2		1.529955e-11
  R330	NH3	+ CNO		= CO	+ N2H3		7.830329e-13
  R125	CS	+ O		= CO	+ S		4.153995e-15
  T16	CH2O2			= CO	+ H2O		1.388112e-15
  R467	O(1D)	+ OCS		= CO	+ SO		1.028996e-15
  R7	C	+ OCS		= CO	+ CS		1.915484e-18
  R124	CO2	+ CN		= CNO	+ CO		1.037762e-20
  T14	CH2O			= CO	+ H2		1.498031e-26
  T30	C2H2O			= CO	+ CH2		5.908236e-27
  T40	CNO			= CO	+ N		3.625716e-28
  T35	C2H4O			= CH4	+ CO		1.500173e-41
  T29	C2HO			= CO	+ CH		8.093168e-42
  T60	OCS			= CO	+ S		2.262962e-42

CO				LOSS RXS		INT RX RATE	TL = 2.81e+12

  R511	OH	+ CO		= CO2	+ H		1.400133e+12
  M12	H	+ CO		= CHO			1.191638e+12
  M39	OH	+ CO		= CHO2			2.158361e+11
  M31	O	+ CO		= CO2			6.802492e+09
  P35	CO			= C	+ O		9.796717e+07
  M6	CO	+ CH3		= C2H3O			4.910906e+05
  M5	CO	+ CH		= C2HO			1.065065e+04
  R122	CO	+ CH3		= C2H2	+ OH		1.701040e-35
  R121	CO	+ C2H4		= C2H3	+ CHO		1.021303e-59
  R120	CO	+ C2H2		= C2H	+ CHO		1.433337e-78
  R88	CH3S	+ CO		= OCS	+ CH3		0.000000e+00

************************************************************

OH				PRODUCTION RXS		INT RX RATE	TP = 2.73e+12

  R441	O	+ HO2		= OH	+ O2		6.059814e+11
  P6	H2O			= H	+ OH		6.055470e+11
  R180	H	+ HO2		= OH	+ OH		4.448981e+11 (x2)
  R439	O	+ HNO		= OH	+ NO		1.967935e+11
  R189	H	+ NO2		= OH	+ NO		1.340462e+11
  R428	O	+ CHO2		= CO2	+ OH		9.768626e+10
  R259	HO2	+ NO		= OH	+ NO2		6.269636e+10
  M16	H	+ O		= OH			4.834981e+10
  R192	H	+ O3		= OH	+ O2		3.340045e+10
  R426	O	+ CHO		= CO	+ OH		2.845987e+10
  P14	HNO2			= NO	+ OH		1.734709e+10
  P5	HO2			= O	+ OH		5.427175e+09
  R433	O	+ H2		= H	+ OH		3.807168e+09
  R369	NO2	+ CHO		= NO	+ CO	+ OH	2.427920e+09
  R575	HSO	+ H		= HS	+ OH		1.474702e+09
  R190	H	+ NO3		= OH	+ NO2		2.732287e+08
  P7	H2O2			= OH	+ OH		1.564592e+08 (x2)
  R413	O	+ CH2O		= CHO	+ OH		1.453377e+08
  P15	HNO3			= NO2	+ OH		1.239499e+08
  R578	HSO	+ O		= OH	+ SO		6.249195e+07
  R153	H	+ CH3O		= CH3	+ OH		4.775714e+07
  R274	HSO3	+ O		= OH	+ SO3		2.844645e+07
  R455	O(1D)	+ H2		= H	+ OH		2.021696e+07
  R571	S	+ HO2		= SO	+ OH		1.450494e+07
  P19	HNO4			= NO3	+ OH		1.421112e+07
  T17	CH3O2			= CH2O	+ OH		1.023294e+07
  R419	O	+ CH3O		= CH2O	+ OH		6.633047e+06
  R263	HS	+ HO2		= OH	+ HSO		5.852835e+06
  R401	O	+ C2H4O		= C2H3O	+ OH		4.772808e+06
  R423	O	+ CH4		= CH3	+ OH		4.673687e+06
  R424	O	+ CH4O		= CH3O	+ OH		4.460835e+06
  R167	H	+ H2O2		= OH	+ H2O		2.015332e+06
  R404	O	+ C2H5		= C2H4	+ OH		1.576425e+06
  T53	HSO3			= OH	+ SO2		1.084441e+06
  R406	O	+ C2H6		= C2H5	+ OH		9.771827e+05
  R175	H	+ HNO2		= OH	+ HNO		9.057594e+05
  R260	HO2	+ NO3		= OH	+ NO2	+ O2	4.860502e+05
  R231	H2S	+ O		= OH	+ HS		4.241336e+05
  R456	O(1D)	+ H2O		= OH	+ OH		3.525671e+05 (x2)
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	2.371646e+05
  R434	O	+ H2O2		= OH	+ HO2		7.428007e+04
  R409	O	+ CH2		= CH	+ OH		3.486802e+04
  R323	NH2	+ O		= OH	+ NH		2.975341e+04
  R450	O(1D)	+ CH4		= CH3	+ OH		2.000723e+04
  R166	H	+ H2O		= H2	+ OH		1.682405e+04
  R261	HO2	+ O3		= OH	+ O2	+ O2	1.191071e+04
  R558	HSO	+ O2		= OH	+ SO2		3.289690e+03
  R417	O	+ CH3NO2	= OH	+ CH2O	+ NO	1.583849e+03
  R554	SO3	+ H		= OH	+ SO2		2.378100e+02
  R418	O	+ CH3NO3	= OH	+ CH2O	+ NO2	7.741444e+01
  T48	CHO2			= CO	+ OH		3.641240e+01
  R397	O	+ C2H4		= C2H3	+ OH		2.942897e+01
  P27	CH2O2			= CHO	+ OH		1.565480e+01
  R155	H	+ CH3O2		= CH3O	+ OH		1.417281e+01
  R448	O(1D)	+ C2H6		= C2H5	+ OH		1.390963e+01
  R394	O	+ C2H3		= C2H2	+ OH		1.017864e+01
  R268	HS	+ O2		= SO	+ OH		2.982125e+00
  R407	O	+ CH		= OH	+ C		2.906961e+00
  R165	H	+ CO2		= CO	+ OH		1.654536e+00
  R173	H	+ HNO		= OH	+ NH		1.161999e+00
  R342	NO	+ CH		= CN	+ OH		3.788386e-01
  R453	O(1D)	+ CH4O		= CH3O	+ OH		2.681620e-01
  T37	C2H5O			= C2H4	+ OH		2.105306e-01
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	4.094657e-02
  P24	CH4O2			= CH3O	+ OH		3.077943e-02
  R220	H2O	+ CNO		= HCNO	+ OH		8.560004e-03
  R319	NH2	+ H2O		= OH	+ NH3		4.951750e-03
  R217	H2O	+ C2H5		= C2H6	+ OH		1.987206e-03
  R215	H2O	+ C2H		= C2H2	+ OH		1.328760e-03
  R305	NH	+ O		= OH	+ N		1.080066e-03
  R201	NH	+ NO		= OH	+ N2		6.796268e-04
  R219	H2O	+ CN		= HCN	+ OH		1.324985e-04
  R425	O	+ CH4O2		= CH3O2	+ OH		6.300684e-05
  R447	O(1D)	+ C2H4		= C2H3	+ OH		3.532026e-05
  R45	CH2	+ CH3O		= C2H4	+ OH		6.178010e-06
  T31	C2H3O			= C2H2	+ OH		6.006208e-06
  R303	NH	+ NO2		= OH	+ N2O		4.372249e-06
  R461	O(1D)	+ NH3		= OH	+ NH2		3.282950e-06
  R248	HO2	+ C2H4		= C2H4O	+ OH		9.053830e-07
  R306	NH	+ O2		= OH	+ NO		3.599807e-07
  R437	O	+ HCNO		= CNO	+ OH		3.918349e-08
  T9	HNO2			= OH	+ NO		2.024019e-10
  R245	HO2	+ C2H2		= C2H2O	+ OH		6.276568e-11
  T10	HNO3			= OH	+ NO2		1.719574e-12
  T3	H2O2			= OH	+ OH		1.070224e-13 (x2)
  T23	CH4O2			= CH3O	+ OH		4.366263e-17
  R287	N	+ H2O		= OH	+ NH		8.687129e-24
  T20	CH4O			= CH3	+ OH		3.214302e-25
  R188	H	+ NO		= OH	+ N		1.162561e-25
  R122	CO	+ CH3		= C2H2	+ OH		1.701040e-35
  R214	H2O	+ C		= CH	+ OH		1.897657e-39

OH				LOSS RXS		INT RX RATE	TL = 2.73e+12

  R511	OH	+ CO		= CO2	+ H		1.400133e+12
  R512	OH	+ H2		= H2O	+ H		5.624374e+11
  R445	O	+ OH		= O2	+ H		4.696619e+11
  M39	OH	+ CO		= CHO2			2.158361e+11
  R505	OH	+ CHO2		= CO2	+ H2O		3.180701e+10
  M42	OH	+ NO		= HNO2			1.739131e+10
  R522	OH	+ HO2		= H2O	+ O2		1.029074e+10
  M47	SO	+ OH		= HSO2			9.645241e+09
  M18	H	+ OH		= H2O			6.007241e+09
  R528	OH	+ SO		= SO2	+ H		3.824311e+09
  R519	OH	+ HNO		= H2O	+ NO		2.547328e+09
  R501	OH	+ CH4		= CH3	+ H2O		1.749177e+09
  R493	OH	+ CH2O		= CHO	+ H2O		7.978552e+08
  R504	OH	+ CHO		= CO	+ H2O		5.726907e+08
  R526	OH	+ OH		= H2O	+ O		3.538684e+08 (x2)
  M50	SO2	+ OH		= HSO3			2.418930e+08
  R502	OH	+ CH4O		= CH3O	+ H2O		1.379522e+08
  M43	OH	+ NO2		= HNO3			1.365077e+08
  R527	OH	+ S		= H	+ SO		1.308571e+08
  R491	OH	+ C2H6		= C2H5	+ H2O		1.169349e+08
  R232	H2S	+ OH		= H2O	+ HS		4.031140e+07
  M44	OH	+ OH		= H2O2			2.679869e+07 (x2)
  R520	OH	+ HNO2		= H2O	+ NO2		2.608067e+07
  R513	OH	+ H2O2		= H2O	+ HO2		1.319926e+07
  R574	HSO	+ OH		= H2O	+ SO		6.935251e+06
  R489	OH	+ C2H4O		= C2H3O	+ H2O		6.570594e+06
  M41	OH	+ HNO3		= H2O	+ NO3		2.834085e+06
  R483	OH	+ C2H2O		= CO	+ CH3O		1.896007e+06
  R521	OH	+ HNO4		= H2O	+ NO2	+ O2	1.883058e+06
  R566	HSO3	+ OH		= H2O	+ SO3		6.888352e+05
  R524	OH	+ NO3		= HO2	+ NO2		5.894818e+05
  R295	N	+ OH		= NO	+ H		5.617414e+05
  R525	OH	+ O3		= HO2	+ O2		1.177436e+05
  R40	NH	+ OH		= NH2	+ O		7.821242e+04
  R490	OH	+ C2H5		= C2H4	+ H2O		7.811513e+04
  R499	OH	+ CH3O		= CH2O	+ H2O		3.585315e+04
  R487	OH	+ C2H3O		= C2H2O	+ H2O		2.802366e+04
  M38	OH	+ C2H4		= C2H5O			1.630837e+04
  R496	OH	+ CH3		= CH2	+ H2O		2.847831e+03
  R498	OH	+ CH3NO3	= CH2O	+ NO2	+ H2O	5.875691e+01
  R523	OH	+ NH3		= H2O	+ NH2		1.168233e+01
  R326	NH2	+ OH		= H2O	+ NH		1.067451e+00
  R492	OH	+ CH2		= CH2O	+ H		6.979772e-01
  R494	OH	+ CH2O2		= CHO2	+ H2O		6.745859e-01
  R644	NH2	+ OH		= NH3	+ O		6.385545e-01
  M37	OH	+ C2H2		= C2H3O			2.234793e-01
  R481	OH	+ C2H2		= C2HO	+ H2		1.801645e-01
  R500	OH	+ CH3O2		= CH4O	+ O2		1.071259e-01
  R517	OH	+ HCNO		= CNO	+ H2O		1.593503e-02
  R485	OH	+ C2H3		= C2H4O			1.210659e-02
  R486	OH	+ C2H3		= C2H2	+ H2O		1.210659e-02
  R503	OH	+ CH4O2		= CH3O2	+ H2O		1.108605e-02
  R488	OH	+ C2H4		= C2H3	+ H2O		1.024370e-02
  R506	OH	+ CN		= H	+ CNO		1.175524e-03
  R516	OH	+ HCN		= CN	+ H2O		7.778529e-04
  R482	OH	+ C2H2		= CO	+ CH3		1.881015e-04
  R477	OH	+ C2H		= CO	+ CH2		5.970306e-05
  R478	OH	+ C2H		= C2H2	+ O		5.970306e-05
  R507	OH	+ CN		= O	+ HCN		1.131520e-06
  R308	NH	+ OH		= H	+ HNO		4.495185e-07
  R515	OH	+ HCN		= CO	+ NH2		3.414579e-07
  R495	OH	+ CH3		= CH3O	+ H		2.647299e-07
  R309	NH	+ OH		= H2O	+ N		2.875421e-08
  R509	OH	+ CNO		= HCNO	+ O		1.641983e-08
  R473	OCS	+ OH		= CO2	+ HS		4.943458e-11
  R480	OH	+ C2H2		= C2H	+ H2O		5.727203e-15
  R479	OH	+ C2H2		= C2H2O	+ H		9.358041e-16
  R556	SO3	+ OH		= HO2	+ SO2		3.464539e-24
  R107	CH4S	+ OH		= H2O	+ CH3S		0.000000e+00

************************************************************

O				PRODUCTION RXS		INT RX RATE	TP = 2.01e+12

  P36	CO2			= CO	+ O		1.587084e+12
  P8	NO2			= NO	+ O		1.183372e+11
  R458	O(1D)	+ N2		= O	+ N2		1.181040e+11
  P2	O2			= O	+ O(1D)		4.296060e+10
  P1	O2			= O	+ O		3.344852e+10 (x2)
  P46	SO2			= SO	+ O		2.677945e+10
  P51	SO			= S	+ O		2.197117e+10
  R181	H	+ HO2		= O	+ H2O		9.886623e+09
  P5	HO2			= O	+ OH		5.427175e+09
  P3	O3			= O2	+ O		4.838511e+09
  P10	NO3			= NO2	+ O		4.152123e+09
  R454	O(1D)	+ CO2		= CO2	+ O		3.895128e+09
  R526	OH	+ OH		= H2O	+ O		3.538684e+08
  R536	S	+ O2		= SO	+ O		1.338335e+08
  R6	C	+ O2		= CO	+ O		9.800245e+07
  P35	CO			= C	+ O		9.796717e+07
  P49	HSO			= HS	+ O		3.596822e+07
  P44	NO			= N	+ O		2.013588e+07
  R291	N	+ NO		= O	+ N2		1.890959e+07
  R464	O(1D)	+ O2		= O	+ O2		1.791382e+07
  P16	HNO3			= HNO2	+ O		5.143660e+06
  P13	N2O5			= NO3	+ NO	+ O	1.000746e+06
  R292	N	+ NO2		= N2O	+ O		9.229275e+04
  R40	NH	+ OH		= NH2	+ O		7.821242e+04
  R544	SO	+ O2		= SO2	+ O		2.282255e+04
  P30	SO3			= SO2	+ O		1.691635e+04
  T44	HSO2			= O	+ HSO		3.904017e+03
  R466	O(1D)	+ O3		= O2	+ O	+ O	2.335579e+02 (x2)
  R293	N	+ O2		= NO	+ O		1.357267e+02
  R644	NH2	+ OH		= NH3	+ O		6.385545e-01
